               data_ora        rad  temperatura
2023-04-06 23:33:20.285  -2.851655        40.35
2023-04-06 23:33:20.479  -2.935752        40.35
2023-04-06 23:33:20.686  -2.868475        40.35
2023-04-06 23:33:20.895  -2.767558        40.35
2023-04-06 23:33:21.103  -2.834836        40.35
2023-04-06 23:33:21.306  -2.801197        40.35
2023-04-06 23:33:21.503  -2.935752        40.35
2023-04-06 23:33:21.711  -2.969391        40.35
2023-04-06 23:33:21.924  -2.986210        40.35
2023-04-06 23:33:22.141  -3.188043        40.35
2023-04-06 23:33:22.352  -2.834836        40.35
2023-04-06 23:33:22.560  -2.952571        40.35
2023-04-06 23:33:22.768  -3.087127        40.35
2023-04-06 23:33:22.977  -3.188043        40.35
2023-04-06 23:33:23.185  -3.188043        40.35
2023-04-06 23:33:23.393  -3.204862        40.35
2023-04-06 23:33:23.598  -3.204862        40.35
2023-04-06 23:33:23.776  -2.952571        40.35
2023-04-06 23:33:23.985  -3.036668        40.35
2023-04-06 23:33:24.193  -3.019849        40.35
2023-04-06 23:33:24.402  -3.322598        40.35
2023-04-06 23:33:24.609  -3.255320        40.35
2023-04-06 23:33:24.818  -3.322598        40.35
2023-04-06 23:33:25.026  -3.389876        40.35
2023-04-06 23:33:25.230  -3.120765        40.35
2023-04-06 23:33:25.427  -3.154404        40.35
2023-04-06 23:33:25.635  -3.171224        40.35
2023-04-06 23:33:25.843  -3.204862        40.35
2023-04-06 23:33:26.060  -3.070307        40.35
2023-04-06 23:33:26.275  -2.918933        40.35
2023-04-06 23:33:26.484  -2.868475        40.35
2023-04-06 23:33:26.692  -2.902113        40.35
2023-04-06 23:33:26.899  -2.851655        40.35
2023-04-06 23:33:27.108  -2.986210        40.35
2023-04-06 23:33:27.317  -3.120765        40.35
2023-04-06 23:33:27.525  -2.986210        40.35
2023-04-06 23:33:27.733  -3.171224        40.35
2023-04-06 23:33:27.908  -3.103946        40.35
2023-04-06 23:33:28.117  -3.120765        40.35
2023-04-06 23:33:28.325  -3.221682        40.35
2023-04-06 23:33:28.532  -3.070307        40.35
2023-04-06 23:33:28.741  -3.389876        40.38
2023-04-06 23:33:28.948  -3.221682        40.35
2023-04-06 23:33:29.147  -3.204862        40.35
2023-04-06 23:33:29.350  -3.238501        40.35
2023-04-06 23:33:29.558  -3.238501        40.35
2023-04-06 23:33:29.766  -2.935752        40.35
2023-04-06 23:33:29.974  -3.373056        40.35
2023-04-06 23:33:30.189  -3.322598        40.35
2023-04-06 23:33:30.406  -3.087127        40.35
2023-04-06 23:33:30.631  -3.036668        40.35
2023-04-06 23:33:30.838  -3.221682        40.35
2023-04-06 23:33:31.032  -3.003030        40.35
2023-04-06 23:33:31.240  -2.902113        40.35
2023-04-06 23:33:31.448  -3.188043        40.35
2023-04-06 23:33:31.656  -3.288959        40.35
2023-04-06 23:33:31.832  -3.188043        40.35
2023-04-06 23:33:32.040  -3.507611        40.35
2023-04-06 23:33:32.248  -3.440334        40.38
2023-04-06 23:33:32.457  -3.154404        40.35
2023-04-06 23:33:32.665  -3.137585        40.35
2023-04-06 23:33:32.869  -3.070307        40.35
2023-04-06 23:33:33.069  -3.053488        40.35
2023-04-06 23:33:33.273  -3.137585        40.35
2023-04-06 23:33:33.482  -3.019849        40.35
2023-04-06 23:33:33.690  -2.767558        40.35
2023-04-06 23:33:33.897  -3.003030        40.35
2023-04-06 23:33:34.106  -3.221682        40.35
2023-04-06 23:33:34.324  -2.834836        40.38
2023-04-06 23:33:34.539  -3.120765        40.38
2023-04-06 23:33:34.747  -2.935752        40.38
2023-04-06 23:33:34.955  -2.633003        40.38
2023-04-06 23:33:35.164  -2.666642        40.38
2023-04-06 23:33:35.370  -3.103946        40.38
2023-04-06 23:33:35.580  -2.616184        40.35
2023-04-06 23:33:35.756  -2.902113        40.35
2023-04-06 23:33:35.963  -3.188043        40.35
2023-04-06 23:33:36.172  -2.885294        40.35
2023-04-06 23:33:36.379  -3.053488        40.35
2023-04-06 23:33:36.587  -2.969391        40.35
2023-04-06 23:33:36.791  -2.666642        40.35
2023-04-06 23:33:36.989  -2.851655        40.35
2023-04-06 23:33:37.197  -2.582545        40.35
2023-04-06 23:33:37.405  -2.666642        40.35
2023-04-06 23:33:37.614  -2.515267        40.35
2023-04-06 23:33:37.822  -2.633003        40.35
2023-04-06 23:33:38.030  -2.918933        40.35
2023-04-06 23:33:38.242  -2.649823        40.38
2023-04-06 23:33:38.458  -2.784378        40.38
2023-04-06 23:33:38.670  -2.363893        40.38
2023-04-06 23:33:38.879  -2.548906        40.38
2023-04-06 23:33:39.087  -2.717100        40.38
2023-04-06 23:33:39.295  -2.212518        40.38
2023-04-06 23:33:39.504  -2.784378        40.35
2023-04-06 23:33:39.712  -2.212518        40.38
2023-04-06 23:33:39.888  -2.750739        40.38
2023-04-06 23:33:40.096  -2.548906        40.38
2023-04-06 23:33:40.303  -2.700281        40.38
2023-04-06 23:33:40.512  -2.666642        40.38
2023-04-06 23:33:40.712  -2.750739        40.38
2023-04-06 23:33:40.913  -2.851655        40.38
2023-04-06 23:33:41.138  -2.986210        40.38
2023-04-06 23:33:41.345  -2.902113        40.35
2023-04-06 23:33:41.537  -2.666642        40.35
2023-04-06 23:33:41.745  -3.087127        40.35
2023-04-06 23:33:41.951  -2.868475        40.35
2023-04-06 23:33:42.161  -2.548906        40.35
2023-04-06 23:33:42.369  -2.986210        40.35
2023-04-06 23:33:42.588  -2.952571        40.38
2023-04-06 23:33:42.802  -2.986210        40.35
2023-04-06 23:33:43.009  -2.851655        40.38
2023-04-06 23:33:43.217  -3.103946        40.38
2023-04-06 23:33:43.426  -3.103946        40.38
2023-04-06 23:33:43.635  -3.188043        40.38
2023-04-06 23:33:43.810  -3.003030        40.38
2023-04-06 23:33:44.018  -3.272140        40.38
2023-04-06 23:33:44.227  -3.221682        40.38
2023-04-06 23:33:44.433  -3.019849        40.38
2023-04-06 23:33:44.631  -3.087127        40.38
2023-04-06 23:33:44.835  -3.288959        40.38
2023-04-06 23:33:45.043  -3.272140        40.38
2023-04-06 23:33:45.252  -3.255320        40.38
2023-04-06 23:33:45.459  -3.188043        40.38
2023-04-06 23:33:45.667  -3.339417        40.38
2023-04-06 23:33:45.877  -3.120765        40.38
2023-04-06 23:33:46.084  -2.834836        40.38
2023-04-06 23:33:46.293  -3.087127        40.38
2023-04-06 23:33:46.502  -3.019849        40.38
2023-04-06 23:33:46.719  -3.356237        40.38
2023-04-06 23:33:46.934  -3.204862        40.38
2023-04-06 23:33:47.142  -3.070307        40.38
2023-04-06 23:33:47.350  -3.389876        40.38
2023-04-06 23:33:47.559  -3.524431        40.38
2023-04-06 23:33:47.735  -3.305779        40.38
2023-04-06 23:33:47.943  -3.490792        40.38
2023-04-06 23:33:48.150  -3.642166        40.38
2023-04-06 23:33:48.353  -3.406695        40.38
2023-04-06 23:33:48.551  -3.238501        40.38
2023-04-06 23:33:48.759  -3.490792        40.38
2023-04-06 23:33:48.968  -3.473972        40.38
2023-04-06 23:33:49.176  -3.473972        40.38
2023-04-06 23:33:49.384  -3.036668        40.38
2023-04-06 23:33:49.593  -2.952571        40.38
2023-04-06 23:33:49.801  -3.238501        40.38
2023-04-06 23:33:50.009  -2.969391        40.35
2023-04-06 23:33:50.217  -3.204862        40.38
2023-04-06 23:33:50.425  -3.322598        40.38
2023-04-06 23:33:50.648  -3.003030        40.38
2023-04-06 23:33:50.854  -2.801197        40.38
2023-04-06 23:33:51.065  -3.087127        40.38
2023-04-06 23:33:51.274  -3.087127        40.38
2023-04-06 23:33:51.481  -2.885294        40.38
2023-04-06 23:33:51.690  -2.784378        40.35
2023-04-06 23:33:51.867  -3.019849        40.35
2023-04-06 23:33:52.075  -2.700281        40.35
2023-04-06 23:33:52.274  -2.666642        40.35
2023-04-06 23:33:52.475  -2.464809        40.38
2023-04-06 23:33:52.683  -2.262977        40.38
2023-04-06 23:33:52.891  -2.229338        40.38
2023-04-06 23:33:53.099  -2.178880        40.38
2023-04-06 23:33:53.307  -2.145241        40.38
2023-04-06 23:33:53.516  -1.960228        40.38
2023-04-06 23:33:53.724  -1.825673        40.38
2023-04-06 23:33:53.932  -2.229338        40.38
2023-04-06 23:33:54.140  -1.657479        40.38
2023-04-06 23:33:54.348  -1.405188        40.38
2023-04-06 23:33:54.557  -1.102439        40.38
2023-04-06 23:33:54.769  -1.186536        40.38
2023-04-06 23:33:54.986  -0.934245        40.38
2023-04-06 23:33:55.197  -0.934245        40.38
2023-04-06 23:33:55.405  -0.665135        40.38
2023-04-06 23:33:55.614  -0.496941        40.38
2023-04-06 23:33:55.789  -0.328747        40.38
2023-04-06 23:33:55.997  -0.227831        40.38
2023-04-06 23:33:56.196  -0.513760        40.38
2023-04-06 23:33:56.398  -0.295108        40.38
2023-04-06 23:33:56.606  -0.345567        40.38
2023-04-06 23:33:56.814  -0.412844        40.38
2023-04-06 23:33:57.022  -0.614677        40.38
2023-04-06 23:33:57.230  -0.597857        40.38
2023-04-06 23:33:57.438  -0.698774        40.38
2023-04-06 23:33:57.647  -0.564219        40.38
2023-04-06 23:33:57.855  -0.362386        40.38
2023-04-06 23:33:58.063  -0.496941        40.38
2023-04-06 23:33:58.271  -0.463302        40.38
2023-04-06 23:33:58.479  -0.782871        40.38
2023-04-06 23:33:58.688  -0.480122        40.38
2023-04-06 23:33:58.904  -0.480122        40.38
2023-04-06 23:33:59.136  -0.042818        40.38
2023-04-06 23:33:59.343  -0.278289        40.35
2023-04-06 23:33:59.537  -0.177373        40.38
2023-04-06 23:33:59.713  -0.025998        40.38
2023-04-06 23:33:59.917  -0.311928        40.38
2023-04-06 23:34:00.117  -0.227831        40.38
2023-04-06 23:34:00.322  -0.311928        40.38
2023-04-06 23:34:00.530   0.058099        40.35
2023-04-06 23:34:00.738  -0.362386        40.35
2023-04-06 23:34:00.946   0.024460        40.38
2023-04-06 23:34:01.154  -0.093276        40.38
2023-04-06 23:34:01.362  -0.160553        40.38
2023-04-06 23:34:01.571  -0.597857        40.38
2023-04-06 23:34:01.779  -0.429663        40.38
2023-04-06 23:34:01.985  -0.816509        40.38
2023-04-06 23:34:02.195  -1.102439        40.38
2023-04-06 23:34:02.404  -1.438827        40.38
2023-04-06 23:34:02.612  -1.623840        40.38
2023-04-06 23:34:02.829  -1.640659        40.38
2023-04-06 23:34:03.043  -1.825673        40.38
2023-04-06 23:34:03.252  -1.892950        40.38
2023-04-06 23:34:03.461  -2.229338        40.38
2023-04-06 23:34:03.637  -2.363893        40.38
2023-04-06 23:34:03.838  -2.262977        40.35
2023-04-06 23:34:04.037  -2.279796        40.38
2023-04-06 23:34:04.245  -2.145241        40.35
2023-04-06 23:34:04.454  -2.077963        40.38
2023-04-06 23:34:04.662  -2.111602        40.38
2023-04-06 23:34:04.870  -1.960228        40.38
2023-04-06 23:34:05.078  -1.876131        40.38
2023-04-06 23:34:05.286  -2.178880        40.38
2023-04-06 23:34:05.494  -2.128422        40.38
2023-04-06 23:34:05.702  -1.993866        40.38
2023-04-06 23:34:05.911  -1.892950        40.38
2023-04-06 23:34:06.119  -1.707937        40.38
2023-04-06 23:34:06.327  -1.607021        40.38
2023-04-06 23:34:06.535  -1.657479        40.35
2023-04-06 23:34:06.748  -1.741576        40.35
2023-04-06 23:34:06.968  -1.438827        40.35
2023-04-06 23:34:07.176  -1.051981        40.38
2023-04-06 23:34:07.384  -1.270633        40.38
2023-04-06 23:34:07.560  -1.035161        40.38
2023-04-06 23:34:07.760  -0.984703        40.38
2023-04-06 23:34:07.961  -1.136078        40.38
2023-04-06 23:34:08.169  -1.371549        40.38
2023-04-06 23:34:08.378  -1.236994        40.35
2023-04-06 23:34:08.585  -1.842492        40.38
2023-04-06 23:34:08.809  -1.455646        40.38
2023-04-06 23:34:09.002  -1.808853        40.38
2023-04-06 23:34:09.209  -2.027505        40.38
2023-04-06 23:34:09.417  -2.061144        40.38
2023-04-06 23:34:09.625  -2.464809        40.38
2023-04-06 23:34:09.833  -2.246157        40.38
2023-04-06 23:34:10.042  -2.515267        40.35
2023-04-06 23:34:10.250  -2.633003        40.35
2023-04-06 23:34:10.457  -2.666642        40.35
2023-04-06 23:34:10.667  -2.616184        40.35
2023-04-06 23:34:10.881  -2.784378        40.35
2023-04-06 23:34:11.099  -2.818016        40.35
2023-04-06 23:34:11.307  -2.784378        40.35
2023-04-06 23:34:11.481  -2.868475        40.35
2023-04-06 23:34:11.679  -2.818016        40.38
2023-04-06 23:34:11.884  -2.481629        40.35
2023-04-06 23:34:12.091  -2.683461        40.38
2023-04-06 23:34:12.300  -2.515267        40.38
2023-04-06 23:34:12.506  -2.380712        40.38
2023-04-06 23:34:12.716  -2.094783        40.38
2023-04-06 23:34:12.924  -2.313435        40.38
2023-04-06 23:34:13.132  -2.380712        40.38
2023-04-06 23:34:13.341  -2.431170        40.35
2023-04-06 23:34:13.549  -2.633003        40.35
2023-04-06 23:34:13.757  -2.498448        40.35
2023-04-06 23:34:13.965  -2.616184        40.35
2023-04-06 23:34:14.174  -2.851655        40.35
2023-04-06 23:34:14.382  -2.885294        40.35
2023-04-06 23:34:14.590  -2.952571        40.35
2023-04-06 23:34:14.798  -3.053488        40.35
2023-04-06 23:34:15.015  -3.003030        40.35
2023-04-06 23:34:15.231  -2.818016        40.35
2023-04-06 23:34:15.401  -3.036668        40.35
2023-04-06 23:34:15.599  -3.103946        40.35
2023-04-06 23:34:15.806  -2.952571        40.35
2023-04-06 23:34:16.014  -2.918933        40.35
2023-04-06 23:34:16.224  -2.952571        40.35
2023-04-06 23:34:16.432  -2.683461        40.38
2023-04-06 23:34:16.640  -2.599364        40.35
2023-04-06 23:34:16.848  -2.733919        40.35
2023-04-06 23:34:17.057  -2.313435        40.35
2023-04-06 23:34:17.262  -2.380712        40.35
2023-04-06 23:34:17.472  -2.262977        40.35
2023-04-06 23:34:17.682  -2.027505        40.35
2023-04-06 23:34:17.888  -2.212518        40.35
2023-04-06 23:34:18.098  -2.229338        40.35
2023-04-06 23:34:18.305  -2.229338        40.35
2023-04-06 23:34:18.514  -2.363893        40.35
2023-04-06 23:34:18.723  -2.162060        40.35
2023-04-06 23:34:18.931  -2.313435        40.35
2023-04-06 23:34:19.148  -2.313435        40.35
2023-04-06 23:34:19.363  -2.111602        40.35
2023-04-06 23:34:19.524  -2.246157        40.38
2023-04-06 23:34:19.731  -1.607021        40.35
2023-04-06 23:34:19.940  -1.354730        40.35
2023-04-06 23:34:20.148  -1.001523        40.35
2023-04-06 23:34:20.353  -0.564219        40.35
2023-04-06 23:34:20.564  -0.446483        40.35
2023-04-06 23:34:20.772  -0.042818        40.35
2023-04-06 23:34:20.981   0.074918        40.35
2023-04-06 23:34:21.183   0.175834        40.35
2023-04-06 23:34:21.390   0.074918        40.35
2023-04-06 23:34:21.605   0.142196        40.35
2023-04-06 23:34:21.814   0.293570        40.35
2023-04-06 23:34:22.019   0.629958        40.35
2023-04-06 23:34:22.225   1.050443        40.35
2023-04-06 23:34:22.438   1.285914        40.35
2023-04-06 23:34:22.645   1.891412        40.35
2023-04-06 23:34:22.853   2.328716        40.35
2023-04-06 23:34:23.065   3.623809        40.35
2023-04-06 23:34:23.282   4.515236        40.35
2023-04-06 23:34:23.446   6.113078        40.35
2023-04-06 23:34:23.653   7.576365        40.35
2023-04-06 23:34:23.862   9.275123        40.35
2023-04-06 23:34:24.070  11.158894        40.35
2023-04-06 23:34:24.277  13.143582        40.35
2023-04-06 23:34:24.485  15.212366        40.35
2023-04-06 23:34:24.695  17.112957        40.35
2023-04-06 23:34:24.903  19.316297        40.35
2023-04-06 23:34:25.107  20.678667        40.35
2023-04-06 23:34:25.303  21.788746        40.35
2023-04-06 23:34:25.522  23.016562        40.35
2023-04-06 23:34:25.731  23.319311        40.35
2023-04-06 23:34:25.939  23.807073        40.35
2023-04-06 23:34:26.146  23.857531        40.35
2023-04-06 23:34:26.359  23.067020        40.35
2023-04-06 23:34:26.568  22.646535        40.35
2023-04-06 23:34:26.776  21.637372        40.35
2023-04-06 23:34:26.984  19.669504        40.35
2023-04-06 23:34:27.199  18.559424        40.35
2023-04-06 23:34:27.417  17.785732        40.35
2023-04-06 23:34:27.577  16.086974        40.35
2023-04-06 23:34:27.785  15.044172        40.35
2023-04-06 23:34:27.993  13.597705        40.35
2023-04-06 23:34:28.201  12.184877        40.35
2023-04-06 23:34:28.410  12.235335        40.35
2023-04-06 23:34:28.618  11.713934        40.35
2023-04-06 23:34:28.826  11.882128        40.35
2023-04-06 23:34:29.029  13.143582        40.35
2023-04-06 23:34:29.226  13.833176        40.35
2023-04-06 23:34:29.438  14.875978        40.35
2023-04-06 23:34:29.656  16.978402        40.35
2023-04-06 23:34:29.867  18.643521        40.35
2023-04-06 23:34:30.075  20.813222        40.35
2023-04-06 23:34:30.283  23.672518        40.35
2023-04-06 23:34:30.491  25.539470        40.35
2023-04-06 23:34:30.701  26.464536        40.35
2023-04-06 23:34:30.909  28.550140        40.35
2023-04-06 23:34:31.116  30.030246        40.35
2023-04-06 23:34:31.333  31.594449        40.35
2023-04-06 23:34:31.500  32.166308        40.35
2023-04-06 23:34:31.709  32.603612        40.35
2023-04-06 23:34:31.916  32.940000        40.35
2023-04-06 23:34:32.125  33.865066        40.35
2023-04-06 23:34:32.333  34.117357        40.35
2023-04-06 23:34:32.541  36.556168        40.35
2023-04-06 23:34:32.749  37.952177        40.35
2023-04-06 23:34:32.950  39.465922        40.35
2023-04-06 23:34:33.150  41.938372        40.35
2023-04-06 23:34:33.358  45.201333        40.35
2023-04-06 23:34:33.575  48.582029        40.35
2023-04-06 23:34:33.791  54.300621        40.35
2023-04-06 23:34:33.999  60.002393        40.35
2023-04-06 23:34:34.207  64.997751        40.35
2023-04-06 23:34:34.414  72.078713        40.35
2023-04-06 23:34:34.623  78.184150        40.35
2023-04-06 23:34:34.831  84.087755        40.35
2023-04-06 23:34:35.040  90.865968        40.35
2023-04-06 23:34:35.248  96.113616        40.35
2023-04-06 23:34:35.423  99.696146        40.35
2023-04-06 23:34:35.633 104.052367        40.35
2023-04-06 23:34:35.839 106.121151        40.35
2023-04-06 23:34:36.048 107.618077        40.35
2023-04-06 23:34:36.257 109.316835        40.35
2023-04-06 23:34:36.464 107.937645        40.35
2023-04-06 23:34:36.670 106.390261        40.35
2023-04-06 23:34:36.869 105.667028        40.35
2023-04-06 23:34:37.071 100.772586        40.35
2023-04-06 23:34:37.281  95.255827        40.35
2023-04-06 23:34:37.490  90.865968        40.35
2023-04-06 23:34:37.698  84.558698        40.35
2023-04-06 23:34:37.915  76.350837        40.35
2023-04-06 23:34:38.130  69.471708        40.35
2023-04-06 23:34:38.338  61.919803        40.35
2023-04-06 23:34:38.546  54.788383        40.35
2023-04-06 23:34:38.755  48.548391        40.35
2023-04-06 23:34:38.963  41.887913        40.35
2023-04-06 23:34:39.171  36.152503        40.35
2023-04-06 23:34:39.379  31.106687        40.35
2023-04-06 23:34:39.555  27.154131        40.35
2023-04-06 23:34:39.764  24.059364        40.35
2023-04-06 23:34:39.972  21.788746        40.35
2023-04-06 23:34:40.196  19.299477        40.35
2023-04-06 23:34:40.404  18.458508        40.35
2023-04-06 23:34:40.595  17.062499        40.35
2023-04-06 23:34:40.789  16.692472        40.35
2023-04-06 23:34:40.996  16.406543        40.35
2023-04-06 23:34:41.204  16.255168        40.35
2023-04-06 23:34:41.414  16.557917        40.35
2023-04-06 23:34:41.620  16.658833        40.35
2023-04-06 23:34:41.829  16.036516        40.35
2023-04-06 23:34:42.044  16.019697        40.35
2023-04-06 23:34:42.262  15.498296        40.35
2023-04-06 23:34:42.470  14.808701        40.35
2023-04-06 23:34:42.678  13.984551        40.35
2023-04-06 23:34:42.886  13.446331        40.35
2023-04-06 23:34:43.095  12.151238        40.32
2023-04-06 23:34:43.303  10.570215        40.35
2023-04-06 23:34:43.479   9.291942        40.35
2023-04-06 23:34:43.687   7.475448        40.35
2023-04-06 23:34:43.895   6.466285        40.32
2023-04-06 23:34:44.104   4.935721        40.32
2023-04-06 23:34:44.312   3.253782        40.32
2023-04-06 23:34:44.511   2.143703        40.32
2023-04-06 23:34:44.713   0.999984        40.32
2023-04-06 23:34:44.920  -0.126915        40.35
2023-04-06 23:34:45.129  -0.934245        40.32
2023-04-06 23:34:45.337  -1.438827        40.35
2023-04-06 23:34:45.544  -1.573382        40.32
2023-04-06 23:34:45.753  -1.623840        40.32
2023-04-06 23:34:45.962  -1.825673        40.32
2023-04-06 23:34:46.177  -1.270633        40.32
2023-04-06 23:34:46.394  -0.581038        40.32
2023-04-06 23:34:46.602   0.074918        40.32
2023-04-06 23:34:46.810   0.798152        40.32
2023-04-06 23:34:47.019   1.908231        40.32
2023-04-06 23:34:47.225   2.648284        40.32
2023-04-06 23:34:47.435   3.371518        40.32
2023-04-06 23:34:47.609   4.111571        40.32
2023-04-06 23:34:47.819   5.305747        40.32
2023-04-06 23:34:48.028   6.213994        40.32
2023-04-06 23:34:48.233   7.054964        40.32
2023-04-06 23:34:48.432   7.845475        40.32
2023-04-06 23:34:48.636   8.434153        40.32
2023-04-06 23:34:48.844   9.140568        40.32
2023-04-06 23:34:49.052   9.796524        40.32
2023-04-06 23:34:49.260   9.779704        40.32
2023-04-06 23:34:49.468   9.863801        40.32
2023-04-06 23:34:49.676   9.678788        40.32
2023-04-06 23:34:49.883   9.880621        40.32
2023-04-06 23:34:50.093   9.880621        40.32
2023-04-06 23:34:50.312   9.476955        40.32
2023-04-06 23:34:50.525   9.275123        40.32
2023-04-06 23:34:50.734   9.140568        40.32
2023-04-06 23:34:50.941   8.148224        40.32
2023-04-06 23:34:51.148   7.744558        40.32
2023-04-06 23:34:51.357   6.701756        40.32
2023-04-06 23:34:51.531   6.096259        40.32
2023-04-06 23:34:51.742   5.574858        40.32
2023-04-06 23:34:51.952   4.666611        40.32
2023-04-06 23:34:52.153   3.943377        40.32
2023-04-06 23:34:52.351   3.556531        40.32
2023-04-06 23:34:52.559   2.395993        40.32
2023-04-06 23:34:52.767   1.538205        40.32
2023-04-06 23:34:52.976   1.487747        40.32
2023-04-06 23:34:53.182   0.428125        40.32
2023-04-06 23:34:53.391   0.293570        40.32
2023-04-06 23:34:53.600  -0.194192        40.32
2023-04-06 23:34:53.807  -0.194192        40.32
2023-04-06 23:34:54.017  -0.379205        40.32
2023-04-06 23:34:54.228  -0.059637        40.32
2023-04-06 23:34:54.446  -0.244650        40.32
2023-04-06 23:34:54.657   0.377667        40.32
2023-04-06 23:34:54.864  -0.076456        40.32
2023-04-06 23:34:55.074   0.629958        40.32
2023-04-06 23:34:55.280   1.050443        40.32
2023-04-06 23:34:55.458   1.319553        40.32
2023-04-06 23:34:55.666   1.689579        40.32
2023-04-06 23:34:55.873   2.379174        40.32
2023-04-06 23:34:56.073   2.126883        40.32
2023-04-06 23:34:56.275   2.194161        40.32
2023-04-06 23:34:56.483   2.328716        40.32
2023-04-06 23:34:56.691   2.025967        40.32
2023-04-06 23:34:56.899   1.908231        40.32
2023-04-06 23:34:57.107   1.622302        40.32
2023-04-06 23:34:57.316   1.252275        40.32
2023-04-06 23:34:57.524   0.932707        40.32
2023-04-06 23:34:57.732   0.697235        40.32
2023-04-06 23:34:57.941   0.562680        40.35
2023-04-06 23:34:58.149   0.243112        40.35
2023-04-06 23:34:58.357   0.074918        40.32
2023-04-06 23:34:58.576   0.125376        40.32
2023-04-06 23:34:58.789  -0.160553        40.35
2023-04-06 23:34:58.997  -0.278289        40.35
2023-04-06 23:34:59.205  -0.059637        40.35
2023-04-06 23:34:59.381  -0.025998        40.35
2023-04-06 23:34:59.589   0.125376        40.35
2023-04-06 23:34:59.794   0.360848        40.32
2023-04-06 23:34:59.995   0.125376        40.35
2023-04-06 23:35:00.199   0.293570        40.32
2023-04-06 23:35:00.407   0.545861        40.35
2023-04-06 23:35:00.615   0.663597        40.32
2023-04-06 23:35:00.823   1.151359        40.32
2023-04-06 23:35:01.031   1.454108        40.32
2023-04-06 23:35:01.239   1.521385        40.32
2023-04-06 23:35:01.447   1.925051        40.32
2023-04-06 23:35:01.656   2.194161        40.32
2023-04-06 23:35:01.864   1.975509        40.35
2023-04-06 23:35:02.072   2.446452        40.35
2023-04-06 23:35:02.279   2.766020        40.35
2023-04-06 23:35:02.495   2.345535        40.35
2023-04-06 23:35:02.712   2.597826        40.35
2023-04-06 23:35:02.921   2.698742        40.35
2023-04-06 23:35:03.129   2.917394        40.35
2023-04-06 23:35:03.337   2.715562        40.35
2023-04-06 23:35:03.513   2.984672        40.35
2023-04-06 23:35:03.715   3.152866        40.35
2023-04-06 23:35:03.913   2.799659        40.35
2023-04-06 23:35:04.121   2.816478        40.35
2023-04-06 23:35:04.329   2.698742        40.35
2023-04-06 23:35:04.537   2.833298        40.35
2023-04-06 23:35:04.746   2.883756        40.35
2023-04-06 23:35:04.955   2.564187        40.35
2023-04-06 23:35:05.162   2.227800        40.35
2023-04-06 23:35:05.370   2.261438        40.35
2023-04-06 23:35:05.578   2.059606        40.35
2023-04-06 23:35:05.785   1.555024        40.35
2023-04-06 23:35:05.995   1.168178        40.35
2023-04-06 23:35:06.201   0.915887        40.35
2023-04-06 23:35:06.411   0.781332        40.35
2023-04-06 23:35:06.623   0.243112        40.35
2023-04-06 23:35:06.841  -0.362386        40.35
2023-04-06 23:35:07.052  -0.681954        40.35
2023-04-06 23:35:07.260  -0.749232        40.35
2023-04-06 23:35:07.436  -1.203355        40.35
2023-04-06 23:35:07.637  -1.371549        40.35
2023-04-06 23:35:07.837  -1.657479        40.35
2023-04-06 23:35:08.045  -1.371549        40.35
2023-04-06 23:35:08.253  -1.035161        40.35
2023-04-06 23:35:08.462  -1.354730        40.35
2023-04-06 23:35:08.670  -1.136078        40.35
2023-04-06 23:35:08.878  -1.018342        40.35
2023-04-06 23:35:09.086  -0.513760        40.35
2023-04-06 23:35:09.309  -0.227831        40.35
2023-04-06 23:35:09.518  -0.042818        40.35
2023-04-06 23:35:09.707   0.108557        40.35
2023-04-06 23:35:09.918  -0.194192        40.32
2023-04-06 23:35:10.127   0.175834        40.32
2023-04-06 23:35:10.335   0.226293        40.35
2023-04-06 23:35:10.544   0.226293        40.35
2023-04-06 23:35:10.760   0.613138        40.32
2023-04-06 23:35:10.976   0.310390        40.35
2023-04-06 23:35:11.184   0.192654        40.35
2023-04-06 23:35:11.359   0.108557        40.32
2023-04-06 23:35:11.558   0.058099        40.32
2023-04-06 23:35:11.761   0.058099        40.32
2023-04-06 23:35:11.967  -0.446483        40.32
2023-04-06 23:35:12.177  -0.446483        40.32
2023-04-06 23:35:12.385  -0.463302        40.32
2023-04-06 23:35:12.593  -0.698774        40.35
2023-04-06 23:35:12.801  -0.429663        40.35
2023-04-06 23:35:13.009  -0.396025        40.35
2023-04-06 23:35:13.218  -0.614677        40.35
2023-04-06 23:35:13.426  -0.564219        40.35
2023-04-06 23:35:13.633  -0.766051        40.35
2023-04-06 23:35:13.842  -0.597857        40.35
2023-04-06 23:35:14.051  -0.648316        40.35
2023-04-06 23:35:14.259  -0.715593        40.35
2023-04-06 23:35:14.467  -0.917426        40.35
2023-04-06 23:35:14.680  -0.816509        40.35
2023-04-06 23:35:14.897  -1.119258        40.35
2023-04-06 23:35:15.107  -1.136078        40.35
2023-04-06 23:35:15.280  -0.967884        40.35
2023-04-06 23:35:15.479  -0.984703        40.35
2023-04-06 23:35:15.683  -1.001523        40.35
2023-04-06 23:35:15.892  -1.405188        40.35
2023-04-06 23:35:16.100  -1.051981        40.35
2023-04-06 23:35:16.309  -1.253813        40.35
2023-04-06 23:35:16.517  -1.287452        40.35
2023-04-06 23:35:16.724  -1.321091        40.35
2023-04-06 23:35:16.931  -1.405188        40.35
2023-04-06 23:35:17.141  -1.085620        40.35
2023-04-06 23:35:17.349  -0.917426        40.35
