               data_ora        rad  temperatura
2023-04-07 00:29:26.380  61.701151        40.38
2023-04-07 00:29:26.588  61.297486        40.38
2023-04-07 00:29:26.795  62.306649        40.38
2023-04-07 00:29:27.005  60.675168        40.38
2023-04-07 00:29:27.213  60.809723        40.38
2023-04-07 00:29:27.422  60.809723        40.38
2023-04-07 00:29:27.630  60.473336        40.38
2023-04-07 00:29:27.837  59.161424        40.38
2023-04-07 00:29:28.053  59.682825        40.38
2023-04-07 00:29:28.271  59.531450        40.38
2023-04-07 00:29:28.479  59.649186        40.38
2023-04-07 00:29:28.654  59.766922        40.38
2023-04-07 00:29:28.852  57.748595        40.38
2023-04-07 00:29:29.055  55.999379        40.38
2023-04-07 00:29:29.263  54.653828        40.38
2023-04-07 00:29:29.471  51.626338        40.38
2023-04-07 00:29:29.679  47.556047        40.38
2023-04-07 00:29:29.887  41.433790        40.38
2023-04-07 00:29:30.095  33.932344        40.38
2023-04-07 00:29:30.303  25.169443        40.38
2023-04-07 00:29:30.510  15.599212        40.38
2023-04-07 00:29:30.720   6.163536        40.38
2023-04-07 00:29:30.928  -2.145241        40.38
2023-04-07 00:29:31.136  -8.116123        40.38
2023-04-07 00:29:31.343 -10.824044        40.38
2023-04-07 00:29:31.553 -10.336282        40.38
2023-04-07 00:29:31.761  -7.527445        40.38
2023-04-07 00:29:31.968  -2.077963        40.38
2023-04-07 00:29:32.186   3.943377        40.38
2023-04-07 00:29:32.401  10.149731        40.38
2023-04-07 00:29:32.609  14.371397        40.38
2023-04-07 00:29:32.770  16.995221        40.38
2023-04-07 00:29:32.978  16.995221        40.38
2023-04-07 00:29:33.186  14.825520        40.38
2023-04-07 00:29:33.394  10.267466        40.38
2023-04-07 00:29:33.603   4.363862        40.38
2023-04-07 00:29:33.810  -2.094783        40.38
2023-04-07 00:29:34.018  -7.308793        40.38
2023-04-07 00:29:34.226 -12.085498        40.38
2023-04-07 00:29:34.433 -15.112988        40.38
2023-04-07 00:29:34.643 -16.088512        40.38
2023-04-07 00:29:34.850 -15.516653        40.38
2023-04-07 00:29:35.059 -13.986089        40.38
2023-04-07 00:29:35.268 -12.741455        40.38
2023-04-07 00:29:35.476 -12.068679        40.38
2023-04-07 00:29:35.684 -12.690996        40.38
2023-04-07 00:29:35.891 -14.490671        40.38
2023-04-07 00:29:36.104 -16.963121        40.38
2023-04-07 00:29:36.322 -19.233738        40.38
2023-04-07 00:29:36.533 -21.588452        40.38
2023-04-07 00:29:36.693 -21.537994        40.38
2023-04-07 00:29:36.901 -19.401932        40.38
2023-04-07 00:29:37.109 -15.398918        40.38
2023-04-07 00:29:37.317  -9.058009        40.38
2023-04-07 00:29:37.526  -2.532087        40.38
2023-04-07 00:29:37.734   3.489254        40.38
2023-04-07 00:29:37.942   9.174206        40.38
2023-04-07 00:29:38.150  12.521264        40.38
2023-04-07 00:29:38.353  13.429511        40.38
2023-04-07 00:29:38.567  12.252154        40.38
2023-04-07 00:29:38.775   8.669625        40.38
2023-04-07 00:29:38.983   3.590170        40.38
2023-04-07 00:29:39.190  -2.128422        40.38
2023-04-07 00:29:39.400  -6.787392        40.38
2023-04-07 00:29:39.608 -10.302643        40.38
2023-04-07 00:29:39.816 -11.395904        40.38
2023-04-07 00:29:40.024 -10.016714        40.38
2023-04-07 00:29:40.244  -7.376070        40.38
2023-04-07 00:29:40.455  -2.918933        40.38
2023-04-07 00:29:40.617   2.463271        40.38
2023-04-07 00:29:40.825   6.903589        40.38
2023-04-07 00:29:41.033  10.587035        40.38
2023-04-07 00:29:41.240  12.655819        40.38
2023-04-07 00:29:41.448  13.143582        40.38
2023-04-07 00:29:41.657  12.201696        40.38
2023-04-07 00:29:41.866   9.712427        40.38
2023-04-07 00:29:42.074   5.658955        40.38
2023-04-07 00:29:42.273   1.269095        40.38
2023-04-07 00:29:42.486  -3.070307        40.38
2023-04-07 00:29:42.699  -7.746097        40.38
2023-04-07 00:29:42.907 -12.236873        40.38
2023-04-07 00:29:43.114 -15.516653        40.38
2023-04-07 00:29:43.323 -18.661879        40.38
2023-04-07 00:29:43.531 -19.940152        40.35
2023-04-07 00:29:43.740 -20.108346        40.35
2023-04-07 00:29:43.945 -19.755139        40.35
2023-04-07 00:29:44.160 -18.510504        40.35
2023-04-07 00:29:44.379 -16.323984        40.35
2023-04-07 00:29:44.539 -14.305658        40.35
2023-04-07 00:29:44.747 -12.102318        40.35
2023-04-07 00:29:44.956  -9.814881        40.35
2023-04-07 00:29:45.164  -8.233859        40.35
2023-04-07 00:29:45.372  -7.291973        40.35
2023-04-07 00:29:45.581  -7.359251        40.35
2023-04-07 00:29:45.786  -7.762916        40.35
2023-04-07 00:29:45.993  -8.301136        40.35
2023-04-07 00:29:46.193  -9.798062        40.35
2023-04-07 00:29:46.404 -12.186415        40.35
2023-04-07 00:29:46.621 -14.356116        40.35
2023-04-07 00:29:46.830 -16.593094        40.38
2023-04-07 00:29:47.038 -18.880531        40.35
2023-04-07 00:29:47.246 -20.461553        40.38
2023-04-07 00:29:47.454 -22.126672        40.35
2023-04-07 00:29:47.662 -23.102197        40.35
2023-04-07 00:29:47.871 -23.791792        40.35
2023-04-07 00:29:48.082 -23.892708        40.35
2023-04-07 00:29:48.301 -24.128179        40.38
2023-04-07 00:29:48.464 -23.909527        40.38
2023-04-07 00:29:48.671 -23.724514        40.38
2023-04-07 00:29:48.881 -23.556320        40.38
2023-04-07 00:29:49.087 -23.337668        40.38
2023-04-07 00:29:49.292 -23.119016        40.38
2023-04-07 00:29:49.503 -22.732170        40.38
2023-04-07 00:29:49.728 -22.362144        40.38
2023-04-07 00:29:49.919 -21.908020        40.38
2023-04-07 00:29:50.116 -21.167967        40.38
2023-04-07 00:29:50.327 -20.579289        40.38
2023-04-07 00:29:50.545 -19.183280        40.38
2023-04-07 00:29:50.753 -18.039561        40.38
2023-04-07 00:29:50.961 -16.508997        40.38
2023-04-07 00:29:51.169 -14.524310        40.38
2023-04-07 00:29:51.377 -12.556441        40.38
2023-04-07 00:29:51.586 -10.924961        40.38
2023-04-07 00:29:51.793  -9.579410        40.38
2023-04-07 00:29:52.002  -8.772079        40.38
2023-04-07 00:29:52.224  -8.772079        40.38
2023-04-07 00:29:52.387  -9.360758        40.38
2023-04-07 00:29:52.595 -10.100811        40.38
2023-04-07 00:29:52.803 -11.883666        40.38
2023-04-07 00:29:53.011 -13.431049        40.38
2023-04-07 00:29:53.219 -15.533473        40.38
2023-04-07 00:29:53.428 -17.585438        40.38
2023-04-07 00:29:53.636 -19.721500        40.38
2023-04-07 00:29:53.837 -21.083870        40.38
2023-04-07 00:29:54.036 -22.059395        40.38
2023-04-07 00:29:54.248 -23.219932        40.38
2023-04-07 00:29:54.466 -23.404946        40.35
2023-04-07 00:29:54.677 -24.044082        40.35
2023-04-07 00:29:54.885 -24.128179        40.35
2023-04-07 00:29:55.093 -24.313193        40.35
2023-04-07 00:29:55.301 -24.245915        40.35
2023-04-07 00:29:55.509 -24.144999        40.35
2023-04-07 00:29:55.718 -24.178637        40.35
2023-04-07 00:29:55.926 -24.700038        40.35
2023-04-07 00:29:56.142 -24.397290        40.35
2023-04-07 00:29:56.311 -24.346831        40.35
2023-04-07 00:29:56.518 -23.993624        40.35
2023-04-07 00:29:56.726 -23.152655        40.35
2023-04-07 00:29:56.951 -22.160311        40.35
2023-04-07 00:29:57.159 -20.663386        40.35
2023-04-07 00:29:57.351 -18.880531        40.35
2023-04-07 00:29:57.557 -17.316328        40.35
2023-04-07 00:29:57.757 -15.348459        40.35
2023-04-07 00:29:57.959 -14.204741        40.35
2023-04-07 00:29:58.167 -13.481508        40.35
2023-04-07 00:29:58.385 -13.178759        40.35
2023-04-07 00:29:58.600 -13.229217        40.35
2023-04-07 00:29:58.816 -14.305658        40.35
2023-04-07 00:29:59.016 -15.533473        40.35
2023-04-07 00:29:59.224 -17.501341        40.35
2023-04-07 00:29:59.432 -19.553306        40.35
2023-04-07 00:29:59.641 -21.302522        40.35
2023-04-07 00:29:59.848 -23.001280        40.35
2023-04-07 00:30:00.054 -23.993624        40.35
2023-04-07 00:30:00.233 -24.296373        40.35
2023-04-07 00:30:00.442 -23.892708        40.35
2023-04-07 00:30:00.650 -23.505862        40.35
2023-04-07 00:30:00.858 -21.891201        40.35
2023-04-07 00:30:01.066 -20.747483        40.35
2023-04-07 00:30:01.273 -19.687861        40.32
2023-04-07 00:30:01.478 -18.897350        40.32
2023-04-07 00:30:01.678 -18.577782        40.32
2023-04-07 00:30:01.882 -18.645059        40.32
2023-04-07 00:30:02.091 -19.301015        40.32
2023-04-07 00:30:02.305 -20.276540        40.32
2023-04-07 00:30:02.523 -21.504355        40.32
2023-04-07 00:30:02.732 -22.648073        40.32
2023-04-07 00:30:02.940 -23.808611        40.32
2023-04-07 00:30:03.148 -23.892708        40.32
2023-04-07 00:30:03.356 -23.774972        40.32
2023-04-07 00:30:03.564 -23.135836        40.32
2023-04-07 00:30:03.771 -22.446241        40.32
2023-04-07 00:30:03.979 -21.723007        40.32
2023-04-07 00:30:04.157 -20.781121        40.32
2023-04-07 00:30:04.365 -20.141985        40.32
2023-04-07 00:30:04.573 -20.125165        40.32
2023-04-07 00:30:04.781 -20.562469        40.32
2023-04-07 00:30:04.990 -20.865218        40.32
2023-04-07 00:30:05.198 -21.790285        40.32
2023-04-07 00:30:05.402 -22.261227        40.32
2023-04-07 00:30:05.614 -23.253571        40.32
2023-04-07 00:30:05.822 -23.657237        40.32
2023-04-07 00:30:06.014 -23.959985        40.32
2023-04-07 00:30:06.223 -24.044082        40.32
2023-04-07 00:30:06.440 -23.825430        40.32
2023-04-07 00:30:06.655 -23.421765        40.32
2023-04-07 00:30:06.863 -23.219932        40.32
2023-04-07 00:30:07.071 -22.984461        40.32
2023-04-07 00:30:07.280 -22.496699        40.32
2023-04-07 00:30:07.487 -22.580796        40.32
2023-04-07 00:30:07.696 -22.227589        40.32
2023-04-07 00:30:07.904 -22.816267        40.35
2023-04-07 00:30:08.080 -23.203113        40.35
2023-04-07 00:30:08.289 -23.438584        40.35
2023-04-07 00:30:08.497 -23.589959        40.35
2023-04-07 00:30:08.704 -24.414109        40.35
2023-04-07 00:30:08.913 -24.800955        40.35
2023-04-07 00:30:09.121 -25.322356        40.35
2023-04-07 00:30:09.322 -25.524188        40.35
2023-04-07 00:30:09.522 -25.726021        40.35
2023-04-07 00:30:09.729 -25.608285        40.35
2023-04-07 00:30:09.938 -25.709202        40.35
2023-04-07 00:30:10.146 -25.709202        40.35
2023-04-07 00:30:10.360 -25.524188        40.35
2023-04-07 00:30:10.579 -25.271898        40.35
2023-04-07 00:30:10.787 -25.120523        40.35
2023-04-07 00:30:10.995 -24.885052        40.35
2023-04-07 00:30:11.204 -24.952329        40.35
2023-04-07 00:30:11.411 -24.800955        40.35
2023-04-07 00:30:11.620 -24.885052        40.35
2023-04-07 00:30:11.827 -24.666400        40.35
2023-04-07 00:30:12.003 -25.086884        40.35
2023-04-07 00:30:12.212 -25.221439        40.32
2023-04-07 00:30:12.421 -25.221439        40.32
2023-04-07 00:30:12.627 -25.389633        40.32
2023-04-07 00:30:12.837 -25.473730        40.35
2023-04-07 00:30:13.041 -25.490550        40.35
2023-04-07 00:30:13.241 -25.440091        40.35
2023-04-07 00:30:13.445 -25.843757        40.32
2023-04-07 00:30:13.653 -25.692382        40.35
2023-04-07 00:30:13.860 -25.826937        40.35
2023-04-07 00:30:14.069 -25.759660        40.35
2023-04-07 00:30:14.276 -25.810118        40.32
2023-04-07 00:30:14.493 -25.860576        40.32
2023-04-07 00:30:14.710 -25.810118        40.32
2023-04-07 00:30:14.918 -25.658744        40.32
2023-04-07 00:30:15.126 -25.440091        40.32
2023-04-07 00:30:15.335 -25.608285        40.32
2023-04-07 00:30:15.544 -25.238259        40.32
2023-04-07 00:30:15.766 -25.255078        40.32
2023-04-07 00:30:15.943 -25.086884        40.32
2023-04-07 00:30:16.151 -25.305536        40.32
2023-04-07 00:30:16.343 -25.406453        40.32
2023-04-07 00:30:16.552 -25.372814        40.32
2023-04-07 00:30:16.760 -25.137343        40.32
2023-04-07 00:30:16.962 -25.086884        40.32
2023-04-07 00:30:17.160 -24.952329        40.32
2023-04-07 00:30:17.369 -24.279554        40.32
2023-04-07 00:30:17.576 -24.111360        40.32
2023-04-07 00:30:17.786 -23.859069        40.35
2023-04-07 00:30:17.994 -23.455404        40.35
2023-04-07 00:30:18.201 -23.236752        40.35
2023-04-07 00:30:18.419 -23.034919        40.35
2023-04-07 00:30:18.634 -22.816267        40.35
2023-04-07 00:30:18.842 -23.119016        40.35
2023-04-07 00:30:19.051 -23.354488        40.35
2023-04-07 00:30:19.259 -23.690875        40.32
2023-04-07 00:30:19.467 -24.027263        40.32
2023-04-07 00:30:19.675 -24.548664        40.32
2023-04-07 00:30:19.852 -24.548664        40.32
2023-04-07 00:30:20.060 -24.750497        40.32
2023-04-07 00:30:20.267 -24.363651        40.35
2023-04-07 00:30:20.476 -24.599122        40.32
2023-04-07 00:30:20.684 -24.498206        40.32
2023-04-07 00:30:20.883 -24.430928        40.32
2023-04-07 00:30:21.085 -24.044082        40.32
2023-04-07 00:30:21.293 -24.212276        40.32
2023-04-07 00:30:21.501 -23.993624        40.32
2023-04-07 00:30:21.709 -24.144999        40.32
2023-04-07 00:30:21.917 -24.313193        40.32
2023-04-07 00:30:22.125 -24.397290        40.35
2023-04-07 00:30:22.337 -24.515025        40.35
2023-04-07 00:30:22.555 -24.582303        40.32
2023-04-07 00:30:22.766 -24.716858        40.32
2023-04-07 00:30:22.973 -24.548664        40.32
2023-04-07 00:30:23.181 -24.380470        40.32
2023-04-07 00:30:23.391 -24.195457        40.32
2023-04-07 00:30:23.599 -24.077721        40.35
2023-04-07 00:30:23.775 -24.060902        40.35
2023-04-07 00:30:23.983 -23.892708        40.35
2023-04-07 00:30:24.191 -23.741333        40.35
2023-04-07 00:30:24.399 -23.842250        40.35
2023-04-07 00:30:24.605 -23.943166        40.35
2023-04-07 00:30:24.805 -24.279554        40.35
2023-04-07 00:30:25.007 -24.313193        40.35
2023-04-07 00:30:25.216 -24.716858        40.35
2023-04-07 00:30:25.424 -24.784135        40.35
2023-04-07 00:30:25.632 -25.322356        40.35
2023-04-07 00:30:25.840 -25.187801        40.35
2023-04-07 00:30:26.048 -25.238259        40.35
2023-04-07 00:30:26.256 -25.541008        40.35
2023-04-07 00:30:26.474 -25.507369        40.35
2023-04-07 00:30:26.689 -25.641924        40.32
2023-04-07 00:30:26.912 -25.557827        40.35
2023-04-07 00:30:27.121 -25.473730        40.32
2023-04-07 00:30:27.329 -25.221439        40.35
2023-04-07 00:30:27.522 -25.070065        40.35
2023-04-07 00:30:27.698 -25.187801        40.35
2023-04-07 00:30:27.914 -25.389633        40.35
2023-04-07 00:30:28.114 -25.339175        40.35
2023-04-07 00:30:28.322 -25.187801        40.35
2023-04-07 00:30:28.525 -25.002787        40.35
2023-04-07 00:30:28.722 -24.716858        40.35
2023-04-07 00:30:28.930 -24.885052        40.35
2023-04-07 00:30:29.139 -25.036426        40.35
2023-04-07 00:30:29.348 -24.918691        40.35
2023-04-07 00:30:29.555 -24.952329        40.35
2023-04-07 00:30:29.763 -24.969149        40.35
2023-04-07 00:30:29.971 -25.053246        40.35
2023-04-07 00:30:30.180 -24.985968        40.35
2023-04-07 00:30:30.398 -25.137343        40.35
2023-04-07 00:30:30.612 -25.238259        40.35
2023-04-07 00:30:30.821 -25.406453        40.35
2023-04-07 00:30:31.029 -25.372814        40.35
2023-04-07 00:30:31.237 -25.675563        40.35
2023-04-07 00:30:31.446 -25.524188        40.35
2023-04-07 00:30:31.621 -25.524188        40.35
2023-04-07 00:30:31.830 -26.045589        40.35
2023-04-07 00:30:32.038 -25.860576        40.35
2023-04-07 00:30:32.246 -26.196964        40.35
2023-04-07 00:30:32.445 -25.726021        40.35
2023-04-07 00:30:32.647 -25.658744        40.35
2023-04-07 00:30:32.855 -25.709202        40.35
2023-04-07 00:30:33.063 -25.776479        40.35
2023-04-07 00:30:33.271 -25.658744        40.35
2023-04-07 00:30:33.477 -25.709202        40.35
2023-04-07 00:30:33.687 -25.641924        40.35
2023-04-07 00:30:33.894 -25.759660        40.35
2023-04-07 00:30:34.104 -25.675563        40.35
2023-04-07 00:30:34.312 -25.574647        40.35
2023-04-07 00:30:34.530 -25.440091        40.35
2023-04-07 00:30:34.743 -25.456911        40.35
2023-04-07 00:30:34.952 -25.658744        40.35
2023-04-07 00:30:35.161 -25.692382        40.35
2023-04-07 00:30:35.369 -25.507369        40.35
2023-04-07 00:30:35.578 -25.709202        40.35
2023-04-07 00:30:35.754 -25.288717        40.35
2023-04-07 00:30:35.962 -25.709202        40.35
2023-04-07 00:30:36.167 -25.591466        40.35
2023-04-07 00:30:36.366 -25.456911        40.35
2023-04-07 00:30:36.570 -25.490550        40.35
2023-04-07 00:30:36.778 -25.221439        40.35
2023-04-07 00:30:36.987 -25.423272        40.35
2023-04-07 00:30:37.195 -25.204620        40.35
2023-04-07 00:30:37.402 -25.339175        40.35
2023-04-07 00:30:37.612 -25.204620        40.35
2023-04-07 00:30:37.820 -25.406453        40.35
2023-04-07 00:30:38.029 -25.238259        40.35
2023-04-07 00:30:38.251 -25.355995        40.35
2023-04-07 00:30:38.460 -25.355995        40.35
2023-04-07 00:30:38.665 -25.238259        40.35
2023-04-07 00:30:38.876 -25.574647        40.35
2023-04-07 00:30:39.085 -25.221439        40.35
2023-04-07 00:30:39.293 -25.591466        40.35
2023-04-07 00:30:39.500 -25.339175        40.35
2023-04-07 00:30:39.676 -25.473730        40.35
2023-04-07 00:30:39.885 -25.692382        40.35
2023-04-07 00:30:40.087 -25.658744        40.35
2023-04-07 00:30:40.285 -25.524188        40.35
2023-04-07 00:30:40.493 -25.625105        40.35
2023-04-07 00:30:40.701 -25.372814        40.35
2023-04-07 00:30:40.910 -25.187801        40.35
2023-04-07 00:30:41.118 -25.608285        40.35
2023-04-07 00:30:41.326 -25.524188        40.35
2023-04-07 00:30:41.534 -25.557827        40.35
2023-04-07 00:30:41.743 -25.625105        40.35
2023-04-07 00:30:41.951 -25.557827        40.35
2023-04-07 00:30:42.159 -25.322356        40.35
2023-04-07 00:30:42.367 -25.339175        40.35
2023-04-07 00:30:42.584 -25.255078        40.35
2023-04-07 00:30:42.799 -25.557827        40.35
2023-04-07 00:30:43.008 -25.473730        40.35
2023-04-07 00:30:43.216 -25.204620        40.35
2023-04-07 00:30:43.423 -25.204620        40.35
2023-04-07 00:30:43.600 -25.524188        40.35
2023-04-07 00:30:43.808 -25.372814        40.35
2023-04-07 00:30:44.007 -25.776479        40.35
2023-04-07 00:30:44.209 -25.053246        40.35
2023-04-07 00:30:44.417 -25.389633        40.35
2023-04-07 00:30:44.625 -25.204620        40.35
2023-04-07 00:30:44.833 -25.322356        40.35
2023-04-07 00:30:45.042 -25.389633        40.32
2023-04-07 00:30:45.250 -25.271898        40.32
2023-04-07 00:30:45.459 -25.154162        40.32
2023-04-07 00:30:45.666 -25.187801        40.32
2023-04-07 00:30:45.874 -25.339175        40.32
2023-04-07 00:30:46.083 -25.372814        40.32
2023-04-07 00:30:46.291 -25.355995        40.32
2023-04-07 00:30:46.507 -25.271898        40.32
2023-04-07 00:30:46.723 -25.137343        40.32
2023-04-07 00:30:46.931 -24.985968        40.32
2023-04-07 00:30:47.140 -25.103704        40.32
2023-04-07 00:30:47.348 -24.952329        40.32
2023-04-07 00:30:47.523 -24.885052        40.32
2023-04-07 00:30:47.729 -24.750497        40.32
2023-04-07 00:30:47.928 -24.683219        40.32
2023-04-07 00:30:48.133 -25.086884        40.32
2023-04-07 00:30:48.341 -25.002787        40.32
2023-04-07 00:30:48.549 -24.800955        40.32
2023-04-07 00:30:48.757 -24.733677        40.32
2023-04-07 00:30:48.965 -24.901871        40.35
2023-04-07 00:30:49.173 -24.901871        40.35
2023-04-07 00:30:49.398 -24.750497        40.35
2023-04-07 00:30:49.591 -24.868232        40.35
2023-04-07 00:30:49.798 -25.170981        40.35
2023-04-07 00:30:50.007 -24.868232        40.35
2023-04-07 00:30:50.215 -24.582303        40.35
2023-04-07 00:30:50.424 -24.868232        40.35
2023-04-07 00:30:50.641 -24.632761        40.32
2023-04-07 00:30:50.855 -24.716858        40.32
2023-04-07 00:30:51.064 -24.885052        40.32
2023-04-07 00:30:51.271 -24.481386        40.32
2023-04-07 00:30:51.449 -24.632761        40.32
2023-04-07 00:30:51.650 -24.632761        40.35
2023-04-07 00:30:51.848 -24.330012        40.35
2023-04-07 00:30:52.057 -24.245915        40.35
2023-04-07 00:30:52.264 -23.859069        40.35
2023-04-07 00:30:52.473 -24.279554        40.35
2023-04-07 00:30:52.682 -24.094541        40.35
2023-04-07 00:30:52.890 -24.027263        40.35
2023-04-07 00:30:53.098 -23.640417        40.35
2023-04-07 00:30:53.305 -23.825430        40.35
2023-04-07 00:30:53.515 -24.027263        40.35
2023-04-07 00:30:53.721 -23.472223        40.35
2023-04-07 00:30:53.930 -24.212276        40.35
2023-04-07 00:30:54.137 -24.330012        40.35
2023-04-07 00:30:54.341 -24.515025        40.35
2023-04-07 00:30:54.566 -24.414109        40.35
2023-04-07 00:30:54.778 -24.733677        40.35
2023-04-07 00:30:54.986 -24.716858        40.35
2023-04-07 00:30:55.194 -24.834594        40.35
2023-04-07 00:30:55.371 -25.086884        40.35
2023-04-07 00:30:55.572 -24.700038        40.35
2023-04-07 00:30:55.771 -25.154162        40.35
2023-04-07 00:30:55.980 -25.255078        40.35
2023-04-07 00:30:56.188 -25.053246        40.35
2023-04-07 00:30:56.396 -25.255078        40.35
2023-04-07 00:30:56.604 -25.086884        40.35
2023-04-07 00:30:56.812 -25.238259        40.35
2023-04-07 00:30:57.020 -25.406453        40.35
2023-04-07 00:30:57.228 -25.339175        40.35
2023-04-07 00:30:57.436 -25.507369        40.35
2023-04-07 00:30:57.645 -25.524188        40.35
2023-04-07 00:30:57.853 -25.709202        40.35
2023-04-07 00:30:58.061 -25.574647        40.35
2023-04-07 00:30:58.273 -25.473730        40.35
2023-04-07 00:30:58.491 -25.305536        40.35
2023-04-07 00:30:58.718 -25.524188        40.35
2023-04-07 00:30:58.926 -25.322356        40.35
2023-04-07 00:30:59.086 -24.985968        40.35
2023-04-07 00:30:59.294 -25.019607        40.35
2023-04-07 00:30:59.493 -24.784135        40.35
2023-04-07 00:30:59.695 -24.918691        40.35
2023-04-07 00:30:59.903 -25.036426        40.35
2023-04-07 00:31:00.109 -24.901871        40.35
2023-04-07 00:31:00.320 -24.800955        40.35
2023-04-07 00:31:00.528 -24.599122        40.35
2023-04-07 00:31:00.736 -24.548664        40.35
2023-04-07 00:31:00.944 -24.834594        40.35
2023-04-07 00:31:01.152 -24.615942        40.35
2023-04-07 00:31:01.360 -24.615942        40.35
2023-04-07 00:31:01.569 -24.851413        40.35
2023-04-07 00:31:01.777 -24.582303        40.35
2023-04-07 00:31:01.984 -24.817774        40.35
2023-04-07 00:31:02.197 -24.582303        40.35
2023-04-07 00:31:02.415 -24.582303        40.35
2023-04-07 00:31:02.626 -24.733677        40.35
2023-04-07 00:31:02.834 -25.103704        40.35
2023-04-07 00:31:03.010 -24.784135        40.35
2023-04-07 00:31:03.216 -24.834594        40.35
2023-04-07 00:31:03.415 -24.952329        40.35
2023-04-07 00:31:03.618 -24.716858        40.35
2023-04-07 00:31:03.825 -24.918691        40.35
2023-04-07 00:31:04.034 -25.187801        40.35
2023-04-07 00:31:04.243 -25.187801        40.35
2023-04-07 00:31:04.451 -25.204620        40.35
2023-04-07 00:31:04.659 -25.103704        40.35
2023-04-07 00:31:04.867 -25.322356        40.35
2023-04-07 00:31:05.076 -25.490550        40.35
2023-04-07 00:31:05.284 -25.389633        40.35
2023-04-07 00:31:05.492 -25.070065        40.35
2023-04-07 00:31:05.700 -25.423272        40.35
2023-04-07 00:31:05.908 -25.355995        40.35
2023-04-07 00:31:06.117 -25.675563        40.35
2023-04-07 00:31:06.333 -25.406453        40.35
2023-04-07 00:31:06.550 -25.692382        40.35
2023-04-07 00:31:06.758 -25.456911        40.35
2023-04-07 00:31:06.966 -25.692382        40.35
2023-04-07 00:31:07.137 -25.709202        40.35
2023-04-07 00:31:07.335 -25.810118        40.35
2023-04-07 00:31:07.542 -25.793299        40.35
2023-04-07 00:31:07.750 -25.726021        40.35
2023-04-07 00:31:07.958 -25.608285        40.35
2023-04-07 00:31:08.166 -25.524188        40.35
2023-04-07 00:31:08.374 -25.591466        40.35
2023-04-07 00:31:08.582 -25.591466        40.35
2023-04-07 00:31:08.799 -25.675563        40.35
2023-04-07 00:31:08.999 -25.456911        40.35
2023-04-07 00:31:09.207 -25.692382        40.35
2023-04-07 00:31:09.416 -25.793299        40.35
2023-04-07 00:31:09.624 -25.709202        40.35
2023-04-07 00:31:09.831 -25.524188        40.35
2023-04-07 00:31:10.056 -25.608285        40.35
2023-04-07 00:31:10.264 -25.927854        40.35
2023-04-07 00:31:10.472 -25.524188        40.35
2023-04-07 00:31:10.681 -25.641924        40.35
2023-04-07 00:31:10.889 -25.625105        40.35
2023-04-07 00:31:11.058 -25.524188        40.32
2023-04-07 00:31:11.257 -25.591466        40.32
2023-04-07 00:31:11.466 -25.574647        40.32
2023-04-07 00:31:11.674 -25.238259        40.32
2023-04-07 00:31:11.881 -25.238259        40.32
2023-04-07 00:31:12.090 -25.187801        40.32
2023-04-07 00:31:12.297 -25.406453        40.32
2023-04-07 00:31:12.505 -25.372814        40.32
2023-04-07 00:31:12.715 -25.070065        40.32
2023-04-07 00:31:12.923 -25.070065        40.32
2023-04-07 00:31:13.131 -24.918691        40.32
2023-04-07 00:31:13.339 -24.800955        40.32
2023-04-07 00:31:13.546 -24.935510        40.32
2023-04-07 00:31:13.755 -25.154162        40.32
2023-04-07 00:31:13.962 -24.901871        40.32
2023-04-07 00:31:14.171 -25.086884        40.32
2023-04-07 00:31:14.386 -25.204620        40.32
2023-04-07 00:31:14.604 -25.053246        40.32
2023-04-07 00:31:14.812 -25.086884        40.32
2023-04-07 00:31:14.979 -25.355995        40.32
2023-04-07 00:31:15.181 -25.322356        40.32
2023-04-07 00:31:15.389 -25.456911        40.32
2023-04-07 00:31:15.597 -25.692382        40.32
2023-04-07 00:31:15.804 -25.389633        40.32
2023-04-07 00:31:16.013 -25.625105        40.32
2023-04-07 00:31:16.222 -25.305536        40.32
2023-04-07 00:31:16.429 -25.507369        40.32
2023-04-07 00:31:16.638 -25.625105        40.32
2023-04-07 00:31:16.846 -25.759660        40.32
2023-04-07 00:31:17.055 -25.759660        40.32
2023-04-07 00:31:17.263 -25.625105        40.32
2023-04-07 00:31:17.471 -25.860576        40.32
2023-04-07 00:31:17.679 -25.709202        40.32
2023-04-07 00:31:17.888 -25.843757        40.32
2023-04-07 00:31:18.095 -26.045589        40.32
2023-04-07 00:31:18.308 -25.877396        40.32
2023-04-07 00:31:18.527 -25.927854        40.32
2023-04-07 00:31:18.736 -25.826937        40.32
2023-04-07 00:31:18.900 -25.843757        40.32
2023-04-07 00:31:19.104 -26.028770        40.32
2023-04-07 00:31:19.313 -26.079228        40.32
2023-04-07 00:31:19.521 -26.314700        40.32
2023-04-07 00:31:19.729 -26.264241        40.32
2023-04-07 00:31:19.937 -26.247422        40.32
2023-04-07 00:31:20.145 -26.096048        40.32
2023-04-07 00:31:20.354 -25.961492        40.32
2023-04-07 00:31:20.561 -25.776479        40.32
2023-04-07 00:31:20.766 -25.961492        40.32
2023-04-07 00:31:20.978 -25.793299        40.32
2023-04-07 00:31:21.187 -25.877396        40.32
2023-04-07 00:31:21.395 -25.961492        40.32
2023-04-07 00:31:21.603 -25.793299        40.32
2023-04-07 00:31:21.811 -25.557827        40.32
2023-04-07 00:31:22.019 -25.591466        40.32
