data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:00:29.090;3883;40.26;50;;media;dev std
2023-03-01 03:00:29.308;3862;40.26;50;;3893,92822;56,99847836
2023-03-01 03:00:29.511;3905;40.26;50;;;
2023-03-01 03:00:29.715;3900;40.26;50;;;
2023-03-01 03:00:29.918;3880;40.26;50;;;
2023-03-01 03:00:30.136;3886;40.26;50;;;
2023-03-01 03:00:30.339;3886;40.26;50;;;
2023-03-01 03:00:30.543;3876;40.26;50;;;
2023-03-01 03:00:30.761;3881;40.26;50;;;
2023-03-01 03:00:30.964;3898;40.26;50;;;
2023-03-01 03:00:31.168;3886;40.26;50;;;
2023-03-01 03:00:31.386;3882;40.26;50;;;
2023-03-01 03:00:31.589;3877;40.26;50;;;
2023-03-01 03:00:31.808;3880;40.29;50;;;
2023-03-01 03:00:32.027;3877;40.29;50;;;
2023-03-01 03:00:32.183;3889;40.29;50;;;
2023-03-01 03:00:32.386;3884;40.29;50;;;
2023-03-01 03:00:32.589;3896;40.29;50;;;
2023-03-01 03:00:32.808;3888;40.29;50;;;
2023-03-01 03:00:33.027;3885;40.29;50;;;
2023-03-01 03:00:33.214;3882;40.29;50;;;
2023-03-01 03:00:33.433;3876;40.29;50;;;
2023-03-01 03:00:33.636;3885;40.29;50;;;
2023-03-01 03:00:33.839;3865;40.29;50;;;
2023-03-01 03:00:34.058;3885;40.29;50;;;
2023-03-01 03:00:34.261;3908;40.29;50;;;
2023-03-01 03:00:34.464;3884;40.29;50;;;
2023-03-01 03:00:34.683;3891;40.29;50;;;
2023-03-01 03:00:34.886;3876;40.29;50;;;
2023-03-01 03:00:35.105;3862;40.29;50;;;
2023-03-01 03:00:35.308;3860;40.29;50;;;
2023-03-01 03:00:35.511;3876;40.29;50;;;
2023-03-01 03:00:35.730;3863;40.32;50;;;
2023-03-01 03:00:35.949;3887;40.32;50;;;
2023-03-01 03:00:36.105;3867;40.32;50;;;
2023-03-01 03:00:36.308;3858;40.32;50;;;
2023-03-01 03:00:36.527;3873;40.32;50;;;
2023-03-01 03:00:36.730;3878;40.32;50;;;
2023-03-01 03:00:36.933;3865;40.32;50;;;
2023-03-01 03:00:37.152;3864;40.32;50;;;
2023-03-01 03:00:37.355;3851;40.32;50;;;
2023-03-01 03:00:37.558;3872;40.32;50;;;
2023-03-01 03:00:37.745;3864;40.32;50;;;
2023-03-01 03:00:37.964;3868;40.32;50;;;
2023-03-01 03:00:38.183;3868;40.32;50;;;
2023-03-01 03:00:38.402;3874;40.32;50;;;
2023-03-01 03:00:38.605;3870;40.32;50;;;
2023-03-01 03:00:38.808;3855;40.32;50;;;
2023-03-01 03:00:39.011;3878;40.32;50;;;
2023-03-01 03:00:39.230;3880;40.32;50;;;
2023-03-01 03:00:39.433;3853;40.32;50;;;
2023-03-01 03:00:39.651;3876;40.35;50;;;
2023-03-01 03:00:39.855;3852;40.35;50;;;
2023-03-01 03:00:40.027;3867;40.35;50;;;
2023-03-01 03:00:40.245;3878;40.35;50;;;
2023-03-01 03:00:40.448;3879;40.35;50;;;
2023-03-01 03:00:40.651;3877;40.35;50;;;
2023-03-01 03:00:40.855;3872;40.35;50;;;
2023-03-01 03:00:41.073;3892;40.35;50;;;
2023-03-01 03:00:41.276;3885;40.35;50;;;
2023-03-01 03:00:41.480;3881;40.35;50;;;
2023-03-01 03:00:41.683;3866;40.35;50;;;
2023-03-01 03:00:41.886;3875;40.35;50;;;
