data_ora,rad,temperatura,elevazione
2023-03-01 03:40:02.189,4600,40.32,25
2023-03-01 03:40:02.392,4586,40.32,25
2023-03-01 03:40:02.595,4616,40.32,25
2023-03-01 03:40:02.814,4615,40.32,25
2023-03-01 03:40:03.017,4608,40.32,25
2023-03-01 03:40:03.235,4601,40.32,25
2023-03-01 03:40:03.439,4600,40.32,25
2023-03-01 03:40:03.642,4621,40.32,25
2023-03-01 03:40:03.860,4614,40.32,25
2023-03-01 03:40:04.063,4621,40.32,25
2023-03-01 03:40:04.267,4632,40.32,25
2023-03-01 03:40:04.470,4625,40.32,25
2023-03-01 03:40:04.688,4629,40.32,25
2023-03-01 03:40:04.907,4639,40.32,25
2023-03-01 03:40:05.110,4649,40.32,25
2023-03-01 03:40:05.282,4645,40.32,25
2023-03-01 03:40:05.485,4632,40.32,25
2023-03-01 03:40:05.704,4627,40.32,25
2023-03-01 03:40:05.907,4639,40.32,25
2023-03-01 03:40:06.110,4655,40.32,25
2023-03-01 03:40:06.329,4635,40.32,25
2023-03-01 03:40:06.532,4635,40.32,25
2023-03-01 03:40:06.735,4625,40.32,25
2023-03-01 03:40:06.938,4633,40.32,25
2023-03-01 03:40:07.141,4641,40.32,25
2023-03-01 03:40:07.360,4629,40.32,25
2023-03-01 03:40:07.563,4640,40.32,25
2023-03-01 03:40:07.782,4630,40.32,25
2023-03-01 03:40:07.985,4637,40.32,25
2023-03-01 03:40:08.188,4621,40.32,25
2023-03-01 03:40:08.407,4659,40.32,25
2023-03-01 03:40:08.610,4645,40.32,25
2023-03-01 03:40:08.813,4629,40.32,25
2023-03-01 03:40:09.032,4643,40.32,25
2023-03-01 03:40:09.204,4639,40.32,25
2023-03-01 03:40:09.407,4601,40.32,25
2023-03-01 03:40:09.610,4608,40.32,25
2023-03-01 03:40:09.824,4596,40.32,25
2023-03-01 03:40:10.027,4615,40.32,25
2023-03-01 03:40:10.245,4608,40.32,25
2023-03-01 03:40:10.448,4617,40.32,25
2023-03-01 03:40:10.652,4590,40.32,25
2023-03-01 03:40:10.855,4583,40.32,25
2023-03-01 03:40:11.058,4578,40.32,25
2023-03-01 03:40:11.277,4586,40.32,25
2023-03-01 03:40:11.495,4589,40.32,25
2023-03-01 03:40:11.698,4582,40.32,25
2023-03-01 03:40:11.902,4577,40.32,25
2023-03-01 03:40:12.120,4576,40.32,25
2023-03-01 03:40:12.323,4587,40.32,25
2023-03-01 03:40:12.542,4575,40.32,25
2023-03-01 03:40:12.745,4572,40.32,25
2023-03-01 03:40:12.948,4561,40.32,25
2023-03-01 03:40:13.120,4559,40.32,25
2023-03-01 03:40:13.339,4559,40.32,25
2023-03-01 03:40:13.542,4574,40.32,25
2023-03-01 03:40:13.745,4571,40.32,25
2023-03-01 03:40:13.964,4569,40.32,25
2023-03-01 03:40:14.167,4562,40.32,25
2023-03-01 03:40:14.370,4591,40.32,25
2023-03-01 03:40:14.573,4570,40.32,25
2023-03-01 03:40:14.776,4564,40.32,25
2023-03-01 03:40:14.979,4552,40.29,25
2023-03-01 03:40:15.198,4573,40.32,25
2023-03-01 03:40:15.401,4571,40.32,25
2023-03-01 03:40:15.620,4567,40.29,25
2023-03-01 03:40:15.823,4581,40.29,25
2023-03-01 03:40:16.042,4568,40.29,25
2023-03-01 03:40:16.245,4580,40.29,25
2023-03-01 03:40:16.448,4563,40.29,25
2023-03-01 03:40:16.667,4584,40.29,25
2023-03-01 03:40:16.870,4581,40.29,25
2023-03-01 03:40:17.042,4561,40.29,25
2023-03-01 03:40:17.261,4569,40.29,25
2023-03-01 03:40:17.464,4564,40.29,25
2023-03-01 03:40:17.683,4557,40.29,25
2023-03-01 03:40:17.886,4587,40.29,25
2023-03-01 03:40:18.089,4580,40.29,25
2023-03-01 03:40:18.276,4592,40.32,25
2023-03-01 03:40:18.495,4595,40.32,25
2023-03-01 03:40:18.698,4612,40.32,25
2023-03-01 03:40:18.901,4613,40.32,25
2023-03-01 03:40:19.120,4617,40.32,25
2023-03-01 03:40:19.323,4615,40.32,25
2023-03-01 03:40:19.526,4633,40.32,25
2023-03-01 03:40:19.745,4621,40.29,25
2023-03-01 03:40:19.964,4624,40.32,25
2023-03-01 03:40:20.167,4608,40.29,25
2023-03-01 03:40:20.386,4618,40.29,25
2023-03-01 03:40:20.589,4616,40.29,25
2023-03-01 03:40:20.792,4617,40.29,25
2023-03-01 03:40:20.964,4618,40.29,25
2023-03-01 03:40:21.182,4633,40.29,25
2023-03-01 03:40:21.385,4626,40.29,25
2023-03-01 03:40:21.589,4611,40.29,25
2023-03-01 03:40:21.792,4631,40.29,25
2023-03-01 03:40:21.995,4619,40.29,25
2023-03-01 03:40:22.198,4605,40.29,25
2023-03-01 03:40:22.417,4612,40.29,25
2023-03-01 03:40:22.620,4591,40.29,25
2023-03-01 03:40:22.823,4633,40.29,25
2023-03-01 03:40:23.042,4658,40.29,25
2023-03-01 03:40:23.245,4653,40.29,25
2023-03-01 03:40:23.464,4619,40.29,25
2023-03-01 03:40:23.667,4637,40.29,25
2023-03-01 03:40:23.885,4638,40.29,25
2023-03-01 03:40:24.104,4622,40.29,25
2023-03-01 03:40:24.307,4625,40.29,25
2023-03-01 03:40:24.510,4620,40.29,25
2023-03-01 03:40:24.713,4625,40.29,25
2023-03-01 03:40:24.932,4637,40.29,25
2023-03-01 03:40:25.104,4650,40.29,25
2023-03-01 03:40:25.307,4628,40.29,25
2023-03-01 03:40:25.510,4640,40.29,25
2023-03-01 03:40:25.713,4626,40.29,25
2023-03-01 03:40:25.917,4636,40.29,25
2023-03-01 03:40:26.120,4649,40.29,25
2023-03-01 03:40:26.338,4660,40.29,25
2023-03-01 03:40:26.541,4612,40.29,25
2023-03-01 03:40:26.745,4617,40.29,25
2023-03-01 03:40:26.963,4641,40.29,25
2023-03-01 03:40:27.166,4621,40.29,25
2023-03-01 03:40:27.370,4632,40.29,25
2023-03-01 03:40:27.588,4593,40.29,25
2023-03-01 03:40:27.791,4608,40.29,25
2023-03-01 03:40:28.010,4598,40.29,25
2023-03-01 03:40:28.229,4597,40.29,25
2023-03-01 03:40:28.432,4595,40.29,25
2023-03-01 03:40:28.635,4595,40.29,25
2023-03-01 03:40:28.854,4584,40.29,25
2023-03-01 03:40:29.026,4599,40.29,25
2023-03-01 03:40:29.229,4590,40.29,25
2023-03-01 03:40:29.432,4610,40.29,25
2023-03-01 03:40:29.635,4597,40.29,25
2023-03-01 03:40:29.838,4606,40.29,25
2023-03-01 03:40:30.057,4606,40.29,25
2023-03-01 03:40:30.260,4587,40.26,25
2023-03-01 03:40:30.463,4577,40.26,25
2023-03-01 03:40:30.682,4587,40.26,25
2023-03-01 03:40:30.885,4594,40.26,25
2023-03-01 03:40:31.088,4604,40.26,25
