data_ora,rad,temperatura,elevazione
2023-03-01 02:14:32.210,4007,40.35,30
2023-03-01 02:14:32.398,4027,40.35,30
2023-03-01 02:14:32.617,4031,40.38,30
2023-03-01 02:14:32.835,4031,40.38,30
2023-03-01 02:14:33.039,4011,40.35,30
2023-03-01 02:14:33.242,4008,40.38,30
2023-03-01 02:14:33.460,4012,40.38,30
2023-03-01 02:14:33.664,4024,40.38,30
2023-03-01 02:14:33.867,4043,40.38,30
2023-03-01 02:14:34.085,4019,40.35,30
2023-03-01 02:14:34.288,4051,40.35,30
2023-03-01 02:14:34.507,4035,40.35,30
2023-03-01 02:14:34.663,4052,40.35,30
2023-03-01 02:14:34.882,4050,40.35,30
2023-03-01 02:14:35.085,4051,40.35,30
2023-03-01 02:14:35.288,4059,40.35,30
2023-03-01 02:14:35.507,4073,40.35,30
2023-03-01 02:14:35.710,4046,40.35,30
2023-03-01 02:14:35.913,4048,40.35,30
2023-03-01 02:14:36.116,4026,40.35,30
2023-03-01 02:14:36.320,4045,40.35,30
2023-03-01 02:14:36.523,4044,40.35,30
2023-03-01 02:14:36.741,4041,40.35,30
2023-03-01 02:14:36.960,4035,40.35,30
2023-03-01 02:14:37.163,4036,40.35,30
2023-03-01 02:14:37.382,4029,40.35,30
2023-03-01 02:14:37.585,4031,40.35,30
2023-03-01 02:14:37.788,4020,40.35,30
2023-03-01 02:14:38.007,4034,40.35,30
2023-03-01 02:14:38.210,4031,40.35,30
2023-03-01 02:14:38.413,4015,40.35,30
2023-03-01 02:14:38.585,4046,40.35,30
2023-03-01 02:14:38.804,4033,40.35,30
2023-03-01 02:14:39.007,4019,40.35,30
2023-03-01 02:14:39.210,4035,40.35,30
2023-03-01 02:14:39.429,4024,40.35,30
2023-03-01 02:14:39.632,4034,40.35,30
2023-03-01 02:14:39.835,4031,40.35,30
2023-03-01 02:14:40.038,4034,40.35,30
2023-03-01 02:14:40.241,4039,40.35,30
2023-03-01 02:14:40.444,4048,40.35,30
2023-03-01 02:14:40.663,4024,40.35,30
2023-03-01 02:14:40.866,4020,40.35,30
2023-03-01 02:14:41.085,4020,40.35,30
2023-03-01 02:14:41.304,4039,40.35,30
2023-03-01 02:14:41.507,4020,40.35,30
2023-03-01 02:14:41.710,4020,40.35,30
2023-03-01 02:14:41.929,4020,40.35,30
2023-03-01 02:14:42.132,4001,40.35,30
2023-03-01 02:14:42.335,4015,40.35,30
2023-03-01 02:14:42.554,4000,40.35,30
2023-03-01 02:14:42.725,4009,40.35,30
2023-03-01 02:14:42.929,4011,40.35,30
2023-03-01 02:14:43.147,3993,40.35,30
2023-03-01 02:14:43.350,4000,40.35,30
2023-03-01 02:14:43.554,3997,40.35,30
2023-03-01 02:14:43.757,4011,40.35,30
2023-03-01 02:14:43.960,3979,40.32,30
2023-03-01 02:14:44.163,3998,40.32,30
2023-03-01 02:14:44.366,3980,40.32,30
2023-03-01 02:14:44.585,3994,40.32,30
2023-03-01 02:14:44.788,3979,40.32,30
2023-03-01 02:14:44.991,3975,40.32,30
2023-03-01 02:14:45.225,3974,40.32,30
2023-03-01 02:14:45.428,3970,40.32,30
2023-03-01 02:14:45.632,3976,40.32,30
2023-03-01 02:14:45.850,3982,40.32,30
2023-03-01 02:14:46.053,3985,40.32,30
2023-03-01 02:14:46.257,3981,40.32,30
2023-03-01 02:14:46.475,3983,40.32,30
2023-03-01 02:14:46.647,3988,40.32,30
2023-03-01 02:14:46.850,3994,40.32,30
2023-03-01 02:14:47.069,3985,40.32,30
2023-03-01 02:14:47.272,3978,40.32,30
2023-03-01 02:14:47.475,3979,40.32,30
2023-03-01 02:14:47.678,3988,40.32,30
2023-03-01 02:14:47.881,3987,40.32,30
2023-03-01 02:14:48.085,3982,40.32,30
2023-03-01 02:14:48.288,4007,40.32,30
2023-03-01 02:14:48.506,3999,40.32,30
2023-03-01 02:14:48.709,4007,40.29,30
2023-03-01 02:14:48.913,3997,40.29,30
2023-03-01 02:14:49.131,4001,40.29,30
2023-03-01 02:14:49.350,4001,40.29,30
2023-03-01 02:14:49.553,4010,40.29,30
2023-03-01 02:14:49.772,3999,40.29,30
2023-03-01 02:14:49.975,4005,40.29,30
2023-03-01 02:14:50.178,4001,40.29,30
2023-03-01 02:14:50.397,4001,40.29,30
2023-03-01 02:14:50.600,4000,40.29,30
2023-03-01 02:14:50.788,3995,40.29,30
2023-03-01 02:14:50.991,4006,40.29,30
2023-03-01 02:14:51.194,4002,40.29,30
2023-03-01 02:14:51.397,3995,40.29,30
2023-03-01 02:14:51.600,3999,40.29,30
2023-03-01 02:14:51.819,4019,40.29,30
2023-03-01 02:14:52.006,4016,40.29,30
2023-03-01 02:14:52.225,4024,40.29,30
2023-03-01 02:14:52.428,4015,40.29,30
2023-03-01 02:14:52.631,3999,40.29,30
2023-03-01 02:14:52.850,4007,40.29,30
2023-03-01 02:14:53.053,4007,40.29,30
2023-03-01 02:14:53.256,3997,40.29,30
2023-03-01 02:14:53.475,4003,40.29,30
2023-03-01 02:14:53.694,3993,40.29,30
2023-03-01 02:14:53.897,4014,40.29,30
2023-03-01 02:14:54.100,4020,40.26,30
2023-03-01 02:14:54.319,4015,40.29,30
2023-03-01 02:14:54.522,4016,40.26,30
2023-03-01 02:14:54.694,4016,40.26,30
2023-03-01 02:14:54.912,4023,40.26,30
