data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:48:02.109;4989;40.32;20;;mediaù;dev std
2023-03-01 03:48:02.312;4979;40.32;20;;4982,709059;31,59840039
2023-03-01 03:48:02.515;4992;40.32;20;;;
2023-03-01 03:48:02.734;4990;40.32;20;;;
2023-03-01 03:48:02.937;4993;40.32;20;;;
2023-03-01 03:48:03.140;4985;40.32;20;;;
2023-03-01 03:48:03.327;4996;40.32;20;;;
2023-03-01 03:48:03.531;4994;40.32;20;;;
2023-03-01 03:48:03.734;4994;40.32;20;;;
2023-03-01 03:48:03.952;4986;40.32;20;;;
2023-03-01 03:48:04.156;4986;40.32;20;;;
2023-03-01 03:48:04.359;4974;40.32;20;;;
2023-03-01 03:48:04.562;4996;40.32;20;;;
2023-03-01 03:48:04.765;4984;40.35;20;;;
2023-03-01 03:48:04.968;4995;40.32;20;;;
2023-03-01 03:48:05.171;5007;40.32;20;;;
2023-03-01 03:48:05.390;5007;40.32;20;;;
2023-03-01 03:48:05.609;4996;40.32;20;;;
2023-03-01 03:48:05.812;4999;40.32;20;;;
2023-03-01 03:48:06.030;4999;40.32;20;;;
2023-03-01 03:48:06.234;4986;40.32;20;;;
2023-03-01 03:48:06.437;4993;40.32;20;;;
2023-03-01 03:48:06.655;5005;40.32;20;;;
2023-03-01 03:48:06.859;5004;40.32;20;;;
2023-03-01 03:48:07.077;5022;40.32;20;;;
2023-03-01 03:48:07.249;5026;40.32;20;;;
2023-03-01 03:48:07.452;5021;40.32;20;;;
2023-03-01 03:48:07.655;5020;40.32;20;;;
2023-03-01 03:48:07.874;5019;40.32;20;;;
2023-03-01 03:48:08.077;5023;40.35;20;;;
2023-03-01 03:48:08.280;5032;40.35;20;;;
2023-03-01 03:48:08.483;5032;40.32;20;;;
2023-03-01 03:48:08.687;5046;40.32;20;;;
2023-03-01 03:48:08.890;5038;40.32;20;;;
2023-03-01 03:48:09.108;5053;40.32;20;;;
2023-03-01 03:48:09.312;5057;40.32;20;;;
2023-03-01 03:48:09.515;5062;40.32;20;;;
2023-03-01 03:48:09.733;5048;40.32;20;;;
2023-03-01 03:48:09.952;5056;40.32;20;;;
2023-03-01 03:48:10.165;5059;40.32;20;;;
2023-03-01 03:48:10.369;5061;40.32;20;;;
2023-03-01 03:48:10.572;5051;40.32;20;;;
2023-03-01 03:48:10.775;5045;40.32;20;;;
2023-03-01 03:48:10.994;5035;40.32;20;;;
2023-03-01 03:48:11.197;5059;40.32;20;;;
2023-03-01 03:48:11.369;5053;40.32;20;;;
2023-03-01 03:48:11.587;5024;40.32;20;;;
2023-03-01 03:48:11.790;5039;40.32;20;;;
2023-03-01 03:48:11.994;5025;40.32;20;;;
2023-03-01 03:48:12.197;5045;40.32;20;;;
2023-03-01 03:48:12.400;5036;40.32;20;;;
2023-03-01 03:48:12.603;5031;40.32;20;;;
2023-03-01 03:48:12.822;5043;40.32;20;;;
2023-03-01 03:48:13.025;5038;40.32;20;;;
2023-03-01 03:48:13.228;5029;40.32;20;;;
2023-03-01 03:48:13.447;5051;40.32;20;;;
2023-03-01 03:48:13.650;5044;40.32;20;;;
2023-03-01 03:48:13.853;5036;40.32;20;;;
2023-03-01 03:48:14.072;5019;40.32;20;;;
2023-03-01 03:48:14.290;5030;40.32;20;;;
2023-03-01 03:48:14.493;5032;40.32;20;;;
2023-03-01 03:48:14.712;5032;40.32;20;;;
2023-03-01 03:48:14.915;5035;40.29;20;;;
2023-03-01 03:48:15.118;5040;40.29;20;;;
2023-03-01 03:48:15.306;5035;40.29;20;;;
2023-03-01 03:48:15.509;5012;40.29;20;;;
2023-03-01 03:48:15.712;5026;40.29;20;;;
2023-03-01 03:48:15.915;5024;40.29;20;;;
2023-03-01 03:48:16.118;5006;40.29;20;;;
2023-03-01 03:48:16.321;4983;40.29;20;;;
2023-03-01 03:48:16.525;5015;40.29;20;;;
2023-03-01 03:48:16.743;4988;40.29;20;;;
2023-03-01 03:48:16.946;4995;40.29;20;;;
2023-03-01 03:48:17.150;4995;40.29;20;;;
2023-03-01 03:48:17.368;4986;40.29;20;;;
2023-03-01 03:48:17.571;5004;40.29;20;;;
2023-03-01 03:48:17.790;4997;40.29;20;;;
2023-03-01 03:48:17.993;4991;40.29;20;;;
2023-03-01 03:48:18.196;5000;40.29;20;;;
2023-03-01 03:48:18.415;5007;40.29;20;;;
2023-03-01 03:48:18.634;5013;40.29;20;;;
2023-03-01 03:48:18.837;5011;40.29;20;;;
2023-03-01 03:48:19.040;5008;40.29;20;;;
2023-03-01 03:48:19.228;4995;40.29;20;;;
2023-03-01 03:48:19.431;4995;40.29;20;;;
2023-03-01 03:48:19.634;5003;40.26;20;;;
2023-03-01 03:48:19.837;4978;40.26;20;;;
2023-03-01 03:48:20.040;4992;40.26;20;;;
2023-03-01 03:48:20.243;4983;40.26;20;;;
2023-03-01 03:48:20.462;4974;40.26;20;;;
2023-03-01 03:48:20.681;4984;40.26;20;;;
2023-03-01 03:48:20.868;4969;40.26;20;;;
2023-03-01 03:48:21.071;4982;40.26;20;;;
2023-03-01 03:48:21.290;4960;40.26;20;;;
2023-03-01 03:48:21.493;4960;40.26;20;;;
2023-03-01 03:48:21.696;4972;40.26;20;;;
2023-03-01 03:48:21.915;4964;40.26;20;;;
2023-03-01 03:48:22.118;4968;40.26;20;;;
2023-03-01 03:48:22.337;4951;40.26;20;;;
2023-03-01 03:48:22.556;4975;40.26;20;;;
2023-03-01 03:48:22.759;4960;40.26;20;;;
2023-03-01 03:48:22.962;4938;40.26;20;;;
2023-03-01 03:48:23.149;4957;40.26;20;;;
2023-03-01 03:48:23.352;4974;40.26;20;;;
2023-03-01 03:48:23.556;4964;40.26;20;;;
2023-03-01 03:48:23.759;4952;40.26;20;;;
2023-03-01 03:48:23.962;4958;40.26;20;;;
2023-03-01 03:48:24.165;4951;40.26;20;;;
2023-03-01 03:48:24.384;4956;40.22;20;;;
2023-03-01 03:48:24.587;4947;40.26;20;;;
2023-03-01 03:48:24.790;4968;40.26;20;;;
2023-03-01 03:48:24.993;4977;40.26;20;;;
2023-03-01 03:48:25.212;4967;40.26;20;;;
2023-03-01 03:48:25.415;4941;40.22;20;;;
2023-03-01 03:48:25.634;4945;40.22;20;;;
2023-03-01 03:48:25.837;4945;40.22;20;;;
2023-03-01 03:48:26.040;4937;40.22;20;;;
2023-03-01 03:48:26.243;4964;40.22;20;;;
2023-03-01 03:48:26.462;4953;40.22;20;;;
2023-03-01 03:48:26.680;4961;40.22;20;;;
2023-03-01 03:48:26.899;4941;40.26;20;;;
2023-03-01 03:48:27.102;4966;40.26;20;;;
2023-03-01 03:48:27.274;4949;40.22;20;;;
2023-03-01 03:48:27.462;4961;40.22;20;;;
2023-03-01 03:48:27.680;4913;40.22;20;;;
2023-03-01 03:48:27.883;4939;40.22;20;;;
2023-03-01 03:48:28.087;4939;40.22;20;;;
2023-03-01 03:48:28.305;4923;40.22;20;;;
2023-03-01 03:48:28.509;4928;40.22;20;;;
2023-03-01 03:48:28.727;4914;40.22;20;;;
2023-03-01 03:48:28.930;4928;40.22;20;;;
2023-03-01 03:48:29.133;4923;40.22;20;;;
2023-03-01 03:48:29.337;4937;40.22;20;;;
2023-03-01 03:48:29.555;4922;40.22;20;;;
2023-03-01 03:48:29.758;4957;40.22;20;;;
2023-03-01 03:48:29.961;4913;40.22;20;;;
2023-03-01 03:48:30.180;4929;40.22;20;;;
2023-03-01 03:48:30.383;4938;40.22;20;;;
2023-03-01 03:48:30.602;4934;40.22;20;;;
2023-03-01 03:48:30.821;4949;40.26;20;;;
2023-03-01 03:48:31.024;4954;40.26;20;;;
2023-03-01 03:48:31.180;4928;40.26;20;;;
2023-03-01 03:48:31.399;4956;40.26;20;;;
2023-03-01 03:48:31.602;4947;40.26;20;;;
2023-03-01 03:48:31.805;4943;40.26;20;;;
2023-03-01 03:48:32.008;4960;40.26;20;;;
2023-03-01 03:48:32.227;4943;40.26;20;;;
2023-03-01 03:48:32.430;4938;40.26;20;;;
2023-03-01 03:48:32.633;4931;40.26;20;;;
2023-03-01 03:48:32.852;4945;40.26;20;;;
2023-03-01 03:48:33.055;4936;40.26;20;;;
2023-03-01 03:48:33.258;4955;40.26;20;;;
2023-03-01 03:48:33.477;4956;40.26;20;;;
2023-03-01 03:48:33.680;4969;40.26;20;;;
2023-03-01 03:48:33.899;4963;40.26;20;;;
2023-03-01 03:48:34.102;4956;40.26;20;;;
2023-03-01 03:48:34.305;4937;40.26;20;;;
2023-03-01 03:48:34.524;4946;40.26;20;;;
2023-03-01 03:48:34.727;4945;40.26;20;;;
2023-03-01 03:48:34.946;4964;40.26;20;;;
