data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:26:09.750;3681;40.35;35;;;
2023-03-01 03:26:09.953;3684;40.35;35;;;
2023-03-01 03:26:10.172;3691;40.35;35;;;
2023-03-01 03:26:10.375;3684;40.35;35;;;
2023-03-01 03:26:10.578;3686;40.35;35;;;
2023-03-01 03:26:10.812;3685;40.35;35;;;
2023-03-01 03:26:10.968;3700;40.35;35;;;
2023-03-01 03:26:11.171;3691;40.35;35;;;
2023-03-01 03:26:11.390;3675;40.35;35;;;
2023-03-01 03:26:11.593;3689;40.35;35;;;
2023-03-01 03:26:11.796;3683;40.35;35;;;
2023-03-01 03:26:12.015;3689;40.35;35;;;
2023-03-01 03:26:12.218;3685;40.35;35;;;
2023-03-01 03:26:12.421;3687;40.35;35;;;
2023-03-01 03:26:12.625;3709;40.35;35;;;
2023-03-01 03:26:12.843;3692;40.35;35;;;
2023-03-01 03:26:13.046;3680;40.35;35;;;
2023-03-01 03:26:13.249;3681;40.35;35;;;
2023-03-01 03:26:13.468;3676;40.35;35;;;
2023-03-01 03:26:13.671;3677;40.35;35;;;
2023-03-01 03:26:13.874;3673;40.35;35;;;
2023-03-01 03:26:14.093;3676;40.35;35;;;
2023-03-01 03:26:14.312;3674;40.35;35;;;
2023-03-01 03:26:14.531;3679;40.35;35;;;
2023-03-01 03:26:14.687;3676;40.35;35;;;
2023-03-01 03:26:14.906;3680;40.35;35;;;
2023-03-01 03:26:15.109;3681;40.35;35;;;
2023-03-01 03:26:15.312;3670;40.35;35;;;
2023-03-01 03:26:15.499;3684;40.35;35;;;
2023-03-01 03:26:15.718;3667;40.35;35;;;
2023-03-01 03:26:15.921;3669;40.35;35;;;
2023-03-01 03:26:16.124;3689;40.35;35;;;
2023-03-01 03:26:16.343;3677;40.35;35;;;
2023-03-01 03:26:16.546;3695;40.35;35;;;
2023-03-01 03:26:16.749;3698;40.35;35;;;
2023-03-01 03:26:16.968;3685;40.35;35;;;
2023-03-01 03:26:17.171;3673;40.35;35;;;
2023-03-01 03:26:17.390;3669;40.35;35;;;
2023-03-01 03:26:17.593;3687;40.35;35;;;
2023-03-01 03:26:17.812;3692;40.35;35;;;
2023-03-01 03:26:18.015;3690;40.35;35;;;
2023-03-01 03:26:18.218;3684;40.35;35;;;
2023-03-01 03:26:18.437;3698;40.35;35;;;
2023-03-01 03:26:18.609;3676;40.35;35;;;
2023-03-01 03:26:18.812;3681;40.35;35;;;
2023-03-01 03:26:19.015;3676;40.35;35;;;
2023-03-01 03:26:19.234;3665;40.35;35;;;
2023-03-01 03:26:19.437;3652;40.35;35;;;
2023-03-01 03:26:19.640;3662;40.35;35;;;
