data_ora,rad,temperatura,elevazione
2023-03-01 02:53:02.015,4473,40.35,55
2023-03-01 02:53:02.218,4465,40.35,55
2023-03-01 02:53:02.422,4482,40.35,55
2023-03-01 02:53:02.640,4480,40.35,55
2023-03-01 02:53:02.843,4474,40.35,55
2023-03-01 02:53:03.062,4483,40.35,55
2023-03-01 02:53:03.281,4498,40.35,55
2023-03-01 02:53:03.484,4468,40.35,55
2023-03-01 02:53:03.656,4496,40.35,55
2023-03-01 02:53:03.859,4472,40.35,55
2023-03-01 02:53:04.062,4492,40.35,55
2023-03-01 02:53:04.265,4486,40.35,55
2023-03-01 02:53:04.484,4479,40.35,55
2023-03-01 02:53:04.687,4468,40.35,55
2023-03-01 02:53:04.890,4487,40.35,55
2023-03-01 02:53:05.109,4487,40.35,55
2023-03-01 02:53:05.312,4464,40.35,55
2023-03-01 02:53:05.515,4463,40.35,55
2023-03-01 02:53:05.734,4476,40.35,55
2023-03-01 02:53:05.937,4474,40.35,55
2023-03-01 02:53:06.140,4477,40.35,55
2023-03-01 02:53:06.359,4468,40.35,55
2023-03-01 02:53:06.562,4479,40.35,55
2023-03-01 02:53:06.765,4490,40.35,55
2023-03-01 02:53:06.984,4471,40.35,55
2023-03-01 02:53:07.187,4457,40.35,55
2023-03-01 02:53:07.406,4446,40.35,55
2023-03-01 02:53:07.562,4480,40.35,55
2023-03-01 02:53:07.781,4467,40.35,55
2023-03-01 02:53:07.984,4456,40.35,55
2023-03-01 02:53:08.187,4471,40.35,55
2023-03-01 02:53:08.406,4462,40.35,55
2023-03-01 02:53:08.609,4455,40.35,55
2023-03-01 02:53:08.822,4483,40.35,55
2023-03-01 02:53:09.025,4481,40.35,55
2023-03-01 02:53:09.228,4473,40.35,55
2023-03-01 02:53:09.431,4458,40.32,55
2023-03-01 02:53:09.650,4482,40.32,55
2023-03-01 02:53:09.853,4488,40.32,55
2023-03-01 02:53:10.072,4476,40.32,55
2023-03-01 02:53:10.275,4479,40.32,55
2023-03-01 02:53:10.494,4473,40.32,55
2023-03-01 02:53:10.697,4480,40.32,55
2023-03-01 02:53:10.900,4479,40.32,55
2023-03-01 02:53:11.103,4491,40.32,55
2023-03-01 02:53:11.322,4452,40.32,55
2023-03-01 02:53:11.494,4496,40.32,55
2023-03-01 02:53:11.697,4470,40.32,55
2023-03-01 02:53:11.916,4490,40.32,55
2023-03-01 02:53:12.119,4485,40.32,55
2023-03-01 02:53:12.322,4494,40.32,55
2023-03-01 02:53:12.541,4482,40.32,55
2023-03-01 02:53:12.744,4482,40.32,55
2023-03-01 02:53:12.931,4470,40.32,55
2023-03-01 02:53:13.134,4500,40.32,55
2023-03-01 02:53:13.353,4459,40.32,55
2023-03-01 02:53:13.556,4486,40.32,55
2023-03-01 02:53:13.775,4467,40.32,55
2023-03-01 02:53:13.994,4469,40.32,55
2023-03-01 02:53:14.197,4459,40.32,55
2023-03-01 02:53:14.400,4480,40.32,55
2023-03-01 02:53:14.619,4454,40.32,55
2023-03-01 02:53:14.822,4461,40.32,55
2023-03-01 02:53:15.025,4454,40.32,55
2023-03-01 02:53:15.244,4446,40.32,55
2023-03-01 02:53:15.415,4454,40.32,55
2023-03-01 02:53:15.634,4469,40.32,55
2023-03-01 02:53:15.837,4478,40.32,55
2023-03-01 02:53:16.040,4459,40.32,55
2023-03-01 02:53:16.243,4469,40.32,55
2023-03-01 02:53:16.462,4453,40.32,55
2023-03-01 02:53:16.650,4469,40.29,55
2023-03-01 02:53:16.853,4471,40.29,55
2023-03-01 02:53:17.072,4479,40.29,55
2023-03-01 02:53:17.275,4454,40.29,55
2023-03-01 02:53:17.478,4444,40.29,55
2023-03-01 02:53:17.697,4454,40.29,55
2023-03-01 02:53:17.900,4451,40.29,55
2023-03-01 02:53:18.118,4463,40.29,55
2023-03-01 02:53:18.337,4466,40.29,55
2023-03-01 02:53:18.540,4446,40.29,55
2023-03-01 02:53:18.743,4448,40.29,55
2023-03-01 02:53:18.962,4449,40.29,55
2023-03-01 02:53:19.165,4460,40.29,55
2023-03-01 02:53:19.337,4458,40.29,55
2023-03-01 02:53:19.540,4438,40.29,55
2023-03-01 02:53:19.759,4459,40.29,55
2023-03-01 02:53:19.962,4450,40.29,55
2023-03-01 02:53:20.165,4452,40.29,55
2023-03-01 02:53:20.368,4467,40.29,55
2023-03-01 02:53:20.571,4493,40.29,55
2023-03-01 02:53:20.790,4444,40.29,55
2023-03-01 02:53:20.993,4463,40.29,55
2023-03-01 02:53:21.196,4467,40.29,55
2023-03-01 02:53:21.399,4457,40.29,55
2023-03-01 02:53:21.618,4459,40.29,55
2023-03-01 02:53:21.821,4472,40.29,55
2023-03-01 02:53:22.024,4463,40.26,55
2023-03-01 02:53:22.243,4471,40.26,55
2023-03-01 02:53:22.462,4460,40.29,55
2023-03-01 02:53:22.665,4451,40.29,55
2023-03-01 02:53:22.884,4451,40.29,55
2023-03-01 02:53:23.087,4483,40.29,55
2023-03-01 02:53:23.290,4478,40.29,55
2023-03-01 02:53:23.478,4439,40.29,55
2023-03-01 02:53:23.681,4459,40.26,55
2023-03-01 02:53:23.884,4447,40.26,55
2023-03-01 02:53:24.087,4478,40.26,55
2023-03-01 02:53:24.290,4456,40.26,55
2023-03-01 02:53:24.493,4458,40.26,55
2023-03-01 02:53:24.696,4447,40.26,55
2023-03-01 02:53:24.915,4468,40.26,55
2023-03-01 02:53:25.118,4458,40.26,55
2023-03-01 02:53:25.321,4453,40.26,55
2023-03-01 02:53:25.540,4436,40.26,55
2023-03-01 02:53:25.743,4439,40.26,55
2023-03-01 02:53:25.946,4453,40.26,55
2023-03-01 02:53:26.165,4435,40.26,55
2023-03-01 02:53:26.384,4437,40.26,55
2023-03-01 02:53:26.587,4447,40.26,55
2023-03-01 02:53:26.805,4444,40.29,55
2023-03-01 02:53:27.009,4453,40.29,55
2023-03-01 02:53:27.227,4446,40.29,55
2023-03-01 02:53:27.399,4427,40.29,55
2023-03-01 02:53:27.602,4454,40.29,55
2023-03-01 02:53:27.805,4444,40.29,55
2023-03-01 02:53:28.009,4446,40.29,55
2023-03-01 02:53:28.212,4437,40.29,55
2023-03-01 02:53:28.415,4440,40.29,55
2023-03-01 02:53:28.633,4456,40.29,55
2023-03-01 02:53:28.837,4472,40.29,55
2023-03-01 02:53:29.040,4461,40.29,55
2023-03-01 02:53:29.243,4453,40.29,55
2023-03-01 02:53:29.462,4433,40.29,55
2023-03-01 02:53:29.665,4457,40.29,55
2023-03-01 02:53:29.868,4472,40.29,55
2023-03-01 02:53:30.087,4466,40.29,55
2023-03-01 02:53:30.290,4444,40.29,55
2023-03-01 02:53:30.508,4466,40.29,55
2023-03-01 02:53:30.727,4454,40.29,55
