data;ora;rad;T;elevazione;;;media;dev std;
19/01/2023;02:31:38.770;3586;40.35;20;;;;;
19/01/2023;02:31:38.978;3577;40.35;20;;;;;
19/01/2023;02:31:39.186;3588;40.35;20;;;;;
19/01/2023;02:31:39.394;3592;40.35;20;;;;;
19/01/2023;02:31:39.600;3573;40.35;20;;;;;
19/01/2023;02:31:39.814;3562;40.35;20;;;;;
19/01/2023;02:31:40.032;3581;40.35;20;;;;;
19/01/2023;02:31:40.194;3583;40.35;20;;;;;
19/01/2023;02:31:40.402;3598;40.38;20;;;;;
19/01/2023;02:31:40.610;3589;40.38;20;;;;;
19/01/2023;02:31:40.817;3574;40.38;20;;;;;
19/01/2023;02:31:41.027;3574;40.38;20;;;;;
19/01/2023;02:31:41.234;3608;40.38;20;;;;;
19/01/2023;02:31:41.443;3601;40.38;20;;;;;
19/01/2023;02:31:41.650;3598;40.38;20;;;;;
19/01/2023;02:31:41.852;3606;40.38;20;;;;;
19/01/2023;02:31:42.051;3615;40.38;20;;;;;
19/01/2023;02:31:42.268;3597;40.38;20;;;;;
19/01/2023;02:31:42.483;3608;40.38;20;;;;;
19/01/2023;02:31:42.692;3583;40.38;20;;;;;
19/01/2023;02:31:42.900;3594;40.38;20;;;;;
19/01/2023;02:31:43.106;3578;40.38;20;;;;;
19/01/2023;02:31:43.315;3588;40.38;20;;;;;
19/01/2023;02:31:43.523;3588;40.38;20;;;;;
19/01/2023;02:31:43.732;3584;40.38;20;;;;;
19/01/2023;02:31:43.940;3581;40.38;20;;;;;
19/01/2023;02:31:44.155;3587;40.38;20;;;;;
19/01/2023;02:31:44.325;3552;40.38;20;;;;;
19/01/2023;02:31:44.533;3579;40.38;20;;;;;
19/01/2023;02:31:44.740;3579;40.38;20;;;;;
19/01/2023;02:31:44.949;3571;40.38;20;;;;;
19/01/2023;02:31:45.157;3570;40.38;20;;;;;
19/01/2023;02:31:45.366;3586;40.38;20;;;;;
19/01/2023;02:31:45.574;3574;40.38;20;;;;;
19/01/2023;02:31:45.773;3574;40.38;20;;;;;
19/01/2023;02:31:45.972;3585;40.38;20;;;;;
19/01/2023;02:31:46.181;3589;40.38;20;;;;;
19/01/2023;02:31:46.390;3599;40.38;20;;;;;
19/01/2023;02:31:46.608;3622;40.38;20;;;;;
19/01/2023;02:31:46.837;3592;40.38;20;;;;;
19/01/2023;02:31:47.046;3620;40.38;20;;;;;
19/01/2023;02:31:47.254;3602;40.38;20;;;;;
19/01/2023;02:31:47.462;3613;40.38;20;;;;;
19/01/2023;02:31:47.656;3609;40.38;20;;;;;
19/01/2023;02:31:47.863;3626;40.38;20;;;;;
19/01/2023;02:31:48.070;3640;40.38;20;;;;;
19/01/2023;02:31:48.247;3644;40.38;20;;;;;
19/01/2023;02:31:48.454;3649;40.38;20;;;;;
19/01/2023;02:31:48.663;3655;40.38;20;;;;;
19/01/2023;02:31:48.871;3666;40.38;20;;;;;
19/01/2023;02:31:49.079;3673;40.38;20;;;;;
19/01/2023;02:31:49.287;3706;40.38;20;;;;;
19/01/2023;02:31:49.496;3687;40.38;20;;;;;
19/01/2023;02:31:49.694;3702;40.35;20;;;;;
19/01/2023;02:31:49.896;3699;40.35;20;;;;;
19/01/2023;02:31:50.104;3685;40.35;20;;;;;
19/01/2023;02:31:50.312;3689;40.35;20;;;;;
19/01/2023;02:31:50.520;3669;40.35;20;;;;;
19/01/2023;02:31:50.731;3670;40.35;20;;;;;
19/01/2023;02:31:50.949;3673;40.35;20;;;;;
19/01/2023;02:31:51.160;3668;40.35;20;;;;;
19/01/2023;02:31:51.368;3678;40.35;20;;;;;
19/01/2023;02:31:51.576;3658;40.35;20;;;;;
19/01/2023;02:31:51.784;3635;40.35;20;;;;;
19/01/2023;02:31:51.993;3624;40.35;20;;;;;
19/01/2023;02:31:52.201;3639;40.35;20;;;;;
19/01/2023;02:31:52.407;3616;40.35;20;;;;;
19/01/2023;02:31:52.584;3609;40.35;20;;;;;
19/01/2023;02:31:52.799;3612;40.35;20;;;;;
19/01/2023;02:31:53.001;3625;40.35;20;;;;;
19/01/2023;02:31:53.209;3579;40.35;20;;;;;
19/01/2023;02:31:53.416;3585;40.35;20;;;;;
19/01/2023;02:31:53.614;3580;40.35;20;;;;;
19/01/2023;02:31:53.815;3599;40.35;20;;;;;
19/01/2023;02:31:54.026;3579;40.35;20;;;;;
19/01/2023;02:31:54.234;3576;40.35;20;;;;;
19/01/2023;02:31:54.442;3602;40.35;20;;;;;
19/01/2023;02:31:54.650;3572;40.35;20;;;;;
19/01/2023;02:31:54.857;3582;40.35;20;;;;;
19/01/2023;02:31:55.067;3600;40.35;20;;;;;
19/01/2023;02:31:55.283;3590;40.35;20;;;;;
19/01/2023;02:31:55.499;3589;40.35;20;;;;;
19/01/2023;02:31:55.707;3571;40.32;20;;;;;
19/01/2023;02:31:55.915;3557;40.32;20;;;;;
19/01/2023;02:31:56.123;3549;40.32;20;;;;;
19/01/2023;02:31:56.331;3544;40.32;20;;;;;
19/01/2023;02:31:56.539;3550;40.32;20;;;;;
19/01/2023;02:31:56.715;3549;40.32;20;;;;;
19/01/2023;02:31:56.924;3538;40.32;20;;;;;
19/01/2023;02:31:57.132;3565;40.32;20;;;;;
19/01/2023;02:31:57.335;3562;40.32;20;;;;;
19/01/2023;02:31:57.535;3540;40.32;20;;;;;
19/01/2023;02:31:57.740;3553;40.32;20;;;;;
19/01/2023;02:31:57.946;3570;40.32;20;;;;;
19/01/2023;02:31:58.156;3557;40.32;20;;;;;
19/01/2023;02:31:58.364;3573;40.32;20;;;;;
19/01/2023;02:31:58.573;3586;40.32;20;;;;;
19/01/2023;02:31:58.781;3606;40.32;20;;;;;
19/01/2023;02:31:58.988;3631;40.32;20;;;;;
19/01/2023;02:31:59.196;3655;40.32;20;;;;;
19/01/2023;02:31:59.403;3656;40.32;20;;;;;
19/01/2023;02:31:59.619;3689;40.32;20;;;;;
19/01/2023;02:31:59.838;3716;40.32;20;;;;;
19/01/2023;02:32:00.044;3744;40.32;20;;;;;
19/01/2023;02:32:00.253;3760;40.32;20;;;;;
19/01/2023;02:32:00.478;3791;40.32;20;;;;;
19/01/2023;02:32:00.654;3846;40.32;20;;;;;
19/01/2023;02:32:00.862;3871;40.29;20;;;;;
19/01/2023;02:32:01.054;3890;40.29;20;;;;;
19/01/2023;02:32:01.256;3886;40.29;20;;;;;
19/01/2023;02:32:01.454;3921;40.29;20;;;;;
19/01/2023;02:32:01.662;3935;40.29;20;;;;;
19/01/2023;02:32:01.870;3949;40.29;20;;;;;
19/01/2023;02:32:02.079;3955;40.29;20;;;;;
19/01/2023;02:32:02.288;3988;40.29;20;;;;;
19/01/2023;02:32:02.501;3988;40.29;20;;;;;
19/01/2023;02:32:02.703;3991;40.29;20;;;;;
19/01/2023;02:32:02.910;3991;40.29;20;;;;;
19/01/2023;02:32:03.119;3984;40.29;20;;;;;
19/01/2023;02:32:03.327;3967;40.29;20;;;;;
19/01/2023;02:32:03.535;3928;40.29;20;;;;;
19/01/2023;02:32:03.746;3917;40.29;20;;;;;
19/01/2023;02:32:03.964;3895;40.29;20;;;;;
19/01/2023;02:32:04.174;3912;40.29;20;;;;;
19/01/2023;02:32:04.383;3866;40.29;20;;;;;
19/01/2023;02:32:04.591;3822;40.29;20;;;;;
19/01/2023;02:32:04.766;3803;40.29;20;;;;;
19/01/2023;02:32:04.976;3754;40.29;20;;;;;
19/01/2023;02:32:05.175;3744;40.29;20;;;;;
19/01/2023;02:32:05.376;3708;40.29;20;;;;;
19/01/2023;02:32:05.585;3678;40.29;20;;;;;
19/01/2023;02:32:05.793;3686;40.29;20;;;;;
19/01/2023;02:32:05.999;3641;40.26;20;;;;;
19/01/2023;02:32:06.209;3621;40.29;20;;;;;
19/01/2023;02:32:06.417;3577;40.26;20;;;;;
19/01/2023;02:32:06.625;3568;40.26;20;;;;;
19/01/2023;02:32:06.833;3566;40.26;20;;;;;
19/01/2023;02:32:07.040;3578;40.26;20;;;;;
19/01/2023;02:32:07.249;3559;40.26;20;;;;;
19/01/2023;02:32:07.458;3567;40.26;20;;;;;
19/01/2023;02:32:07.665;3575;40.26;20;;;;;
19/01/2023;02:32:07.874;3571;40.26;20;;;;;
19/01/2023;02:32:08.090;3587;40.26;20;;;;;
19/01/2023;02:32:08.305;3601;40.26;20;;;;;
19/01/2023;02:32:08.514;3607;40.26;20;;;;;
19/01/2023;02:32:08.722;3596;40.26;20;;;;;
19/01/2023;02:32:08.895;3620;40.26;20;;;;;
19/01/2023;02:32:09.094;3629;40.26;20;;;;;
19/01/2023;02:32:09.299;3628;40.26;20;;;;;
19/01/2023;02:32:09.506;3608;40.26;20;;;;;
19/01/2023;02:32:09.714;3651;40.26;20;;;;;
19/01/2023;02:32:09.923;3629;40.26;20;;;;;
19/01/2023;02:32:10.132;3637;40.26;20;;;;;
19/01/2023;02:32:10.340;3606;40.26;20;;;;;
19/01/2023;02:32:10.548;3608;40.26;20;;;;;
19/01/2023;02:32:10.755;3602;40.26;20;;;;;
19/01/2023;02:32:10.963;3611;40.26;20;;;;;
19/01/2023;02:32:11.172;3606;40.26;20;;;;;
19/01/2023;02:32:11.380;3620;40.26;20;;;;;
19/01/2023;02:32:11.587;3613;40.26;20;;;;;
19/01/2023;02:32:11.795;3609;40.26;20;;;;;
19/01/2023;02:32:12.004;3601;40.26;20;;;;;
19/01/2023;02:32:12.213;3617;40.26;20;;;;;
19/01/2023;02:32:12.428;3604;40.26;20;;;;;
19/01/2023;02:32:12.644;3613;40.26;20;;;;;
19/01/2023;02:32:12.868;3601;40.26;20;;;;;
19/01/2023;02:32:13.029;3625;40.26;20;;;;;
19/01/2023;02:32:13.237;3616;40.26;20;;;;;
19/01/2023;02:32:13.445;3625;40.26;20;;;;;
19/01/2023;02:32:13.637;3627;40.26;20;;;;;
19/01/2023;02:32:13.846;3621;40.26;20;;;;;
19/01/2023;02:32:14.054;3631;40.26;20;;;;;
19/01/2023;02:32:14.262;3625;40.26;20;;;;;
19/01/2023;02:32:14.468;3627;40.26;20;;;;;
19/01/2023;02:32:14.675;3612;40.26;20;;;;;
19/01/2023;02:32:14.883;3607;40.26;20;;;;;
19/01/2023;02:32:15.093;3617;40.26;20;;;;;
19/01/2023;02:32:15.302;3607;40.26;20;;;;;
19/01/2023;02:32:15.509;3610;40.26;20;;;;;
19/01/2023;02:32:15.718;3619;40.26;20;;;;;
19/01/2023;02:32:15.926;3604;40.26;20;;;;;
19/01/2023;02:32:16.133;3626;40.26;20;;;;;
19/01/2023;02:32:16.342;3644;40.26;20;;;;;
19/01/2023;02:32:16.554;3648;40.26;20;;;;;
19/01/2023;02:32:16.773;3656;40.26;20;;;;;
19/01/2023;02:32:16.934;3657;40.26;20;;;;;
19/01/2023;02:32:17.143;3676;40.26;20;;;;;
19/01/2023;02:32:17.351;3664;40.26;20;;;;;
19/01/2023;02:32:17.559;3672;40.26;20;;;;;
19/01/2023;02:32:17.768;3671;40.22;20;;;;;
19/01/2023;02:32:17.976;3681;40.22;20;;;;;
19/01/2023;02:32:18.184;3722;40.26;20;;;;;
19/01/2023;02:32:18.392;3699;40.22;20;;;;;
19/01/2023;02:32:18.595;3723;40.22;20;;;;;
19/01/2023;02:32:18.792;3726;40.22;20;;;;;
19/01/2023;02:32:19.009;3743;40.22;20;;;;;
19/01/2023;02:32:19.224;3742;40.26;20;;;;;
19/01/2023;02:32:19.432;3749;40.26;20;;;;;
19/01/2023;02:32:19.640;3749;40.26;20;;;;;
19/01/2023;02:32:19.849;3744;40.26;20;;;;;
19/01/2023;02:32:20.057;3739;40.26;20;;;;;
19/01/2023;02:32:20.265;3724;40.26;20;;;;;
19/01/2023;02:32:20.474;3731;40.26;20;;;;;
19/01/2023;02:32:20.681;3750;40.26;20;;;;;
19/01/2023;02:32:20.901;3746;40.26;20;;;;;
19/01/2023;02:32:21.066;3749;40.26;20;;;;;
19/01/2023;02:32:21.273;3755;40.26;20;;;;;
19/01/2023;02:32:21.481;3742;40.26;20;;;;;
19/01/2023;02:32:21.689;3746;40.26;20;;;;;
19/01/2023;02:32:21.897;3739;40.26;20;;;;;
19/01/2023;02:32:22.104;3725;40.26;20;;;;;
19/01/2023;02:32:22.315;3730;40.26;20;;;;;
19/01/2023;02:32:22.516;3716;40.26;20;;;;;
19/01/2023;02:32:22.715;3696;40.26;20;;;;;
19/01/2023;02:32:22.921;3710;40.26;20;;;;;
19/01/2023;02:32:23.139;3698;40.26;20;;;;;
19/01/2023;02:32:23.355;3669;40.26;20;;;;;
19/01/2023;02:32:23.562;3660;40.26;20;;;;;
19/01/2023;02:32:23.771;3651;40.26;20;;;;;
19/01/2023;02:32:23.980;3656;40.26;20;;;;;
19/01/2023;02:32:24.187;3657;40.26;20;;;;;
19/01/2023;02:32:24.395;3679;40.26;20;;;;;
19/01/2023;02:32:24.604;3680;40.26;20;;;;;
19/01/2023;02:32:24.812;3670;40.29;20;;;;;
19/01/2023;02:32:24.989;3677;40.29;20;;;;;
19/01/2023;02:32:25.194;3683;40.29;20;;;;;
19/01/2023;02:32:25.403;3681;40.29;20;;;;;
19/01/2023;02:32:25.613;3670;40.29;20;;;;;
19/01/2023;02:32:25.820;3652;40.29;20;;;;;
19/01/2023;02:32:26.029;3651;40.29;20;;;;;
19/01/2023;02:32:26.236;3671;40.29;20;;;;;
19/01/2023;02:32:26.435;3674;40.29;20;;;;;
19/01/2023;02:32:26.636;3664;40.29;20;;;;;
19/01/2023;02:32:26.844;3672;40.29;20;;;;;
19/01/2023;02:32:27.052;3682;40.29;20;;;;;
19/01/2023;02:32:27.262;3678;40.29;20;;;;;
19/01/2023;02:32:27.476;3670;40.29;20;;;;;
19/01/2023;02:32:27.692;3678;40.29;20;;;;;
19/01/2023;02:32:27.901;3680;40.29;20;;;;;
19/01/2023;02:32:28.109;3664;40.29;20;;;;;
19/01/2023;02:32:28.316;3663;40.29;20;;;;;
19/01/2023;02:32:28.525;3660;40.29;20;;;;;
19/01/2023;02:32:28.734;3651;40.29;20;;;;;
19/01/2023;02:32:28.942;3654;40.29;20;;;;;
19/01/2023;02:32:29.118;3674;40.29;20;;;;;
19/01/2023;02:32:29.326;3663;40.29;20;;;;;
19/01/2023;02:32:29.534;3657;40.29;20;;;;;
19/01/2023;02:32:29.741;3686;40.29;20;;;;;
19/01/2023;02:32:29.950;3689;40.29;20;;;;;
19/01/2023;02:32:30.156;3672;40.29;20;;;;;
19/01/2023;02:32:30.355;3682;40.29;20;;;;;
19/01/2023;02:32:30.558;3673;40.29;20;;;;;
19/01/2023;02:32:30.767;3672;40.29;20;;;;;
19/01/2023;02:32:30.975;3671;40.29;20;;;;;
19/01/2023;02:32:31.182;3674;40.29;20;;;;;
19/01/2023;02:32:31.390;3696;40.29;20;;;;;
19/01/2023;02:32:31.603;3705;40.29;20;;;;;
19/01/2023;02:32:31.820;3687;40.29;20;;;;;
19/01/2023;02:32:32.031;3695;40.29;20;;;;;
19/01/2023;02:32:32.239;3695;40.32;20;;;;;
19/01/2023;02:32:32.448;3712;40.32;20;;;;;
19/01/2023;02:32:32.655;3723;40.29;20;;;;;
19/01/2023;02:32:32.864;3722;40.29;20;;;;;
19/01/2023;02:32:33.073;3725;40.32;20;;;;;
19/01/2023;02:32:33.248;3723;40.32;20;;;;;
19/01/2023;02:32:33.463;3727;40.32;20;;;;;
19/01/2023;02:32:33.665;3738;40.29;20;;;;;
19/01/2023;02:32:33.872;3717;40.32;20;;;;;
19/01/2023;02:32:34.077;3730;40.32;20;;;;;
19/01/2023;02:32:34.277;3741;40.32;20;;;;;
19/01/2023;02:32:34.481;3747;40.32;20;;;;;
19/01/2023;02:32:34.690;3742;40.32;20;;;;;
19/01/2023;02:32:34.898;3714;40.32;20;;;;;
19/01/2023;02:32:35.106;3708;40.29;20;;;;;
19/01/2023;02:32:35.314;3687;40.32;20;;;;;
19/01/2023;02:32:35.521;3711;40.32;20;;;;;
19/01/2023;02:32:35.731;3705;40.32;20;;;;;
19/01/2023;02:32:35.943;3708;40.32;20;;;;;
19/01/2023;02:32:36.160;3697;40.32;20;;;;;
19/01/2023;02:32:36.370;3675;40.32;20;;;;;
19/01/2023;02:32:36.579;3671;40.32;20;;;;;
19/01/2023;02:32:36.787;3650;40.32;20;;;;;
19/01/2023;02:32:36.995;3655;40.32;20;;;;;
19/01/2023;02:32:37.204;3669;40.32;20;;;;;
19/01/2023;02:32:37.380;3665;40.32;20;;;;;
19/01/2023;02:32:37.588;3644;40.32;20;;;;;
19/01/2023;02:32:37.795;3654;40.32;20;;;;;
19/01/2023;02:32:37.996;3631;40.32;20;;;;;
19/01/2023;02:32:38.194;3634;40.32;20;;;;;
19/01/2023;02:32:38.402;3644;40.32;20;;;;;
19/01/2023;02:32:38.610;3638;40.32;20;;;;;
19/01/2023;02:32:38.819;3636;40.32;20;;;;;
19/01/2023;02:32:39.026;3621;40.32;20;;;;;
19/01/2023;02:32:39.235;3617;40.32;20;;;;;
19/01/2023;02:32:39.444;3604;40.32;20;;;;;
19/01/2023;02:32:39.651;3617;40.32;20;;;;;
19/01/2023;02:32:39.858;3606;40.35;20;;;;;
19/01/2023;02:32:40.069;3592;40.32;20;;;;;
19/01/2023;02:32:40.283;3592;40.32;20;;;;;
19/01/2023;02:32:40.500;3566;40.35;20;;;;;
19/01/2023;02:32:40.708;3577;40.35;20;;;;;
19/01/2023;02:32:40.917;3599;40.35;20;;;;;
19/01/2023;02:32:41.125;3591;40.35;20;;;;;
19/01/2023;02:32:41.300;3589;40.35;20;;;;;
19/01/2023;02:32:41.509;3599;40.35;20;;;;;
19/01/2023;02:32:41.717;3581;40.35;20;;;;;
19/01/2023;02:32:41.918;3577;40.35;20;;;;;
19/01/2023;02:32:42.117;3575;40.35;20;;;;;
19/01/2023;02:32:42.325;3592;40.35;20;;;;;
19/01/2023;02:32:42.533;3587;40.35;20;;;;;
19/01/2023;02:32:42.742;3608;40.35;20;;;;;
19/01/2023;02:32:42.950;3627;40.35;20;;;;;
19/01/2023;02:32:43.164;3603;40.35;20;;;;;
19/01/2023;02:32:43.364;3625;40.35;20;;;;;
19/01/2023;02:32:43.574;3644;40.35;20;;;;;
19/01/2023;02:32:43.782;3658;40.35;20;;;;;
19/01/2023;02:32:43.990;3643;40.35;20;;;;;
19/01/2023;02:32:44.198;3653;40.35;20;;;;;
19/01/2023;02:32:44.410;3631;40.35;20;;;;;
19/01/2023;02:32:44.628;3644;40.35;20;;;;;
19/01/2023;02:32:44.839;3640;40.35;20;;;;;
19/01/2023;02:32:45.047;3636;40.35;20;;;;;
19/01/2023;02:32:45.255;3643;40.35;20;;;;;
19/01/2023;02:32:45.432;3638;40.35;20;;;;;
19/01/2023;02:32:45.655;3622;40.35;20;;;;;
19/01/2023;02:32:45.839;3624;40.35;20;;;;;
19/01/2023;02:32:46.040;3608;40.35;20;;;;;
19/01/2023;02:32:46.247;3623;40.35;20;;;;;
19/01/2023;02:32:46.456;3638;40.35;20;;;;;
19/01/2023;02:32:46.664;3648;40.35;20;;;;;
19/01/2023;02:32:46.872;3645;40.35;20;;;;;
19/01/2023;02:32:47.080;3656;40.35;20;;;;;
19/01/2023;02:32:47.289;3667;40.35;20;;;;;
19/01/2023;02:32:47.495;3685;40.35;20;;;;;
19/01/2023;02:32:47.705;3665;40.35;20;;;;;
19/01/2023;02:32:47.913;3689;40.35;20;;;;;
19/01/2023;02:32:48.120;3690;40.35;20;;;;;
19/01/2023;02:32:48.328;3693;40.35;20;;;;;
19/01/2023;02:32:48.541;3692;40.35;20;;;;;
19/01/2023;02:32:48.758;3696;40.35;20;;;;;
19/01/2023;02:32:48.970;3685;40.35;20;;;;;
19/01/2023;02:32:49.178;3696;40.35;20;;;;;
19/01/2023;02:32:49.354;3691;40.35;20;;;;;
19/01/2023;02:32:49.559;3698;40.35;20;;;;;
19/01/2023;02:32:49.758;3681;40.35;20;;;;;
19/01/2023;02:32:49.961;3678;40.35;20;;;;;
19/01/2023;02:32:50.170;3695;40.35;20;;;;;
19/01/2023;02:32:50.377;3680;40.35;20;;;;;
19/01/2023;02:32:50.585;3686;40.35;20;;;;;
19/01/2023;02:32:50.793;3700;40.35;20;;;;;
19/01/2023;02:32:51.002;3719;40.35;20;;;;;
19/01/2023;02:32:51.210;3701;40.35;20;;;;;
19/01/2023;02:32:51.418;3708;40.35;20;;;;;
19/01/2023;02:32:51.626;3698;40.35;20;;;;;
19/01/2023;02:32:51.834;3701;40.35;20;;;;;
19/01/2023;02:32:52.041;3687;40.35;20;;;;;
19/01/2023;02:32:52.251;3686;40.35;20;;;;;
19/01/2023;02:32:52.458;3665;40.35;20;;;;;
19/01/2023;02:32:52.683;3694;40.35;20;;;;;
19/01/2023;02:32:52.890;3687;40.35;20;;;;;
19/01/2023;02:32:53.114;3675;40.35;20;;;;;
19/01/2023;02:32:53.323;3687;40.35;20;;;;;
19/01/2023;02:32:53.483;3685;40.35;20;;;;;
19/01/2023;02:32:53.680;3667;40.35;20;;;;;
19/01/2023;02:32:53.884;3650;40.35;20;;;;;
19/01/2023;02:32:54.092;3666;40.35;20;;;;;
19/01/2023;02:32:54.299;3643;40.35;20;;;;;
19/01/2023;02:32:54.508;3643;40.35;20;;;;;
19/01/2023;02:32:54.716;3665;40.35;20;;;;;
19/01/2023;02:32:54.924;3662;40.35;20;;;;;
19/01/2023;02:32:55.132;3654;40.35;20;;;;;
19/01/2023;02:32:55.340;3662;40.35;20;;;;;
19/01/2023;02:32:55.549;3664;40.35;20;;;;;
19/01/2023;02:32:55.756;3670;40.35;20;;;;;
19/01/2023;02:32:55.966;3652;40.35;20;;;;;
19/01/2023;02:32:56.173;3651;40.35;20;;;;;
19/01/2023;02:32:56.381;3674;40.32;20;;;;;
19/01/2023;02:32:56.588;3659;40.32;20;;;;;
19/01/2023;02:32:56.797;3664;40.32;20;;;;;
19/01/2023;02:32:57.005;3681;40.32;20;;;;;
19/01/2023;02:32:57.223;3668;40.32;20;;;;;
19/01/2023;02:32:57.438;3697;40.32;20;;;;;
19/01/2023;02:32:57.599;3688;40.32;20;;;;;
19/01/2023;02:32:57.806;3686;40.32;20;;;;;
19/01/2023;02:32:58.015;3695;40.32;20;;;;;
19/01/2023;02:32:58.222;3723;40.32;20;;;;;
19/01/2023;02:32:58.431;3731;40.32;20;;;;;
19/01/2023;02:32:58.637;3763;40.32;20;;;;;
19/01/2023;02:32:58.846;3759;40.32;20;;;;;
19/01/2023;02:32:59.053;3747;40.32;20;;;;;
19/01/2023;02:32:59.262;3761;40.32;20;;;;;
19/01/2023;02:32:59.462;3764;40.32;20;;;;;
19/01/2023;02:32:59.676;3771;40.32;20;;;;;
19/01/2023;02:32:59.887;3757;40.32;20;;;;;
19/01/2023;02:33:00.095;3765;40.32;20;;;;;
19/01/2023;02:33:00.303;3752;40.32;20;;;;;
19/01/2023;02:33:00.510;3764;40.32;20;;;;;
19/01/2023;02:33:00.905;3769;40.29;20;;;;;
19/01/2023;02:33:00.920;3783;40.29;20;;;;;
19/01/2023;02:33:01.134;3770;40.29;20;;;;;
19/01/2023;02:33:01.349;3765;40.29;20;;;;;
19/01/2023;02:33:01.567;3743;40.29;20;;;;;
19/01/2023;02:33:01.727;3750;40.29;20;;;;;
19/01/2023;02:33:01.933;3739;40.29;20;;;;;
19/01/2023;02:33:02.143;3740;40.29;20;;;;;
19/01/2023;02:33:02.351;3741;40.29;20;;;;;
19/01/2023;02:33:02.560;3746;40.29;20;;;;;
19/01/2023;02:33:02.766;3749;40.29;20;;;;;
19/01/2023;02:33:02.975;3752;40.29;20;;;;;
19/01/2023;02:33:03.183;3747;40.29;20;;;;;
19/01/2023;02:33:03.385;3763;40.29;20;;;;;
19/01/2023;02:33:03.583;3768;40.29;20;;;;;
19/01/2023;02:33:03.802;3726;40.29;20;;;;;
19/01/2023;02:33:04.015;3747;40.29;20;;;;;
19/01/2023;02:33:04.223;3730;40.29;20;;;;;
19/01/2023;02:33:04.433;3734;40.29;20;;;;;
19/01/2023;02:33:04.641;3748;40.26;20;;;;;
19/01/2023;02:33:04.849;3747;40.26;20;;;;;
19/01/2023;02:33:05.057;3724;40.26;20;;;;;
19/01/2023;02:33:05.265;3751;40.26;20;;;;;
19/01/2023;02:33:05.473;3726;40.26;20;;;;;
19/01/2023;02:33:05.690;3751;40.26;20;;;;;
19/01/2023;02:33:05.858;3720;40.26;20;;;;;
19/01/2023;02:33:06.066;3729;40.26;20;;;;;
19/01/2023;02:33:06.290;3737;40.26;20;;;;;
19/01/2023;02:33:06.498;3730;40.26;20;;;;;
19/01/2023;02:33:06.706;3727;40.26;20;;;;;
19/01/2023;02:33:06.899;3714;40.26;20;;;;;
19/01/2023;02:33:07.107;3721;40.26;20;;;;;
19/01/2023;02:33:07.306;3741;40.26;20;;;;;
19/01/2023;02:33:07.507;3715;40.26;20;;;;;
19/01/2023;02:33:07.715;3750;40.26;20;;;;;
19/01/2023;02:33:07.930;3740;40.26;20;;;;;
19/01/2023;02:33:08.147;3734;40.26;20;;;;;
19/01/2023;02:33:08.354;3725;40.26;20;;;;;
19/01/2023;02:33:08.562;3716;40.26;20;;;;;
19/01/2023;02:33:08.771;3726;40.26;20;;;;;
19/01/2023;02:33:08.980;3746;40.26;20;;;;;
19/01/2023;02:33:09.187;3752;40.26;20;;;;;
19/01/2023;02:33:09.396;3724;40.26;20;;;;;
19/01/2023;02:33:09.604;3736;40.26;20;;;;;
19/01/2023;02:33:09.780;3719;40.26;20;;;;;
19/01/2023;02:33:09.987;3707;40.26;20;;;;;
19/01/2023;02:33:10.196;3697;40.26;20;;;;;
19/01/2023;02:33:10.405;3685;40.26;20;;;;;
19/01/2023;02:33:10.613;3702;40.26;20;;;;;
19/01/2023;02:33:10.821;3686;40.26;20;;;;;
19/01/2023;02:33:11.026;3686;40.26;20;;;;;
19/01/2023;02:33:11.227;3708;40.22;20;;;;;
19/01/2023;02:33:11.429;3679;40.22;20;;;;;
19/01/2023;02:33:11.637;3692;40.22;20;;;;;
19/01/2023;02:33:11.844;3697;40.22;20;;;;;
19/01/2023;02:33:12.059;3707;40.22;20;;;;;
19/01/2023;02:33:12.276;3707;40.22;20;;;;;
19/01/2023;02:33:12.486;3691;40.22;20;;;;;
19/01/2023;02:33:12.693;3685;40.22;20;;;;;
19/01/2023;02:33:12.902;3699;40.22;20;;;;;
19/01/2023;02:33:13.110;3691;40.22;20;;;;;
19/01/2023;02:33:13.317;3683;40.22;20;;;;;
19/01/2023;02:33:13.525;3707;40.22;20;;;;;
19/01/2023;02:33:13.733;3702;40.22;20;;;;;
19/01/2023;02:33:13.909;3703;40.22;20;;;;;
19/01/2023;02:33:14.118;3717;40.22;20;;;;;
19/01/2023;02:33:14.325;3710;40.22;20;;;;;
19/01/2023;02:33:14.535;3694;40.22;20;;;;;
19/01/2023;02:33:14.742;3688;40.22;20;;;;;
19/01/2023;02:33:14.949;3679;40.22;20;;;;;
19/01/2023;02:33:15.148;3678;40.22;20;;;;;
19/01/2023;02:33:15.351;3683;40.22;20;;;;;
19/01/2023;02:33:15.559;3671;40.22;20;;;;;
19/01/2023;02:33:15.767;3679;40.22;20;;;;;
19/01/2023;02:33:15.975;3706;40.22;20;;;;;
19/01/2023;02:33:16.183;3724;40.22;20;;;;;
19/01/2023;02:33:16.398;3717;40.22;20;;;;;
19/01/2023;02:33:16.613;3726;40.22;20;;;;;
19/01/2023;02:33:16.824;3730;40.22;20;;;;;
19/01/2023;02:33:17.031;3739;40.22;20;;;;;
19/01/2023;02:33:17.240;3741;40.22;20;;;;;
19/01/2023;02:33:17.448;3753;40.22;20;;;;;
19/01/2023;02:33:17.655;3750;40.22;20;;;;;
19/01/2023;02:33:17.865;3758;40.22;20;;;;;
