               data_ora    rad  temperatura elevazione
2023-03-17 23:23:11.006   5190        40.32         20
2023-03-17 23:23:11.209   5193        40.32         20
2023-03-17 23:23:11.428   5169        40.32         20
2023-03-17 23:23:11.631   5164        40.32         20
2023-03-17 23:23:11.834   5157        40.32         20
2023-03-17 23:23:12.053   5177        40.32         20
2023-03-17 23:23:12.256   5163        40.32         20
2023-03-17 23:23:12.475   5182        40.32         20
2023-03-17 23:23:12.678   5174        40.32         20
2023-03-17 23:23:12.881   5190        40.32         20
2023-03-17 23:23:13.084   5163        40.32         20
2023-03-17 23:23:13.303   5156        40.35         20
2023-03-17 23:23:13.522   5163        40.35         20
2023-03-17 23:23:13.725   5192        40.32         20
2023-03-17 23:23:13.944   5186        40.32         20
2023-03-17 23:23:14.147   5159        40.35         20
2023-03-17 23:23:14.319   5160        40.35         20
2023-03-17 23:23:14.537   5162        40.35         20
2023-03-17 23:23:14.740   5160        40.32         20
2023-03-17 23:23:14.928   5149        40.32         20
2023-03-17 23:23:15.131   5150        40.32         20
2023-03-17 23:23:15.350   5159        40.32         20
2023-03-17 23:23:15.553   5160        40.32         20
2023-03-17 23:23:15.756   5147        40.32         20
2023-03-17 23:23:15.975   5129        40.32         20
2023-03-17 23:23:16.178   5142        40.32         20
2023-03-17 23:23:16.381   5145        40.32         20
2023-03-17 23:23:16.600   5135        40.32         20
2023-03-17 23:23:16.803   5128        40.32         20
2023-03-17 23:23:17.022   5145        40.32         20
2023-03-17 23:23:17.225   5128        40.32         20
2023-03-17 23:23:17.443   5138        40.32         20
2023-03-17 23:23:17.662   5139        40.32         20
2023-03-17 23:23:17.865   5132        40.32         20
2023-03-17 23:23:18.068   5137        40.32         20
2023-03-17 23:23:18.240   5115        40.32         20
2023-03-17 23:23:18.459   5125        40.32         20
2023-03-17 23:23:18.662   5120        40.32         20
2023-03-17 23:23:18.850   5137        40.32         20
2023-03-17 23:23:19.068   5128        40.32         20
2023-03-17 23:23:19.272   5131        40.32         20
2023-03-17 23:23:19.475   5144        40.32         20
2023-03-17 23:23:19.693   5138        40.32         20
2023-03-17 23:23:19.896   5144        40.32         20
2023-03-17 23:23:20.100   5131        40.32         20
2023-03-17 23:23:20.318   5138        40.32         20
2023-03-17 23:23:20.522   5131        40.32         20
2023-03-17 23:23:20.725   5134        40.32         20
2023-03-17 23:23:20.928   5143        40.32         20
2023-03-17 23:23:21.146   5139        40.32         20
2023-03-17 23:23:21.365   5138        40.32         20
2023-03-17 23:23:21.568   5150        40.32         20
2023-03-17 23:23:21.787   5133        40.32         20
2023-03-17 23:23:21.990   5141        40.32         20
2023-03-17 23:23:22.162   5138        40.35         20
2023-03-17 23:23:22.381   5139        40.35         20
