               data_ora        rad  temperatura elevazione
2023-03-27 01:37:20.509 -45.449268        40.35         45
2023-03-27 01:37:20.717 -45.499723        40.35         45
2023-03-27 01:37:20.925 -45.449268        40.35         45
2023-03-27 01:37:21.158 -45.348357        40.35         45
2023-03-27 01:37:21.373 -45.516542        40.35         45
2023-03-27 01:37:21.580 -45.281084        40.35         45
2023-03-27 01:37:21.788 -45.466086        40.35         45
2023-03-27 01:37:21.981 -45.398813        40.35         45
2023-03-27 01:37:22.189 -45.381994        40.35         45
2023-03-27 01:37:22.398 -45.079263        40.35         45
2023-03-27 01:37:22.607 -45.819273        40.35         45
2023-03-27 01:37:22.782 -45.751999        40.35         45
2023-03-27 01:37:22.991 -45.381994        40.35         45
2023-03-27 01:37:23.197 -45.146537        40.35         45
2023-03-27 01:37:23.407 -45.112900        40.35         45
2023-03-27 01:37:23.614 -45.112900        40.35         45
2023-03-27 01:37:23.816 -45.079263        40.35         45
2023-03-27 01:37:24.016 -45.146537        40.35         45
2023-03-27 01:37:24.225 -45.466086        40.35         45
2023-03-27 01:37:24.430 -45.550178        40.35         45
2023-03-27 01:37:24.640 -45.398813        40.35         45
2023-03-27 01:37:24.848 -45.718362        40.35         45
2023-03-27 01:37:25.062 -45.466086        40.35         45
2023-03-27 01:37:25.285 -45.415631        40.35         45
2023-03-27 01:37:25.488 -45.314721        40.35         45
2023-03-27 01:37:25.696 -45.196992        40.35         45
2023-03-27 01:37:25.904 -45.600634        40.35         45
2023-03-27 01:37:26.113 -45.667907        40.35         45
2023-03-27 01:37:26.321 -45.667907        40.35         45
2023-03-27 01:37:26.529 -45.398813        40.35         45
2023-03-27 01:37:26.706 -45.213810        40.35         45
2023-03-27 01:37:26.913 -45.196992        40.35         45
2023-03-27 01:37:27.121 -45.247447        40.35         45
2023-03-27 01:37:27.337 -45.550178        40.35         45
2023-03-27 01:37:27.536 -45.247447        40.35         45
2023-03-27 01:37:27.736 -45.129718        40.35         45
2023-03-27 01:37:27.938 -44.810168        40.35         45
2023-03-27 01:37:28.146 -44.709258        40.35         45
2023-03-27 01:37:28.354 -44.456982        40.35         45
2023-03-27 01:37:28.564 -44.894261        40.35         45
2023-03-27 01:37:28.771 -45.331539        40.35         45
2023-03-27 01:37:28.988 -45.196992        40.35         45
2023-03-27 01:37:29.203 -44.524256        40.35         45
2023-03-27 01:37:29.411 -44.860624        40.35         45
2023-03-27 01:37:29.619 -44.742895        40.35         45
2023-03-27 01:37:29.829 -44.826987        40.35         45
2023-03-27 01:37:30.036 -44.810168        40.35         45
2023-03-27 01:37:30.245 -44.658803        40.35         45
2023-03-27 01:37:30.419 -44.557892        40.35         45
2023-03-27 01:37:30.629 -44.591529        40.35         45
2023-03-27 01:37:30.837 -44.709258        40.35         45
2023-03-27 01:37:31.046 -44.726076        40.35         45
2023-03-27 01:37:31.254 -45.281084        40.35         45
2023-03-27 01:37:31.456 -45.331539        40.35         45
2023-03-27 01:37:31.654 -45.768818        40.35         45
2023-03-27 01:37:31.862 -45.533360        40.35         45
2023-03-27 01:37:32.068 -45.600634        40.35         45
2023-03-27 01:37:32.278 -45.297902        40.35         45
2023-03-27 01:37:32.485 -45.297902        40.35         45
2023-03-27 01:37:32.695 -45.314721        40.35         45
2023-03-27 01:37:32.908 -45.196992        40.35         45
2023-03-27 01:37:33.127 -44.894261        40.35         45
2023-03-27 01:37:33.336 -44.726076        40.35         45
2023-03-27 01:37:33.544 -44.541074        40.35         45
2023-03-27 01:37:33.751 -44.608348        40.35         45
2023-03-27 01:37:33.960 -44.961534        40.35         45
2023-03-27 01:37:34.168 -44.557892        40.35         45
2023-03-27 01:37:34.345 -44.574711        40.35         45
2023-03-27 01:37:34.552 -44.541074        40.35         45
2023-03-27 01:37:34.761 -44.709258        40.35         45
2023-03-27 01:37:34.969 -44.776532        40.35         45
2023-03-27 01:37:35.176 -44.944716        40.35         45
2023-03-27 01:37:35.378 -44.877442        40.35         45
2023-03-27 01:37:35.576 -44.641984        40.35         45
2023-03-27 01:37:35.785 -44.641984        40.35         45
2023-03-27 01:37:35.994 -44.406527        40.35         45
2023-03-27 01:37:36.201 -45.011989        40.35         45
2023-03-27 01:37:36.410 -44.591529        40.35         45
2023-03-27 01:37:36.619 -44.995171        40.35         45
2023-03-27 01:37:36.835 -45.028808        40.35         45
2023-03-27 01:37:37.051 -44.877442        40.35         45
2023-03-27 01:37:37.259 -45.163355        40.35         45
2023-03-27 01:37:37.467 -44.709258        40.35         45
2023-03-27 01:37:37.674 -44.843805        40.35         45
2023-03-27 01:37:37.883 -44.843805        40.35         45
2023-03-27 01:37:38.092 -44.726076        40.35         45
2023-03-27 01:37:38.268 -44.608348        40.35         45
2023-03-27 01:37:38.475 -44.709258        40.35         45
2023-03-27 01:37:38.685 -44.423345        40.35         45
2023-03-27 01:37:38.893 -44.490619        40.35         45
2023-03-27 01:37:39.100 -44.608348        40.35         45
2023-03-27 01:37:39.298 -44.372890        40.35         45
2023-03-27 01:37:39.502 -44.507437        40.35         45
2023-03-27 01:37:39.708 -44.204706        40.35         45
2023-03-27 01:37:39.917 -44.356071        40.35         45
2023-03-27 01:37:40.125 -44.591529        40.35         45
2023-03-27 01:37:40.334 -44.120614        40.35         45
2023-03-27 01:37:40.556 -44.524256        40.35         45
2023-03-27 01:37:40.764 -44.692440        40.35         45
2023-03-27 01:37:40.972 -45.028808        40.35         45
2023-03-27 01:37:41.180 -45.079263        40.35         45
2023-03-27 01:37:41.390 -45.028808        40.35         45
2023-03-27 01:37:41.599 -44.961534        40.35         45
2023-03-27 01:37:41.805 -44.927897        40.35         45
2023-03-27 01:37:42.014 -44.793350        40.35         45
2023-03-27 01:37:42.190 -44.625166        40.35         45
2023-03-27 01:37:42.399 -44.238343        40.35         45
2023-03-27 01:37:42.606 -44.137432        40.35         45
2023-03-27 01:37:42.815 -44.524256        40.35         45
2023-03-27 01:37:43.020 -44.372890        40.35         45
2023-03-27 01:37:43.219 -44.406527        40.35         45
2023-03-27 01:37:43.424 -44.423345        40.35         45
2023-03-27 01:37:43.633 -44.322435        40.35         45
2023-03-27 01:37:43.841 -44.305616        40.35         45
2023-03-27 01:37:44.049 -44.086977        40.35         45
2023-03-27 01:37:44.257 -44.288798        40.35         45
2023-03-27 01:37:44.465 -44.507437        40.35         45
2023-03-27 01:37:44.679 -44.692440        40.35         45
2023-03-27 01:37:44.896 -44.843805        40.35         45
2023-03-27 01:37:45.104 -44.793350        40.35         45
2023-03-27 01:37:45.313 -44.658803        40.35         45
2023-03-27 01:37:45.521 -44.507437        40.35         45
2023-03-27 01:37:45.729 -44.675621        40.35         45
2023-03-27 01:37:45.939 -44.423345        40.35         45
2023-03-27 01:37:46.114 -44.541074        40.32         45
2023-03-27 01:37:46.322 -44.221524        40.35         45
2023-03-27 01:37:46.532 -44.356071        40.32         45
2023-03-27 01:37:46.739 -44.322435        40.35         45
2023-03-27 01:37:46.940 -44.036522        40.35         45
2023-03-27 01:37:47.138 -44.120614        40.35         45
2023-03-27 01:37:47.348 -44.137432        40.35         45
2023-03-27 01:37:47.557 -43.952430        40.35         45
2023-03-27 01:37:47.764 -43.716972        40.35         45
2023-03-27 01:37:47.971 -44.070159        40.32         45
2023-03-27 01:37:48.181 -44.423345        40.32         45
2023-03-27 01:37:48.405 -44.120614        40.32         45
2023-03-27 01:37:48.613 -43.851519        40.32         45
2023-03-27 01:37:48.821 -44.171069        40.32         45
2023-03-27 01:37:49.029 -44.103795        40.32         45
2023-03-27 01:37:49.237 -43.918793        40.32         45
2023-03-27 01:37:49.446 -44.154251        40.32         45
2023-03-27 01:37:49.654 -43.901974        40.32         45
2023-03-27 01:37:49.863 -44.070159        40.32         45
2023-03-27 01:37:50.038 -44.389708        40.32         45
2023-03-27 01:37:50.247 -44.036522        40.32         45
2023-03-27 01:37:50.455 -44.271979        40.35         45
2023-03-27 01:37:50.661 -44.658803        40.32         45
2023-03-27 01:37:50.861 -44.070159        40.32         45
2023-03-27 01:37:51.063 -44.305616        40.35         45
2023-03-27 01:37:51.272 -43.582425        40.32         45
2023-03-27 01:37:51.480 -43.969248        40.35         45
2023-03-27 01:37:51.687 -43.666517        40.35         45
2023-03-27 01:37:51.897 -43.565606        40.35         45
2023-03-27 01:37:52.105 -43.481514        40.35         45
2023-03-27 01:37:52.308 -44.137432        40.35         45
2023-03-27 01:37:52.525 -44.086977        40.35         45
2023-03-27 01:37:52.738 -43.952430        40.35         45
2023-03-27 01:37:52.950 -44.171069        40.35         45
2023-03-27 01:37:53.160 -43.851519        40.35         45
2023-03-27 01:37:53.367 -43.616062        40.35         45
2023-03-27 01:37:53.577 -43.716972        40.35         45
2023-03-27 01:37:53.785 -43.885156        40.35         45
2023-03-27 01:37:53.960 -44.238343        40.35         45
2023-03-27 01:37:54.169 -44.053340        40.35         45
2023-03-27 01:37:54.377 -43.834701        40.35         45
2023-03-27 01:37:54.585 -43.649698        40.35         45
2023-03-27 01:37:54.790 -44.120614        40.35         45
2023-03-27 01:37:54.988 -44.137432        40.35         45
2023-03-27 01:37:55.193 -44.591529        40.35         45
2023-03-27 01:37:55.401 -44.103795        40.35         45
2023-03-27 01:37:55.609 -43.935611        40.35         45
2023-03-27 01:37:55.818 -43.817882        40.35         45
2023-03-27 01:37:56.026 -43.817882        40.35         45
2023-03-27 01:37:56.234 -43.582425        40.35         45
2023-03-27 01:37:56.451 -43.498333        40.35         45
2023-03-27 01:37:56.666 -43.834701        40.35         45
2023-03-27 01:37:56.875 -43.901974        40.35         45
2023-03-27 01:37:57.083 -44.019703        40.35         45
2023-03-27 01:37:57.290 -44.154251        40.35         45
2023-03-27 01:37:57.500 -44.053340        40.35         45
2023-03-27 01:37:57.706 -44.255161        40.35         45
2023-03-27 01:37:57.882 -43.868338        40.35         45
2023-03-27 01:37:58.093 -43.918793        40.35         45
2023-03-27 01:37:58.314 -44.137432        40.35         45
2023-03-27 01:37:58.523 -43.733790        40.35         45
2023-03-27 01:37:58.709 -43.767427        40.35         45
2023-03-27 01:37:58.908 -43.716972        40.35         45
2023-03-27 01:37:59.118 -43.801064        40.35         45
2023-03-27 01:37:59.324 -43.885156        40.35         45
2023-03-27 01:37:59.532 -43.481514        40.35         45
2023-03-27 01:37:59.739 -43.346967        40.35         45
2023-03-27 01:37:59.951 -43.380604        40.35         45
2023-03-27 01:38:00.158 -43.817882        40.35         45
2023-03-27 01:38:00.374 -44.086977        40.35         45
2023-03-27 01:38:00.589 -43.750609        40.35         45
2023-03-27 01:38:00.798 -43.632880        40.35         45
2023-03-27 01:38:01.007 -44.120614        40.35         45
2023-03-27 01:38:01.215 -43.784246        40.35         45
2023-03-27 01:38:01.423 -44.271979        40.35         45
2023-03-27 01:38:01.631 -43.868338        40.35         45
2023-03-27 01:38:01.808 -43.817882        40.35         45
2023-03-27 01:38:02.016 -43.767427        40.35         45
2023-03-27 01:38:02.224 -43.935611        40.35         45
2023-03-27 01:38:02.429 -43.986067        40.35         45
2023-03-27 01:38:02.628 -43.733790        40.35         45
2023-03-27 01:38:02.831 -43.935611        40.35         45
2023-03-27 01:38:03.040 -43.969248        40.35         45
2023-03-27 01:38:03.249 -44.070159        40.35         45
2023-03-27 01:38:03.458 -43.599243        40.35         45
2023-03-27 01:38:03.664 -43.431059        40.35         45
2023-03-27 01:38:03.874 -43.380604        40.35         45
2023-03-27 01:38:04.082 -43.161965        40.35         45
2023-03-27 01:38:04.295 -42.842415        40.35         45
2023-03-27 01:38:04.512 -42.960144        40.35         45
2023-03-27 01:38:04.721 -42.808778        40.35         45
2023-03-27 01:38:04.931 -42.943325        40.35         45
2023-03-27 01:38:05.138 -43.582425        40.35         45
2023-03-27 01:38:05.347 -43.447877        40.32         45
2023-03-27 01:38:05.556 -43.767427        40.35         45
2023-03-27 01:38:05.731 -43.616062        40.35         45
2023-03-27 01:38:05.940 -43.397422        40.35         45
2023-03-27 01:38:06.148 -43.330149        40.35         45
2023-03-27 01:38:06.356 -43.363785        40.35         45
2023-03-27 01:38:06.564 -42.943325        40.35         45
2023-03-27 01:38:06.756 -43.128328        40.35         45
2023-03-27 01:38:06.972 -43.313330        40.35         45
2023-03-27 01:38:07.172 -43.077873        40.32         45
2023-03-27 01:38:07.380 -42.909688        40.35         45
2023-03-27 01:38:07.588 -42.892870        40.35         45
2023-03-27 01:38:07.796 -42.691049        40.35         45
2023-03-27 01:38:08.006 -42.522865        40.35         45
2023-03-27 01:38:08.214 -42.758323        40.35         45
2023-03-27 01:38:08.436 -42.791960        40.35         45
2023-03-27 01:38:08.646 -42.842415        40.35         45
2023-03-27 01:38:08.853 -42.825596        40.35         45
2023-03-27 01:38:09.069 -42.842415        40.35         45
2023-03-27 01:38:09.270 -42.892870        40.35         45
2023-03-27 01:38:09.445 -42.707868        40.35         45
2023-03-27 01:38:09.654 -42.943325        40.35         45
2023-03-27 01:38:09.862 -42.926507        40.35         45
2023-03-27 01:38:10.071 -42.926507        40.35         45
2023-03-27 01:38:10.271 -42.892870        40.35         45
2023-03-27 01:38:10.471 -43.010599        40.35         45
2023-03-27 01:38:10.677 -42.388318        40.32         45
2023-03-27 01:38:10.886 -42.220134        40.32         45
2023-03-27 01:38:11.095 -42.573320        40.32         45
2023-03-27 01:38:11.303 -42.808778        40.32         45
2023-03-27 01:38:11.512 -42.270589        40.32         45
2023-03-27 01:38:11.719 -42.623776        40.35         45
2023-03-27 01:38:11.928 -42.455591        40.32         45
2023-03-27 01:38:12.140 -42.556502        40.35         45
2023-03-27 01:38:12.357 -42.455591        40.35         45
2023-03-27 01:38:12.569 -42.623776        40.32         45
2023-03-27 01:38:12.777 -42.489228        40.32         45
2023-03-27 01:38:12.985 -42.623776        40.35         45
2023-03-27 01:38:13.193 -42.707868        40.35         45
2023-03-27 01:38:13.369 -42.674231        40.35         45
2023-03-27 01:38:13.578 -42.522865        40.35         45
2023-03-27 01:38:13.786 -42.657412        40.35         45
2023-03-27 01:38:13.992 -42.825596        40.35         45
2023-03-27 01:38:14.191 -42.892870        40.35         45
2023-03-27 01:38:14.393 -42.791960        40.35         45
2023-03-27 01:38:14.603 -42.522865        40.35         45
2023-03-27 01:38:14.811 -42.539684        40.35         45
2023-03-27 01:38:15.019 -42.590139        40.35         45
2023-03-27 01:38:15.227 -42.842415        40.35         45
2023-03-27 01:38:15.435 -42.775141        40.35         45
2023-03-27 01:38:15.643 -42.926507        40.35         45
2023-03-27 01:38:15.852 -42.842415        40.35         45
2023-03-27 01:38:16.059 -42.808778        40.35         45
2023-03-27 01:38:16.278 -42.741504        40.35         45
2023-03-27 01:38:16.493 -42.791960        40.35         45
2023-03-27 01:38:16.716 -42.758323        40.35         45
2023-03-27 01:38:16.909 -42.556502        40.35         45
2023-03-27 01:38:17.113 -42.640594        40.35         45
2023-03-27 01:38:17.293 -42.606957        40.35         45
2023-03-27 01:38:17.501 -42.455591        40.32         45
2023-03-27 01:38:17.710 -42.405136        40.35         45
2023-03-27 01:38:17.913 -42.203315        40.32         45
2023-03-27 01:38:18.110 -42.102405        40.32         45
2023-03-27 01:38:18.319 -42.102405        40.32         45
2023-03-27 01:38:18.527 -42.035131        40.35         45
2023-03-27 01:38:18.735 -42.102405        40.32         45
2023-03-27 01:38:18.942 -42.068768        40.35         45
2023-03-27 01:38:19.151 -42.001494        40.32         45
2023-03-27 01:38:19.359 -42.152860        40.32         45
2023-03-27 01:38:19.567 -41.850129        40.32         45
2023-03-27 01:38:19.775 -42.119223        40.32         45
2023-03-27 01:38:19.984 -42.186497        40.35         45
2023-03-27 01:38:20.199 -42.102405        40.35         45
2023-03-27 01:38:20.415 -42.068768        40.35         45
2023-03-27 01:38:20.625 -42.051950        40.35         45
2023-03-27 01:38:20.833 -42.119223        40.32         45
2023-03-27 01:38:21.040 -41.917402        40.32         45
2023-03-27 01:38:21.217 -41.883766        40.32         45
2023-03-27 01:38:21.426 -41.766037        40.35         45
2023-03-27 01:38:21.634 -41.934221        40.32         45
2023-03-27 01:38:21.833 -41.681945        40.35         45
2023-03-27 01:38:22.034 -41.715582        40.35         45
2023-03-27 01:38:22.243 -41.749218        40.35         45
2023-03-27 01:38:22.451 -41.766037        40.35         45
2023-03-27 01:38:22.657 -42.102405        40.35         45
2023-03-27 01:38:22.867 -42.119223        40.35         45
2023-03-27 01:38:23.075 -42.388318        40.35         45
2023-03-27 01:38:23.283 -42.220134        40.32         45
2023-03-27 01:38:23.491 -41.951039        40.35         45
2023-03-27 01:38:23.698 -42.337863        40.35         45
2023-03-27 01:38:23.908 -41.883766        40.35         45
2023-03-27 01:38:24.124 -41.866947        40.35         45
2023-03-27 01:38:24.341 -41.564216        40.35         45
2023-03-27 01:38:24.548 -41.782855        40.35         45
2023-03-27 01:38:24.755 -41.967858        40.35         45
2023-03-27 01:38:24.964 -42.085587        40.35         45
2023-03-27 01:38:25.154 -42.304226        40.35         45
2023-03-27 01:38:25.364 -42.102405        40.35         45
2023-03-27 01:38:25.556 -42.152860        40.35         45
2023-03-27 01:38:25.752 -42.035131        40.35         45
2023-03-27 01:38:25.956 -42.068768        40.35         45
2023-03-27 01:38:26.165 -42.186497        40.35         45
2023-03-27 01:38:26.373 -42.304226        40.35         45
2023-03-27 01:38:26.576 -41.984676        40.35         45
2023-03-27 01:38:26.790 -42.438773        40.35         45
2023-03-27 01:38:26.998 -42.102405        40.35         45
2023-03-27 01:38:27.206 -42.102405        40.35         45
2023-03-27 01:38:27.414 -42.287407        40.35         45
2023-03-27 01:38:27.622 -42.522865        40.35         45
2023-03-27 01:38:27.829 -42.623776        40.35         45
2023-03-27 01:38:28.049 -42.590139        40.35         45
2023-03-27 01:38:28.263 -42.775141        40.35         45
2023-03-27 01:38:28.471 -42.724686        40.35         45
2023-03-27 01:38:28.680 -42.287407        40.35         45
2023-03-27 01:38:28.886 -42.035131        40.35         45
2023-03-27 01:38:29.064 -42.438773        40.35         45
2023-03-27 01:38:29.272 -42.270589        40.35         45
2023-03-27 01:38:29.474 -42.119223        40.35         45
2023-03-27 01:38:29.672 -42.051950        40.35         45
2023-03-27 01:38:29.889 -41.984676        40.35         45
2023-03-27 01:38:30.088 -41.782855        40.35         45
2023-03-27 01:38:30.298 -42.119223        40.35         45
2023-03-27 01:38:30.504 -42.304226        40.35         45
2023-03-27 01:38:30.713 -42.220134        40.35         45
2023-03-27 01:38:30.921 -42.522865        40.35         45
2023-03-27 01:38:31.130 -42.640594        40.35         45
2023-03-27 01:38:31.338 -42.573320        40.35         45
2023-03-27 01:38:31.546 -42.657412        40.35         45
2023-03-27 01:38:31.753 -42.119223        40.35         45
2023-03-27 01:38:31.970 -42.253771        40.35         45
2023-03-27 01:38:32.186 -42.236952        40.35         45
2023-03-27 01:38:32.395 -42.051950        40.35         45
2023-03-27 01:38:32.603 -42.354681        40.35         45
2023-03-27 01:38:32.812 -42.724686        40.35         45
2023-03-27 01:38:32.988 -42.859233        40.35         45
2023-03-27 01:38:33.196 -42.976962        40.35         45
2023-03-27 01:38:33.396 -42.573320        40.35         45
2023-03-27 01:38:33.596 -42.758323        40.35         45
2023-03-27 01:38:33.805 -43.094691        40.35         45
2023-03-27 01:38:34.028 -42.791960        40.35         45
2023-03-27 01:38:34.235 -42.960144        40.35         45
2023-03-27 01:38:34.428 -42.808778        40.35         45
2023-03-27 01:38:34.637 -42.926507        40.35         45
2023-03-27 01:38:34.845 -43.077873        40.35         45
2023-03-27 01:38:35.053 -42.623776        40.35         45
2023-03-27 01:38:35.262 -42.926507        40.35         45
2023-03-27 01:38:35.470 -42.791960        40.35         45
2023-03-27 01:38:35.677 -42.691049        40.35         45
2023-03-27 01:38:35.893 -42.068768        40.35         45
2023-03-27 01:38:36.109 -42.606957        40.35         45
2023-03-27 01:38:36.320 -42.691049        40.35         45
2023-03-27 01:38:36.527 -42.741504        40.35         45
2023-03-27 01:38:36.735 -42.825596        40.38         45
2023-03-27 01:38:36.911 -42.724686        40.38         45
2023-03-27 01:38:37.117 -42.791960        40.35         45
2023-03-27 01:38:37.315 -42.522865        40.35         45
2023-03-27 01:38:37.518 -42.186497        40.35         45
2023-03-27 01:38:37.728 -42.169679        40.35         45
2023-03-27 01:38:37.936 -42.506047        40.35         45
2023-03-27 01:38:38.145 -42.573320        40.35         45
2023-03-27 01:38:38.351 -42.657412        40.35         45
2023-03-27 01:38:38.561 -42.623776        40.38         45
2023-03-27 01:38:38.769 -42.152860        40.38         45
2023-03-27 01:38:38.977 -42.405136        40.38         45
2023-03-27 01:38:39.186 -42.203315        40.38         45
2023-03-27 01:38:39.392 -42.405136        40.38         45
2023-03-27 01:38:39.601 -42.438773        40.38         45
2023-03-27 01:38:39.814 -42.522865        40.38         45
2023-03-27 01:38:40.031 -42.287407        40.38         45
2023-03-27 01:38:40.242 -42.051950        40.38         45
2023-03-27 01:38:40.449 -42.236952        40.38         45
2023-03-27 01:38:40.658 -42.438773        40.38         45
2023-03-27 01:38:40.832 -42.068768        40.38         45
2023-03-27 01:38:41.036 -41.799674        40.35         45
2023-03-27 01:38:41.233 -42.018313        40.38         45
2023-03-27 01:38:41.443 -41.799674        40.35         45
2023-03-27 01:38:41.651 -42.169679        40.35         45
2023-03-27 01:38:41.858 -42.203315        40.38         45
2023-03-27 01:38:42.067 -42.236952        40.35         45
2023-03-27 01:38:42.275 -42.270589        40.35         45
2023-03-27 01:38:42.483 -42.539684        40.35         45
2023-03-27 01:38:42.691 -42.236952        40.35         45
2023-03-27 01:38:42.899 -42.472410        40.35         45
2023-03-27 01:38:43.108 -42.421955        40.35         45
2023-03-27 01:38:43.316 -42.472410        40.38         45
2023-03-27 01:38:43.524 -42.573320        40.38         45
2023-03-27 01:38:43.733 -42.421955        40.38         45
2023-03-27 01:38:43.953 -42.236952        40.35         45
2023-03-27 01:38:44.165 -42.236952        40.38         45
2023-03-27 01:38:44.373 -42.136042        40.38         45
2023-03-27 01:38:44.581 -41.732400        40.38         45
2023-03-27 01:38:44.758 -41.816492        40.38         45
2023-03-27 01:38:44.957 -41.631490        40.38         45
2023-03-27 01:38:45.158 -41.732400        40.38         45
2023-03-27 01:38:45.382 -41.311940        40.38         45
2023-03-27 01:38:45.590 -41.480124        40.38         45
2023-03-27 01:38:45.797 -41.799674        40.38         45
2023-03-27 01:38:45.991 -41.530579        40.38         45
2023-03-27 01:38:46.199 -41.396032        40.38         45
2023-03-27 01:38:46.407 -41.698763        40.38         45
2023-03-27 01:38:46.615 -41.850129        40.38         45
2023-03-27 01:38:46.821 -41.715582        40.38         45
2023-03-27 01:38:47.031 -41.732400        40.38         45
2023-03-27 01:38:47.240 -41.917402        40.38         45
2023-03-27 01:38:47.448 -41.967858        40.38         45
2023-03-27 01:38:47.662 -42.051950        40.38         45
2023-03-27 01:38:47.880 -41.883766        40.38         45
2023-03-27 01:38:48.089 -41.732400        40.38         45
2023-03-27 01:38:48.296 -41.698763        40.38         45
2023-03-27 01:38:48.473 -41.698763        40.38         45
2023-03-27 01:38:48.679 -41.530579        40.38         45
2023-03-27 01:38:48.879 -41.766037        40.38         45
2023-03-27 01:38:49.080 -41.951039        40.38         45
2023-03-27 01:38:49.290 -41.715582        40.38         45
2023-03-27 01:38:49.497 -41.917402        40.38         45
2023-03-27 01:38:49.707 -41.850129        40.38         45
2023-03-27 01:38:49.915 -42.001494        40.38         45
2023-03-27 01:38:50.123 -41.816492        40.38         45
2023-03-27 01:38:50.331 -41.934221        40.38         45
2023-03-27 01:38:50.538 -41.530579        40.38         45
2023-03-27 01:38:50.756 -41.564216        40.38         45
2023-03-27 01:38:50.955 -41.328758        40.38         45
2023-03-27 01:38:51.163 -41.076482        40.38         45
2023-03-27 01:38:51.371 -41.143756        40.38         45
2023-03-27 01:38:51.583 -41.026027        40.38         45
2023-03-27 01:38:51.801 -40.807388        40.38         45
2023-03-27 01:38:52.012 -40.975572        40.38         45
2023-03-27 01:38:52.221 -40.723296        40.38         45
2023-03-27 01:38:52.396 -40.824206        40.38         45
2023-03-27 01:38:52.600 -40.639204        40.38         45
2023-03-27 01:38:52.804 -41.177393        40.38         45
2023-03-27 01:38:53.006 -41.581034        40.38         45
2023-03-27 01:38:53.213 -41.227848        40.38         45
2023-03-27 01:38:53.420 -40.975572        40.38         45
2023-03-27 01:38:53.630 -40.857843        40.38         45
2023-03-27 01:38:53.838 -41.143756        40.38         45
2023-03-27 01:38:54.047 -41.026027        40.38         45
2023-03-27 01:38:54.253 -40.487838        40.38         45
2023-03-27 01:38:54.463 -40.269199        40.38         45
2023-03-27 01:38:54.670 -40.101014        40.38         45
2023-03-27 01:38:54.880 -39.815102        40.38         45
2023-03-27 01:38:55.100 -39.714191        40.38         45
2023-03-27 01:38:55.295 -39.731010        40.38         45
2023-03-27 01:38:55.502 -39.663736        40.38         45
2023-03-27 01:38:55.720 -39.512370        40.38         45
2023-03-27 01:38:55.935 -39.461915        40.38         45
2023-03-27 01:38:56.144 -39.260094        40.38         45
2023-03-27 01:38:56.319 -39.714191        40.38         45
2023-03-27 01:38:56.519 -39.663736        40.38         45
2023-03-27 01:38:56.720 -39.798283        40.38         45
2023-03-27 01:38:56.927 -39.546007        40.38         45
2023-03-27 01:38:57.136 -39.781465        40.38         45
2023-03-27 01:38:57.345 -39.815102        40.38         45
2023-03-27 01:38:57.553 -39.798283        40.38         45
2023-03-27 01:38:57.761 -39.764646        40.38         45
2023-03-27 01:38:57.969 -39.546007        40.38         45
2023-03-27 01:38:58.177 -39.630099        40.38         45
2023-03-27 01:38:58.386 -39.293731        40.38         45
2023-03-27 01:38:58.592 -39.428278        40.38         45
2023-03-27 01:38:58.801 -39.176002        40.38         45
2023-03-27 01:38:59.010 -39.226457        40.38         45
2023-03-27 01:38:59.218 -39.058273        40.38         45
2023-03-27 01:38:59.426 -39.176002        40.38         45
2023-03-27 01:38:59.635 -38.991000        40.38         45
2023-03-27 01:38:59.854 -39.243276        40.38         45
2023-03-27 01:39:00.065 -39.058273        40.38         45
2023-03-27 01:39:00.275 -38.503266        40.38         45
2023-03-27 01:39:00.440 -38.217353        40.38         45
2023-03-27 01:39:00.642 -38.335082        40.38         45
2023-03-27 01:39:00.851 -37.914622        40.38         45
2023-03-27 01:39:01.060 -37.847348        40.38         45
2023-03-27 01:39:01.267 -37.309159        40.38         45
2023-03-27 01:39:01.475 -37.208248        40.38         45
2023-03-27 01:39:01.684 -37.309159        40.38         45
2023-03-27 01:39:01.892 -37.157793        40.38         45
2023-03-27 01:39:02.099 -36.989609        40.38         45
2023-03-27 01:39:02.309 -37.191430        40.38         45
2023-03-27 01:39:02.517 -36.955972        40.38         45
2023-03-27 01:39:02.725 -37.140975        40.38         45
2023-03-27 01:39:02.934 -36.283236        40.38         45
2023-03-27 01:39:03.141 -36.350510        40.38         45
2023-03-27 01:39:03.350 -36.602786        40.38         45
2023-03-27 01:39:03.558 -36.333691        40.38         45
2023-03-27 01:39:03.770 -36.518694        40.38         45
2023-03-27 01:39:03.987 -36.030960        40.38         45
2023-03-27 01:39:04.199 -35.745047        40.38         45
2023-03-27 01:39:04.362 -35.341405        40.38         45
2023-03-27 01:39:04.567 -35.660955        40.38         45
2023-03-27 01:39:04.773 -35.408679        40.38         45
2023-03-27 01:39:04.999 -35.475953        40.38         45
2023-03-27 01:39:05.206 -35.677773        40.38         45
2023-03-27 01:39:05.398 -35.475953        40.38         45
2023-03-27 01:39:05.608 -35.694592        40.38         45
2023-03-27 01:39:05.817 -35.425497        40.38         45
2023-03-27 01:39:06.025 -35.055492        40.38         45
2023-03-27 01:39:06.227 -35.156403        40.38         45
2023-03-27 01:39:06.441 -35.089129        40.38         45
2023-03-27 01:39:06.649 -35.492771        40.38         45
2023-03-27 01:39:06.857 -34.937763        40.38         45
2023-03-27 01:39:07.065 -34.685487        40.38         45
