               data_ora        rad  temperatura elevazione
2023-03-27 01:31:41.708 -41.866947        40.35         40
2023-03-27 01:31:41.918 -41.799674        40.35         40
2023-03-27 01:31:42.127 -41.799674        40.35         40
2023-03-27 01:31:42.335 -41.799674        40.35         40
2023-03-27 01:31:42.542 -41.850129        40.35         40
2023-03-27 01:31:42.750 -41.866947        40.35         40
2023-03-27 01:31:42.968 -42.606957        40.35         40
2023-03-27 01:31:43.183 -42.169679        40.35         40
2023-03-27 01:31:43.344 -42.220134        40.35         40
2023-03-27 01:31:43.552 -42.220134        40.35         40
2023-03-27 01:31:43.758 -42.051950        40.35         40
2023-03-27 01:31:43.968 -42.186497        40.35         40
2023-03-27 01:31:44.176 -42.220134        40.35         40
2023-03-27 01:31:44.384 -42.337863        40.35         40
2023-03-27 01:31:44.592 -42.438773        40.35         40
2023-03-27 01:31:44.800 -41.984676        40.35         40
2023-03-27 01:31:45.000 -42.085587        40.35         40
2023-03-27 01:31:45.214 -41.900584        40.35         40
2023-03-27 01:31:45.424 -41.850129        40.35         40
2023-03-27 01:31:45.632 -41.564216        40.35         40
2023-03-27 01:31:45.842 -41.227848        40.35         40
2023-03-27 01:31:46.048 -41.816492        40.35         40
2023-03-27 01:31:46.258 -41.261485        40.35         40
2023-03-27 01:31:46.466 -41.866947        40.35         40
2023-03-27 01:31:46.674 -41.984676        40.35         40
2023-03-27 01:31:46.890 -42.102405        40.35         40
2023-03-27 01:31:47.106 -42.018313        40.35         40
2023-03-27 01:31:47.266 -42.203315        40.35         40
2023-03-27 01:31:47.490 -42.371499        40.35         40
2023-03-27 01:31:47.708 -42.623776        40.35         40
2023-03-27 01:31:47.906 -42.556502        40.35         40
2023-03-27 01:31:48.100 -42.825596        40.35         40
2023-03-27 01:31:48.308 -42.909688        40.35         40
2023-03-27 01:31:48.516 -42.791960        40.35         40
2023-03-27 01:31:48.722 -42.926507        40.35         40
2023-03-27 01:31:48.922 -42.775141        40.35         40
2023-03-27 01:31:49.133 -42.960144        40.35         40
2023-03-27 01:31:49.349 -42.758323        40.35         40
2023-03-27 01:31:49.556 -43.077873        40.35         40
2023-03-27 01:31:49.774 -43.161965        40.35         40
2023-03-27 01:31:49.974 -42.960144        40.35         40
2023-03-27 01:31:50.182 -42.606957        40.35         40
2023-03-27 01:31:50.390 -42.674231        40.35         40
2023-03-27 01:31:50.598 -42.691049        40.35         40
2023-03-27 01:31:50.811 -42.388318        40.35         40
2023-03-27 01:31:51.029 -42.943325        40.35         40
2023-03-27 01:31:51.190 -42.438773        40.35         40
2023-03-27 01:31:51.399 -42.354681        40.35         40
2023-03-27 01:31:51.607 -42.623776        40.32         40
2023-03-27 01:31:51.824 -42.640594        40.35         40
2023-03-27 01:31:52.023 -42.909688        40.32         40
2023-03-27 01:31:52.230 -42.018313        40.32         40
2023-03-27 01:31:52.439 -42.186497        40.32         40
2023-03-27 01:31:52.644 -42.438773        40.32         40
2023-03-27 01:31:52.843 -42.102405        40.35         40
2023-03-27 01:31:53.056 -42.102405        40.35         40
2023-03-27 01:31:53.272 -42.136042        40.35         40
2023-03-27 01:31:53.479 -42.321044        40.35         40
2023-03-27 01:31:53.689 -42.421955        40.35         40
2023-03-27 01:31:53.895 -42.388318        40.35         40
2023-03-27 01:31:54.106 -42.085587        40.35         40
2023-03-27 01:31:54.313 -41.766037        40.35         40
2023-03-27 01:31:54.522 -41.766037        40.35         40
2023-03-27 01:31:54.734 -42.321044        40.35         40
2023-03-27 01:31:54.951 -41.984676        40.35         40
2023-03-27 01:31:55.115 -41.766037        40.35         40
2023-03-27 01:31:55.322 -42.001494        40.35         40
2023-03-27 01:31:55.531 -41.951039        40.35         40
2023-03-27 01:31:55.738 -41.951039        40.35         40
2023-03-27 01:31:55.946 -41.799674        40.35         40
2023-03-27 01:31:56.154 -42.136042        40.35         40
2023-03-27 01:31:56.363 -41.967858        40.35         40
2023-03-27 01:31:56.563 -42.220134        40.35         40
2023-03-27 01:31:56.763 -42.119223        40.35         40
2023-03-27 01:31:56.976 -42.068768        40.35         40
2023-03-27 01:31:57.194 -42.236952        40.35         40
2023-03-27 01:31:57.403 -41.900584        40.35         40
2023-03-27 01:31:57.611 -41.681945        40.35         40
2023-03-27 01:31:57.820 -41.816492        40.35         40
2023-03-27 01:31:58.029 -41.547397        40.35         40
2023-03-27 01:31:58.235 -40.992390        40.35         40
2023-03-27 01:31:58.444 -41.026027        40.35         40
2023-03-27 01:31:58.653 -41.126937        40.35         40
2023-03-27 01:31:58.873 -41.463305        40.35         40
2023-03-27 01:31:59.038 -41.547397        40.35         40
2023-03-27 01:31:59.245 -41.547397        40.35         40
2023-03-27 01:31:59.454 -41.396032        40.35         40
2023-03-27 01:31:59.662 -41.530579        40.35         40
2023-03-27 01:31:59.870 -41.766037        40.35         40
2023-03-27 01:32:00.075 -42.102405        40.35         40
2023-03-27 01:32:00.283 -41.816492        40.35         40
2023-03-27 01:32:00.484 -41.429669        40.35         40
2023-03-27 01:32:00.686 -41.749218        40.35         40
2023-03-27 01:32:00.902 -41.967858        40.35         40
2023-03-27 01:32:01.119 -41.631490        40.35         40
2023-03-27 01:32:01.327 -41.917402        40.35         40
2023-03-27 01:32:01.535 -42.270589        40.35         40
2023-03-27 01:32:01.744 -42.371499        40.35         40
2023-03-27 01:32:01.952 -42.590139        40.35         40
2023-03-27 01:32:02.159 -42.539684        40.35         40
2023-03-27 01:32:02.367 -42.590139        40.35         40
2023-03-27 01:32:02.582 -43.044236        40.35         40
2023-03-27 01:32:02.753 -42.791960        40.35         40
2023-03-27 01:32:02.960 -42.573320        40.35         40
2023-03-27 01:32:03.168 -42.825596        40.32         40
2023-03-27 01:32:03.377 -43.094691        40.32         40
2023-03-27 01:32:03.585 -42.993781        40.32         40
2023-03-27 01:32:03.793 -42.960144        40.32         40
2023-03-27 01:32:04.002 -43.212420        40.32         40
2023-03-27 01:32:04.207 -43.044236        40.32         40
2023-03-27 01:32:04.406 -43.128328        40.32         40
2023-03-27 01:32:04.610 -42.943325        40.32         40
2023-03-27 01:32:04.826 -42.573320        40.32         40
2023-03-27 01:32:05.043 -42.337863        40.32         40
2023-03-27 01:32:05.251 -42.606957        40.32         40
2023-03-27 01:32:05.459 -42.438773        40.32         40
2023-03-27 01:32:05.667 -42.001494        40.32         40
2023-03-27 01:32:05.876 -42.220134        40.35         40
2023-03-27 01:32:06.084 -42.035131        40.35         40
2023-03-27 01:32:06.292 -42.068768        40.32         40
2023-03-27 01:32:06.504 -42.455591        40.32         40
2023-03-27 01:32:06.676 -42.438773        40.32         40
2023-03-27 01:32:06.885 -42.169679        40.32         40
2023-03-27 01:32:07.093 -42.321044        40.32         40
2023-03-27 01:32:07.300 -42.556502        40.32         40
2023-03-27 01:32:07.509 -42.539684        40.32         40
2023-03-27 01:32:07.717 -42.438773        40.32         40
2023-03-27 01:32:07.924 -42.203315        40.32         40
2023-03-27 01:32:08.127 -42.674231        40.32         40
2023-03-27 01:32:08.326 -42.926507        40.32         40
2023-03-27 01:32:08.534 -42.976962        40.32         40
2023-03-27 01:32:08.741 -43.027417        40.32         40
2023-03-27 01:32:08.960 -42.859233        40.32         40
2023-03-27 01:32:09.175 -42.876052        40.32         40
2023-03-27 01:32:09.383 -42.691049        40.32         40
2023-03-27 01:32:09.591 -43.229238        40.32         40
2023-03-27 01:32:09.799 -43.212420        40.32         40
2023-03-27 01:32:10.008 -43.380604        40.32         40
2023-03-27 01:32:10.215 -43.330149        40.32         40
2023-03-27 01:32:10.424 -43.531970        40.32         40
2023-03-27 01:32:10.599 -43.229238        40.32         40
2023-03-27 01:32:10.807 -43.296512        40.32         40
2023-03-27 01:19:38.028 -35.341405        40.41         35
2023-03-27 01:19:38.236 -35.745047        40.41         35
2023-03-27 01:19:38.444 -36.215962        40.41         35
2023-03-27 01:19:38.653 -35.845957        40.41         35
2023-03-27 01:19:38.861 -36.316873        40.41         35
2023-03-27 01:19:39.067 -36.098234        40.41         35
2023-03-27 01:19:39.275 -35.694592        40.41         35
2023-03-27 01:19:39.492 -35.745047        40.41         35
2023-03-27 01:19:39.709 -35.745047        40.41         35
2023-03-27 01:19:39.869 -35.879594        40.41         35
2023-03-27 01:19:40.078 -35.963686        40.41         35
2023-03-27 01:19:40.286 -35.980505        40.41         35
2023-03-27 01:19:40.494 -36.081415        40.41         35
2023-03-27 01:19:40.702 -35.862776        40.41         35
2023-03-27 01:19:40.909 -35.761865        40.41         35
2023-03-27 01:19:41.118 -35.812321        40.41         35
2023-03-27 01:19:41.327 -35.644137        40.41         35
2023-03-27 01:19:41.531 -35.627318        40.41         35
2023-03-27 01:19:41.739 -35.845957        40.41         35
2023-03-27 01:19:41.951 -35.963686        40.41         35
2023-03-27 01:19:42.159 -35.677773        40.41         35
2023-03-27 01:19:42.368 -35.290950        40.41         35
2023-03-27 01:19:42.576 -35.307768        40.41         35
2023-03-27 01:19:42.783 -35.408679        40.41         35
2023-03-27 01:19:42.992 -35.845957        40.41         35
2023-03-27 01:19:43.200 -36.131870        40.41         35
2023-03-27 01:19:43.409 -35.492771        40.41         35
2023-03-27 01:19:43.627 -35.829139        40.41         35
2023-03-27 01:19:43.790 -36.653241        40.41         35
2023-03-27 01:19:44.000 -36.400965        40.41         35
2023-03-27 01:19:44.209 -36.518694        40.41         35
2023-03-27 01:19:44.415 -36.670059        40.41         35
2023-03-27 01:19:44.626 -36.165507        40.41         35
2023-03-27 01:19:44.834 -36.300054        40.41         35
2023-03-27 01:19:45.042 -36.215962        40.41         35
2023-03-27 01:19:45.250 -36.148689        40.41         35
2023-03-27 01:19:45.455 -35.761865        40.41         35
2023-03-27 01:19:45.654 -35.812321        40.41         35
2023-03-27 01:19:45.867 -35.644137        40.41         35
2023-03-27 01:19:46.081 -35.610500        40.41         35
2023-03-27 01:19:46.291 -35.021856        40.41         35
2023-03-27 01:19:46.499 -35.190040        40.41         35
2023-03-27 01:19:46.707 -34.887308        40.41         35
2023-03-27 01:19:46.916 -35.223676        40.41         35
2023-03-27 01:19:47.122 -35.290950        40.41         35
2023-03-27 01:19:47.333 -35.089129        40.41         35
2023-03-27 01:19:47.555 -35.122766        40.41         35
2023-03-27 01:19:47.762 -35.391860        40.41         35
2023-03-27 01:19:47.923 -35.829139        40.41         35
2023-03-27 01:19:48.131 -35.963686        40.41         35
2023-03-27 01:19:48.340 -36.333691        40.41         35
2023-03-27 01:19:48.548 -36.350510        40.41         35
2023-03-27 01:19:48.756 -36.451420        40.41         35
2023-03-27 01:19:48.963 -36.451420        40.41         35
2023-03-27 01:19:49.173 -36.518694        40.41         35
2023-03-27 01:19:49.377 -36.249599        40.41         35
2023-03-27 01:19:49.573 -36.855062        40.41         35
2023-03-27 01:19:49.781 -36.585967        40.41         35
2023-03-27 01:19:50.000 -36.367328        40.41         35
2023-03-27 01:19:50.212 -36.703696        40.41         35
2023-03-27 01:19:50.421 -36.585967        40.41         35
2023-03-27 01:19:50.629 -36.703696        40.41         35
2023-03-27 01:19:50.838 -37.023246        40.41         35
2023-03-27 01:19:51.046 -37.056883        40.41         35
2023-03-27 01:19:51.255 -36.434602        40.41         35
2023-03-27 01:19:51.462 -36.468239        40.41         35
2023-03-27 01:19:51.669 -36.585967        40.41         35
2023-03-27 01:19:51.886 -36.770970        40.41         35
2023-03-27 01:19:52.055 -36.770970        40.41         35
2023-03-27 01:19:52.263 -36.804607        40.41         35
2023-03-27 01:19:52.472 -36.720515        40.41         35
2023-03-27 01:19:52.680 -36.955972        40.41         35
2023-03-27 01:19:52.888 -36.939154        40.41         35
2023-03-27 01:19:53.096 -37.225067        40.41         35
2023-03-27 01:19:53.300 -37.309159        40.41         35
2023-03-27 01:19:53.500 -37.410069        40.41         35
2023-03-27 01:19:53.705 -37.107338        40.41         35
2023-03-27 01:19:53.911 -37.712801        40.41         35
2023-03-27 01:19:54.129 -37.342796        40.41         35
2023-03-27 01:19:54.343 -37.325977        40.41         35
2023-03-27 01:19:54.554 -36.989609        40.41         35
2023-03-27 01:19:54.760 -36.821425        40.41         35
2023-03-27 01:19:54.970 -37.157793        40.41         35
2023-03-27 01:19:55.176 -36.636423        40.41         35
2023-03-27 01:19:55.386 -36.232781        40.41         35
2023-03-27 01:19:55.594 -36.165507        40.41         35
2023-03-27 01:19:55.802 -35.795502        40.41         35
2023-03-27 01:19:55.978 -35.358224        40.41         35
2023-03-27 01:19:56.185 -35.206858        40.41         35
2023-03-27 01:19:56.395 -35.072311        40.41         35
2023-03-27 01:19:56.604 -34.870490        40.41         35
2023-03-27 01:19:56.835 -35.055492        40.41         35
2023-03-27 01:19:57.034 -34.685487        40.41         35
2023-03-27 01:19:57.225 -35.072311        40.38         35
2023-03-27 01:19:57.423 -35.005037        40.38         35
2023-03-27 01:19:57.628 -34.214572        40.38         35
2023-03-27 01:19:57.836 -34.382756        40.38         35
2023-03-27 01:19:58.044 -34.853671        40.38         35
2023-03-27 01:19:58.258 -35.492771        40.38         35
2023-03-27 01:19:58.477 -35.879594        40.38         35
2023-03-27 01:19:58.684 -35.358224        40.38         35
2023-03-27 01:19:58.901 -35.206858        40.38         35
2023-03-27 01:19:59.101 -35.257313        40.38         35
2023-03-27 01:19:59.309 -35.425497        40.38         35
2023-03-27 01:19:59.518 -35.156403        40.38         35
2023-03-27 01:19:59.726 -34.904127        40.38         35
2023-03-27 01:19:59.933 -34.971400        40.38         35
2023-03-27 01:20:00.109 -34.735943        40.38         35
2023-03-27 01:20:00.318 -34.433211        40.38         35
2023-03-27 01:20:00.526 -34.433211        40.38         35
2023-03-27 01:20:00.734 -34.735943        40.38         35
2023-03-27 01:20:00.951 -34.466848        40.38         35
2023-03-27 01:20:01.149 -34.550940        40.38         35
2023-03-27 01:20:01.348 -34.584577        40.38         35
2023-03-27 01:20:01.551 -33.928659        40.38         35
2023-03-27 01:20:01.759 -33.979114        40.38         35
2023-03-27 01:20:01.967 -34.399574        40.38         35
2023-03-27 01:20:02.173 -34.096843        40.38         35
2023-03-27 01:20:02.389 -34.651851        40.38         35
2023-03-27 01:20:02.605 -34.248209        40.38         35
2023-03-27 01:20:02.814 -34.029570        40.38         35
2023-03-27 01:20:03.023 -34.685487        40.38         35
2023-03-27 01:20:03.232 -35.105948        40.38         35
2023-03-27 01:20:03.438 -35.358224        40.38         35
2023-03-27 01:20:03.648 -36.316873        40.38         35
2023-03-27 01:20:03.856 -35.543226        40.38         35
2023-03-27 01:20:04.031 -35.644137        40.38         35
2023-03-27 01:20:04.240 -36.081415        40.38         35
2023-03-27 01:20:04.449 -36.569149        40.38         35
2023-03-27 01:20:04.655 -36.333691        40.38         35
2023-03-27 01:20:04.865 -36.585967        40.38         35
2023-03-27 01:20:05.071 -36.384147        40.38         35
2023-03-27 01:20:05.271 -36.585967        40.38         35
2023-03-27 01:20:05.474 -36.552331        40.38         35
2023-03-27 01:20:05.682 -36.770970        40.38         35
2023-03-27 01:20:05.906 -37.309159        40.38         35
2023-03-27 01:20:06.098 -37.157793        40.38         35
2023-03-27 01:20:06.306 -36.989609        40.38         35
2023-03-27 01:20:06.522 -37.073701        40.38         35
2023-03-27 01:20:06.739 -36.602786        40.38         35
2023-03-27 01:20:06.947 -35.677773        40.38         35
2023-03-27 01:20:07.155 -35.593681        40.38         35
2023-03-27 01:20:07.363 -36.384147        40.38         35
2023-03-27 01:20:07.569 -36.384147        40.38         35
2023-03-27 01:20:07.780 -36.384147        40.38         35
2023-03-27 01:20:07.988 -36.232781        40.38         35
2023-03-27 01:20:08.164 -36.215962        40.38         35
2023-03-27 01:20:08.373 -36.316873        40.38         35
2023-03-27 01:20:08.581 -36.081415        40.38         35
2023-03-27 01:20:08.789 -36.165507        40.38         35
2023-03-27 01:20:08.994 -36.030960        40.38         35
2023-03-27 01:20:09.194 -35.644137        40.38         35
2023-03-27 01:20:09.397 -36.115052        40.38         35
2023-03-27 01:20:09.603 -36.014142        40.38         35
2023-03-27 01:20:09.813 -35.946868        40.38         35
2023-03-27 01:20:10.020 -35.997323        40.38         35
2023-03-27 01:20:10.230 -36.535512        40.38         35
2023-03-27 01:20:10.438 -36.871880        40.38         35
2023-03-27 01:20:10.656 -36.787788        40.38         35
2023-03-27 01:20:10.869 -36.922336        40.38         35
2023-03-27 01:20:11.078 -37.191430        40.38         35
2023-03-27 01:20:11.286 -37.309159        40.38         35
2023-03-27 01:20:11.495 -37.494161        40.35         35
2023-03-27 01:20:11.702 -37.090520        40.35         35
2023-03-27 01:20:11.912 -37.359614        40.35         35
2023-03-27 01:20:12.088 -37.376433        40.35         35
2023-03-27 01:20:12.296 -36.871880        40.35         35
2023-03-27 01:20:12.502 -37.410069        40.35         35
2023-03-27 01:20:12.705 -37.426888        40.35         35
2023-03-27 01:20:12.920 -36.955972        40.35         35
2023-03-27 01:20:13.119 -36.989609        40.35         35
2023-03-27 01:20:13.320 -37.023246        40.35         35
2023-03-27 01:20:13.529 -36.871880        40.35         35
2023-03-27 01:20:13.731 -36.619604        40.35         35
2023-03-27 01:20:13.945 -37.090520        40.35         35
2023-03-27 01:20:14.153 -37.056883        40.35         35
2023-03-27 01:20:14.361 -37.325977        40.35         35
2023-03-27 01:20:14.569 -37.292340        40.35         35
2023-03-27 01:20:14.784 -37.897803        40.35         35
2023-03-27 01:20:15.002 -37.931440        40.35         35
2023-03-27 01:20:15.210 -38.133261        40.35         35
2023-03-27 01:20:15.418 -38.503266        40.35         35
2023-03-27 01:20:15.626 -38.839634        40.35         35
2023-03-27 01:20:15.835 -39.747828        40.35         35
2023-03-27 01:20:16.043 -39.731010        40.35         35
2023-03-27 01:20:16.219 -39.932830        40.35         35
2023-03-27 01:20:16.427 -39.831920        40.35         35
2023-03-27 01:20:16.635 -39.697373        40.35         35
2023-03-27 01:20:16.842 -39.209639        40.35         35
2023-03-27 01:20:17.040 -39.226457        40.35         35
2023-03-27 01:20:17.243 -39.411460        40.35         35
2023-03-27 01:20:17.451 -39.243276        40.35         35
2023-03-27 01:20:17.660 -38.991000        40.35         35
2023-03-27 01:20:17.865 -38.957363        40.35         35
2023-03-27 01:20:18.076 -38.974181        40.35         35
2023-03-27 01:20:18.284 -38.974181        40.35         35
2023-03-27 01:20:18.492 -38.822816        40.35         35
2023-03-27 01:20:18.700 -38.974181        40.35         35
2023-03-27 01:20:18.919 -38.654631        40.35         35
2023-03-27 01:20:19.132 -39.108728        40.35         35
2023-03-27 01:20:19.340 -38.805997        40.35         35
2023-03-27 01:20:19.549 -39.041455        40.35         35
2023-03-27 01:20:19.758 -39.310549        40.35         35
2023-03-27 01:20:19.964 -39.243276        40.35         35
2023-03-27 01:20:20.141 -38.974181        40.35         35
2023-03-27 01:20:20.348 -38.755542        40.35         35
2023-03-27 01:20:20.556 -38.688268        40.35         35
2023-03-27 01:20:20.763 -39.226457        40.35         35
2023-03-27 01:20:20.963 -38.957363        40.35         35
2023-03-27 01:20:21.165 -38.772360        40.35         35
2023-03-27 01:20:21.375 -38.166898        40.35         35
2023-03-27 01:20:21.583 -38.250990        40.35         35
2023-03-27 01:20:21.800 -38.284627        40.35         35
2023-03-27 01:20:21.996 -38.133261        40.35         35
2023-03-27 01:20:22.208 -38.520084        40.35         35
2023-03-27 01:20:22.416 -38.150079        40.35         35
2023-03-27 01:20:22.622 -38.301445        40.35         35
2023-03-27 01:20:22.836 -38.318263        40.35         35
2023-03-27 01:20:23.051 -37.981895        40.35         35
2023-03-27 01:20:23.265 -37.847348        40.35         35
2023-03-27 01:20:23.471 -37.292340        40.35         35
2023-03-27 01:20:23.680 -37.780074        40.35         35
2023-03-27 01:20:23.889 -37.729619        40.35         35
2023-03-27 01:20:24.059 -37.426888        40.35         35
2023-03-27 01:20:24.273 -37.090520        40.35         35
2023-03-27 01:20:24.482 -36.955972        40.35         35
2023-03-27 01:20:24.685 -36.939154        40.35         35
2023-03-27 01:20:24.885 -36.619604        40.35         35
2023-03-27 01:20:25.085 -36.754151        40.35         35
2023-03-27 01:20:25.297 -36.686878        40.35         35
2023-03-27 01:20:25.506 -37.258704        40.35         35
2023-03-27 01:20:25.714 -37.090520        40.35         35
2023-03-27 01:20:25.922 -36.939154        40.35         35
2023-03-27 01:20:26.130 -36.602786        40.35         35
2023-03-27 01:20:26.339 -36.888699        40.35         35
2023-03-27 01:20:26.547 -37.578253        40.35         35
2023-03-27 01:20:26.755 -37.645527        40.35         35
2023-03-27 01:20:26.962 -37.645527        40.35         35
2023-03-27 01:20:27.182 -37.847348        40.35         35
2023-03-27 01:20:27.395 -38.015532        40.35         35
2023-03-27 01:20:27.605 -38.435992        40.35         35
2023-03-27 01:20:27.813 -38.654631        40.32         35
2023-03-27 01:20:28.020 -38.284627        40.32         35
2023-03-27 01:20:28.197 -37.981895        40.32         35
2023-03-27 01:20:28.405 -38.435992        40.32         35
2023-03-27 01:20:28.608 -38.065987        40.32         35
2023-03-27 01:20:28.808 -37.544617        40.35         35
2023-03-27 01:20:29.012 -37.107338        40.32         35
2023-03-27 01:20:29.221 -36.871880        40.32         35
2023-03-27 01:20:29.429 -36.400965        40.32         35
2023-03-27 01:20:29.638 -36.215962        40.35         35
2023-03-27 01:20:29.846 -36.030960        40.32         35
2023-03-27 01:20:30.054 -35.896413        40.35         35
2023-03-27 01:20:30.683 -36.081415        40.35         35
2023-03-27 01:20:30.697 -37.006428        40.32         35
2023-03-27 01:20:30.710 -37.948258        40.32         35
2023-03-27 01:20:30.887 -38.318263        40.32         35
2023-03-27 01:20:31.100 -39.075092        40.32         35
2023-03-27 01:20:31.316 -39.361005        40.32         35
2023-03-27 01:20:31.527 -39.041455        40.35         35
2023-03-27 01:20:31.734 -39.058273        40.32         35
2023-03-27 01:20:31.942 -38.267808        40.35         35
2023-03-27 01:20:32.150 -37.763256        40.32         35
2023-03-27 01:20:32.334 -37.275522        40.32         35
2023-03-27 01:20:32.535 -37.157793        40.32         35
2023-03-27 01:20:32.735 -37.241885        40.32         35
2023-03-27 01:20:32.935 -37.309159        40.32         35
2023-03-27 01:20:33.143 -37.780074        40.35         35
2023-03-27 01:20:33.351 -38.335082        40.32         35
2023-03-27 01:20:33.559 -38.284627        40.32         35
2023-03-27 01:20:33.766 -38.335082        40.32         35
2023-03-27 01:20:33.976 -38.637813        40.35         35
2023-03-27 01:20:34.184 -38.503266        40.35         35
2023-03-27 01:20:34.401 -37.796893        40.35         35
2023-03-27 01:20:34.600 -36.939154        40.35         35
2023-03-27 01:20:34.809 -35.509589        40.35         35
2023-03-27 01:20:35.017 -34.870490        40.35         35
2023-03-27 01:20:35.226 -34.265027        40.35         35
2023-03-27 01:20:35.443 -34.971400        40.35         35
2023-03-27 01:20:35.658 -35.358224        40.32         35
2023-03-27 01:20:35.865 -36.266418        40.32         35
2023-03-27 01:20:36.073 -37.258704        40.32         35
2023-03-27 01:20:36.250 -38.974181        40.32         35
2023-03-27 01:20:36.458 -39.680554        40.32         35
2023-03-27 01:20:36.660 -40.386927        40.32         35
2023-03-27 01:20:36.858 -40.723296        40.32         35
2023-03-27 01:20:37.066 -39.916012        40.32         35
2023-03-27 01:20:37.274 -39.377823        40.32         35
2023-03-27 01:20:37.482 -38.402355        40.32         35
2023-03-27 01:20:37.691 -37.729619        40.35         35
2023-03-27 01:20:37.896 -36.703696        40.32         35
2023-03-27 01:20:38.107 -35.694592        40.35         35
2023-03-27 01:20:38.315 -34.920945        40.35         35
2023-03-27 01:20:38.524 -34.954582        40.35         35
2023-03-27 01:20:38.733 -34.937763        40.35         35
2023-03-27 01:20:38.941 -35.795502        40.35         35
2023-03-27 01:20:39.147 -37.191430        40.35         35
2023-03-27 01:20:39.360 -38.604176        40.32         35
2023-03-27 01:20:39.577 -39.377823        40.32         35
2023-03-27 01:20:39.788 -40.403746        40.35         35
2023-03-27 01:20:39.996 -41.110119        40.35         35
2023-03-27 01:20:40.205 -41.631490        40.35         35
2023-03-27 01:20:40.380 -40.454201        40.35         35
2023-03-27 01:20:40.583 -40.605567        40.35         35
2023-03-27 01:20:40.780 -39.579644        40.35         35
2023-03-27 01:20:40.987 -37.376433        40.32         35
2023-03-27 01:20:41.196 -35.660955        40.35         35
2023-03-27 01:20:41.405 -32.902736        40.35         35
2023-03-27 01:20:41.613 -30.009970        40.35         35
2023-03-27 01:20:41.822 -27.134023        40.35         35
2023-03-27 01:20:42.028 -25.485819        40.35         35
2023-03-27 01:20:42.239 -24.056254        40.35         35
2023-03-27 01:20:42.448 -23.299426        40.35         35
2023-03-27 01:20:42.671 -23.719886        40.35         35
2023-03-27 01:20:42.880 -24.493533        40.35         35
2023-03-27 01:20:43.086 -26.663107        40.35         35
2023-03-27 01:20:43.296 -29.286779        40.35         35
2023-03-27 01:20:43.499 -31.927269        40.35         35
2023-03-27 01:20:43.712 -34.180935        40.35         35
2023-03-27 01:20:43.920 -35.795502        40.35         35
2023-03-27 01:20:44.127 -37.006428        40.35         35
2023-03-27 01:20:44.304 -37.275522        40.35         35
2023-03-27 01:20:44.507 -36.770970        40.35         35
2023-03-27 01:20:44.705 -36.316873        40.35         35
2023-03-27 01:20:44.912 -35.459134        40.35         35
2023-03-27 01:20:45.122 -35.072311        40.35         35
2023-03-27 01:20:45.330 -34.836853        40.35         35
2023-03-27 01:20:45.536 -34.635032        40.35         35
2023-03-27 01:20:45.746 -35.190040        40.35         35
2023-03-27 01:20:45.954 -36.064597        40.35         35
2023-03-27 01:20:46.162 -37.140975        40.35         35
2023-03-27 01:20:46.370 -38.553721        40.35         35
2023-03-27 01:20:46.578 -39.781465        40.35         35
2023-03-27 01:20:46.786 -41.076482        40.35         35
2023-03-27 01:20:46.995 -41.883766        40.35         35
2023-03-27 01:20:47.202 -41.934221        40.35         35
2023-03-27 01:20:47.414 -42.085587        40.35         35
2023-03-27 01:20:47.631 -41.967858        40.35         35
2023-03-27 01:20:47.842 -42.337863        40.35         35
2023-03-27 01:20:48.051 -41.614671        40.35         35
2023-03-27 01:20:48.227 -41.530579        40.35         35
2023-03-27 01:20:48.426 -40.471019        40.35         35
2023-03-27 01:20:48.628 -40.555111        40.35         35
2023-03-27 01:20:48.836 -41.009208        40.35         35
2023-03-27 01:20:49.044 -40.723296        40.35         35
2023-03-27 01:20:49.252 -40.975572        40.35         35
2023-03-27 01:20:49.460 -41.278303        40.35         35
2023-03-27 01:20:49.669 -41.311940        40.35         35
2023-03-27 01:20:49.877 -41.244666        40.35         35
2023-03-27 01:20:50.084 -41.379213        40.35         35
2023-03-27 01:20:50.292 -41.766037        40.38         35
2023-03-27 01:20:50.501 -41.967858        40.35         35
2023-03-27 01:20:50.710 -42.304226        40.35         35
2023-03-27 01:20:50.918 -42.590139        40.35         35
2023-03-27 01:20:51.126 -42.590139        40.38         35
2023-03-27 01:20:51.335 -42.842415        40.38         35
2023-03-27 01:20:51.553 -42.842415        40.38         35
2023-03-27 01:20:51.767 -42.724686        40.38         35
2023-03-27 01:20:51.974 -43.313330        40.38         35
2023-03-27 01:20:52.149 -43.397422        40.38         35
2023-03-27 01:20:52.349 -43.515151        40.38         35
2023-03-27 01:20:52.551 -43.481514        40.38         35
2023-03-27 01:20:52.759 -43.077873        40.38         35
2023-03-27 01:20:52.967 -43.161965        40.38         35
2023-03-27 01:20:53.175 -43.431059        40.38         35
2023-03-27 01:20:53.382 -43.784246        40.38         35
2023-03-27 01:20:53.592 -43.599243        40.38         35
2023-03-27 01:20:53.800 -44.120614        40.38         35
2023-03-27 01:20:54.008 -43.464696        40.38         35
2023-03-27 01:20:54.215 -43.683335        40.38         35
2023-03-27 01:20:54.425 -43.935611        40.38         35
2023-03-27 01:20:54.633 -43.296512        40.38         35
2023-03-27 01:20:54.841 -43.616062        40.38         35
2023-03-27 01:20:55.049 -43.582425        40.38         35
2023-03-27 01:20:55.258 -43.868338        40.38         35
