               data_ora         rad  temperatura
2023-04-21 22:21:26.049    3.018311        40.38
2023-04-21 22:21:26.266    3.152866        40.38
2023-04-21 22:21:26.482    2.934214        40.38
2023-04-21 22:21:26.690    2.951033        40.38
2023-04-21 22:21:26.897    2.917394        40.38
2023-04-21 22:21:27.107    2.934214        40.38
2023-04-21 22:21:27.314    3.152866        40.38
2023-04-21 22:21:27.490    3.068769        40.38
2023-04-21 22:21:27.698    3.186505        40.38
2023-04-21 22:21:27.907    3.051950        40.38
2023-04-21 22:21:28.132    2.984672        40.38
2023-04-21 22:21:28.316    3.018311        40.38
2023-04-21 22:21:28.516    2.984672        40.38
2023-04-21 22:21:28.724    3.220143        40.38
2023-04-21 22:21:28.932    3.287421        40.38
2023-04-21 22:21:29.141    3.421976        40.38
2023-04-21 22:21:29.348    3.522892        40.38
2023-04-21 22:21:29.557    3.220143        40.38
2023-04-21 22:21:29.765    3.169685        40.38
2023-04-21 22:21:29.973    3.405157        40.38
2023-04-21 22:21:30.180    3.606989        40.38
2023-04-21 22:21:30.399    3.287421        40.38
2023-04-21 22:21:30.614    3.220143        40.38
2023-04-21 22:21:30.822    3.438795        40.38
2023-04-21 22:21:31.030    3.506073        40.38
2023-04-21 22:21:31.239    3.455615        40.38
2023-04-21 22:21:31.448    3.220143        40.38
2023-04-21 22:21:31.622    3.001491        40.38
2023-04-21 22:21:31.830    3.220143        40.38
2023-04-21 22:21:32.036    3.051950        40.38
2023-04-21 22:21:32.236    2.984672        40.38
2023-04-21 22:21:32.439    3.220143        40.38
2023-04-21 22:21:32.648    2.782839        40.38
2023-04-21 22:21:32.856    3.102408        40.38
2023-04-21 22:21:33.064    2.766020        40.38
2023-04-21 22:21:33.271    2.816478        40.38
2023-04-21 22:21:33.481    2.866936        40.38
2023-04-21 22:21:33.688    2.833298        40.38
2023-04-21 22:21:33.896    2.766020        40.38
2023-04-21 22:21:34.106    2.883756        40.38
2023-04-21 22:21:34.311    2.967853        40.38
2023-04-21 22:21:34.534    3.035130        40.38
2023-04-21 22:21:34.746    2.850117        40.38
2023-04-21 22:21:34.952    3.085588        40.38
2023-04-21 22:21:35.161    3.035130        40.38
2023-04-21 22:21:35.371    3.035130        40.38
2023-04-21 22:21:35.545    2.917394        40.38
2023-04-21 22:21:35.755    2.984672        40.38
2023-04-21 22:21:35.958    2.900575        40.38
2023-04-21 22:21:36.155    3.001491        40.38
2023-04-21 22:21:36.363    3.236963        40.38
2023-04-21 22:21:36.572    3.321060        40.38
2023-04-21 22:21:36.778    2.967853        40.38
2023-04-21 22:21:36.987    3.506073        40.38
2023-04-21 22:21:37.196    3.304240        40.38
2023-04-21 22:21:37.404    3.220143        40.38
2023-04-21 22:21:37.612    3.152866        40.38
2023-04-21 22:21:37.821    3.119227        40.38
2023-04-21 22:21:38.029    3.203324        40.38
2023-04-21 22:21:38.237    3.337879        40.38
2023-04-21 22:21:38.450    3.506073        40.38
2023-04-21 22:21:38.669    3.253782        40.38
2023-04-21 22:21:38.877    3.489254        40.38
2023-04-21 22:21:39.085    3.203324        40.38
2023-04-21 22:21:39.294    3.152866        40.35
2023-04-21 22:21:39.469    3.556531        40.35
2023-04-21 22:21:39.677    3.405157        40.38
2023-04-21 22:21:39.878    3.253782        40.38
2023-04-21 22:21:40.078    3.169685        40.35
2023-04-21 22:21:40.285    3.354699        40.35
2023-04-21 22:21:40.494    3.337879        40.35
2023-04-21 22:21:40.702    3.489254        40.35
2023-04-21 22:21:40.911    3.186505        40.35
2023-04-21 22:21:41.119    3.522892        40.35
2023-04-21 22:21:41.327    3.119227        40.35
2023-04-21 22:21:41.534    3.337879        40.35
2023-04-21 22:21:41.743    3.472434        40.35
2023-04-21 22:21:41.951    3.220143        40.35
2023-04-21 22:21:42.160    3.321060        40.35
2023-04-21 22:21:42.371    3.102408        40.35
2023-04-21 22:21:42.588    3.455615        40.35
2023-04-21 22:21:42.800    3.136047        40.35
2023-04-21 22:21:43.007    3.354699        40.35
2023-04-21 22:21:43.215    3.270602        40.35
2023-04-21 22:21:43.394    3.136047        40.35
2023-04-21 22:21:43.601    3.270602        40.35
2023-04-21 22:21:43.801    3.590170        40.35
2023-04-21 22:21:44.001    3.556531        40.35
2023-04-21 22:21:44.209    3.606989        40.35
2023-04-21 22:21:44.418    3.304240        40.35
2023-04-21 22:21:44.626    3.321060        40.35
2023-04-21 22:21:44.834    3.724725        40.35
2023-04-21 22:21:45.042    3.253782        40.35
2023-04-21 22:21:45.251    3.707906        40.35
2023-04-21 22:21:45.459    3.354699        40.35
2023-04-21 22:21:45.668    3.354699        40.35
2023-04-21 22:21:45.876    3.354699        40.35
2023-04-21 22:21:46.099    3.388337        40.35
2023-04-21 22:21:46.306    3.674267        40.35
2023-04-21 22:21:46.503    3.136047        40.35
2023-04-21 22:21:46.722    3.220143        40.35
2023-04-21 22:21:46.933    3.455615        40.35
2023-04-21 22:21:47.139    3.472434        40.35
2023-04-21 22:21:47.317    3.522892        40.35
2023-04-21 22:21:47.524    3.573351        40.35
2023-04-21 22:21:47.724    3.186505        40.35
2023-04-21 22:21:47.925    3.388337        40.35
2023-04-21 22:21:48.134    3.405157        40.35
2023-04-21 22:21:48.342    3.556531        40.35
2023-04-21 22:21:48.550    3.304240        40.35
2023-04-21 22:21:48.758    3.590170        40.35
2023-04-21 22:21:48.966    3.606989        40.35
2023-04-21 22:21:49.173    3.489254        40.35
2023-04-21 22:21:49.381    3.287421        40.35
2023-04-21 22:21:49.590    3.253782        40.35
2023-04-21 22:21:49.798    3.455615        40.35
2023-04-21 22:21:50.007    3.186505        40.35
2023-04-21 22:21:50.214    3.573351        40.35
2023-04-21 22:21:50.422    3.236963        40.35
2023-04-21 22:21:50.639    3.321060        40.35
2023-04-21 22:21:50.856    3.287421        40.35
2023-04-21 22:21:51.064    3.472434        40.35
2023-04-21 22:21:51.272    3.489254        40.35
2023-04-21 22:21:51.445    3.388337        40.35
2023-04-21 22:21:51.644    3.556531        40.35
2023-04-21 22:21:51.849    3.455615        40.35
2023-04-21 22:21:52.058    3.220143        40.35
2023-04-21 22:21:52.266    3.220143        40.35
2023-04-21 22:21:52.474    3.539712        40.35
2023-04-21 22:21:52.682    3.388337        40.35
2023-04-21 22:21:52.890    3.018311        40.35
2023-04-21 22:21:53.096    3.539712        40.35
2023-04-21 22:21:53.307    3.186505        40.35
2023-04-21 22:21:53.513    3.337879        40.35
2023-04-21 22:21:53.726    3.640628        40.35
2023-04-21 22:21:53.930    3.220143        40.35
2023-04-21 22:21:54.138    3.438795        40.35
2023-04-21 22:21:54.346    3.472434        40.35
2023-04-21 22:21:54.558    3.220143        40.35
2023-04-21 22:21:54.777    3.506073        40.35
2023-04-21 22:21:54.988    3.371518        40.35
2023-04-21 22:21:55.196    3.388337        40.35
2023-04-21 22:21:55.372    3.489254        40.35
2023-04-21 22:21:55.579    3.405157        40.35
2023-04-21 22:21:55.788    3.506073        40.35
2023-04-21 22:21:55.980    3.186505        40.35
2023-04-21 22:21:56.188    3.304240        40.35
2023-04-21 22:21:56.396    3.691086        40.35
2023-04-21 22:21:56.604    3.590170        40.35
2023-04-21 22:21:56.811    3.421976        40.35
2023-04-21 22:21:57.020    3.421976        40.35
2023-04-21 22:21:57.229    3.657447        40.35
2023-04-21 22:21:57.437    3.623809        40.38
2023-04-21 22:21:57.644    3.455615        40.35
2023-04-21 22:21:57.854    3.438795        40.35
2023-04-21 22:21:58.062    3.506073        40.35
2023-04-21 22:21:58.270    3.371518        40.35
2023-04-21 22:21:58.477    3.354699        40.35
2023-04-21 22:21:58.692    3.236963        40.35
2023-04-21 22:21:58.909    3.287421        40.35
2023-04-21 22:21:59.119    3.573351        40.35
