           data_ora  elevazione  azimuth
2023-03-16 23:56:02        20.0    305.0
2023-03-16 23:56:05        20.0    305.0
2023-03-16 23:56:08        20.0    305.0
2023-03-16 23:56:11        20.0    305.0
2023-03-16 23:56:14        20.0    305.0
2023-03-16 23:56:17        20.0    305.0
2023-03-16 23:56:20        20.0    305.0
2023-03-16 23:56:23        20.0    305.0
2023-03-16 23:56:26        20.0    305.0
2023-03-16 23:56:29        20.0    305.0
2023-03-16 23:56:32        20.0    305.0
2023-03-16 23:56:35        20.0    305.0
2023-03-16 23:56:38        20.0    305.0
2023-03-16 23:56:41        20.0    305.0
2023-03-16 23:56:44        20.0    305.0
2023-03-16 23:56:47        20.0    305.0
2023-03-16 23:56:50        20.0    305.0
2023-03-16 23:56:53        20.0    305.0
2023-03-16 23:56:56        20.0    305.0
2023-03-16 23:56:59        20.0    305.0
2023-03-16 23:57:02        20.0    305.0
2023-03-16 23:57:05        20.0    305.0
2023-03-16 23:57:08        20.0    305.0
2023-03-16 23:57:11        20.0    305.0
2023-03-16 23:57:14        20.0    305.0
2023-03-16 23:57:17        20.0    305.0
2023-03-16 23:57:20        20.0    305.0
2023-03-16 23:57:23        20.0    305.0
2023-03-16 23:57:26        20.0    305.0
2023-03-16 23:57:29        20.0    305.0
2023-03-16 23:57:32        20.0    305.0
2023-03-16 23:57:35        20.0    305.0
2023-03-16 23:57:38        20.0    305.0
2023-03-16 23:57:41        20.0    305.0
2023-03-16 23:57:44        20.0    305.0
2023-03-16 23:57:47        20.0    305.0
2023-03-16 23:57:50        20.0    305.0
2023-03-16 23:57:53        20.0    305.0
2023-03-16 23:57:56        20.0    305.0
2023-03-16 23:57:59        20.0    305.0
2023-03-16 23:58:02        20.0    305.0
2023-03-16 23:58:05        20.0    305.0
2023-03-16 23:58:08        20.0    305.0
2023-03-16 23:58:11        20.0    305.0
2023-03-16 23:58:14        20.0    305.0
2023-03-16 23:58:17        20.0    305.0
2023-03-16 23:58:20        20.0    305.0
2023-03-16 23:58:23        20.0    305.0
2023-03-16 23:58:26        20.0    305.0
2023-03-16 23:58:29        20.0    305.0
2023-03-16 23:58:32        20.0    305.0
2023-03-16 23:58:35        20.0    305.0
2023-03-16 23:58:38        20.0    305.0
2023-03-16 23:58:41        20.0    305.0
2023-03-16 23:58:44        20.0    305.0
2023-03-16 23:58:47        20.0    305.0
2023-03-16 23:58:50        20.0    305.0
2023-03-16 23:58:53        20.0    305.0
2023-03-16 23:58:56        20.0    305.0
2023-03-16 23:58:59        20.0    305.0
2023-03-16 23:59:02        20.0    305.0
2023-03-16 23:59:05        20.0    305.0
2023-03-16 23:59:08        20.0    305.0
2023-03-16 23:59:11        20.0    305.0
2023-03-16 23:59:14        20.0    305.0
2023-03-16 23:59:17        20.0    305.0
2023-03-16 23:59:20        20.0    305.0
2023-03-16 23:59:23        20.0    305.0
2023-03-16 23:59:26        20.0    305.0
2023-03-16 23:59:29        20.0    305.0
2023-03-16 23:59:32        20.0    305.0
2023-03-16 23:59:35        20.0    305.0
2023-03-16 23:59:38        20.0    305.0
2023-03-16 23:59:41        20.0    305.0
2023-03-16 23:59:44        20.0    305.0
2023-03-16 23:59:47        20.0    305.0
2023-03-16 23:59:50        20.0    305.0
2023-03-16 23:59:53        20.0    305.0
2023-03-16 23:59:56        20.0    305.0
2023-03-16 23:59:59        20.0    305.0
2023-03-17 00:00:02        20.0    305.0
2023-03-17 00:00:05        20.0    305.0
2023-03-17 00:00:08        20.0    305.0
2023-03-17 00:00:11        20.0    305.0
2023-03-17 00:00:14        20.0    305.0
2023-03-17 00:00:17        20.0    305.0
2023-03-17 00:00:20        20.0    305.0
2023-03-17 00:00:23        20.0    305.0
2023-03-17 00:00:26        20.0    305.0
2023-03-17 00:00:29        20.0    305.0
2023-03-17 00:00:32        20.0    305.0
2023-03-17 00:00:35        20.0    305.0
2023-03-17 00:00:38        20.0    305.0
2023-03-17 00:00:41        20.0    305.0
2023-03-17 00:00:44        20.0    305.0
2023-03-17 00:00:47        20.0    305.0
2023-03-17 00:00:50        20.0    305.0
2023-03-17 00:00:53        20.0    305.0
2023-03-17 00:00:56        20.0    305.0
2023-03-17 00:00:59        20.0    305.0
2023-03-17 00:01:02        20.0    305.0
2023-03-17 00:01:05        20.0    305.0
2023-03-17 00:01:08        20.0    305.0
2023-03-17 00:01:11        20.0    305.0
2023-03-17 00:01:14        20.0    305.0
2023-03-17 00:01:17        20.0    305.0
2023-03-17 00:01:20        20.0    305.0
2023-03-17 00:01:23        20.0    305.0
2023-03-17 00:01:26        20.0    305.0
2023-03-17 00:01:29        20.0    305.0
2023-03-17 00:01:32        20.0    305.0
2023-03-17 00:01:35        20.0    305.0
2023-03-17 00:01:38        20.0    305.0
2023-03-17 00:01:41        20.0    305.0
2023-03-17 00:01:44        20.0    305.0
2023-03-17 00:01:47        20.0    305.0
2023-03-17 00:01:50        20.0    305.0
2023-03-17 00:01:53        20.0    305.0
2023-03-17 00:01:56        20.0    305.0
2023-03-17 00:01:59        20.0    305.0
2023-03-17 00:02:02        20.0    305.0
2023-03-17 00:02:05        20.0    305.0
2023-03-17 00:02:08        20.0    305.0
2023-03-17 00:02:11        20.0    305.0
2023-03-17 00:02:14        20.0    305.0
2023-03-17 00:02:17        20.0    305.0
2023-03-17 00:02:20        20.0    305.0
2023-03-17 00:02:23        20.0    305.0
2023-03-17 00:02:26        20.0    305.0
2023-03-17 00:02:29        20.0    305.0
2023-03-17 00:02:32        20.0    305.0
2023-03-17 00:02:35        20.0    305.0
2023-03-17 00:02:38        20.0    305.0
2023-03-17 00:02:41        20.0    305.0
2023-03-17 00:02:44        20.0    305.0
2023-03-17 00:02:47        20.0    305.0
2023-03-17 00:02:50        20.0    305.0
2023-03-17 00:02:53        20.0    305.0
2023-03-17 00:02:56        20.0    305.0
2023-03-17 00:02:59        20.0    305.0
2023-03-17 00:03:02        20.0    305.0
2023-03-17 00:03:05        20.0    305.0
2023-03-17 00:03:08        20.0    305.0
2023-03-17 00:03:11        20.0    305.0
2023-03-17 00:03:14        20.0    305.0
2023-03-17 00:03:17        20.0    305.0
2023-03-17 00:03:20        20.0    305.0
2023-03-17 00:03:23        20.0    305.0
2023-03-17 00:03:26        20.0    305.0
2023-03-17 00:03:29        20.0    305.0
2023-03-17 00:03:32        20.0    305.0
2023-03-17 00:03:35        20.0    305.0
2023-03-17 00:03:38        20.0    305.0
2023-03-17 00:03:41        20.0    305.0
2023-03-17 00:03:44        20.0    305.0
2023-03-17 00:03:47        20.0    305.0
2023-03-17 00:03:50        20.0    305.0
2023-03-17 00:03:53        20.0    305.0
2023-03-17 00:03:56        20.0    305.0
2023-03-17 00:03:59        20.0    305.0
2023-03-17 00:04:02        20.0    305.0
2023-03-17 00:04:05        20.0    305.0
2023-03-17 00:04:08        20.0    305.0
2023-03-17 00:04:11        20.0    305.0
2023-03-17 00:04:14        20.0    305.0
2023-03-17 00:04:17        20.0    305.0
2023-03-17 00:04:20        20.0    305.0
2023-03-17 00:04:23        20.0    305.0
2023-03-17 00:04:26        20.0    305.0
2023-03-17 00:04:29        20.0    305.0
2023-03-17 00:04:32        20.0    305.0
2023-03-17 00:04:35        20.0    305.0
2023-03-17 00:04:38        20.0    305.0
2023-03-17 00:04:41        20.0    305.0
2023-03-17 00:04:44        20.0    305.0
2023-03-17 00:04:47        20.0    305.0
2023-03-17 00:04:50        20.0    305.0
2023-03-17 00:04:53        20.0    305.0
2023-03-17 00:04:56        20.0    305.0
2023-03-17 00:04:59        20.0    305.0
2023-03-17 00:05:02        20.0    305.0
2023-03-17 00:05:05        20.0    305.0
2023-03-17 00:05:08        20.0    305.0
2023-03-17 00:05:11        20.0    305.0
2023-03-17 00:05:14        20.0    305.0
2023-03-17 00:05:17        20.0    305.0
2023-03-17 00:05:20        20.0    305.0
2023-03-17 00:05:23        20.0    305.0
2023-03-17 00:05:26        20.0    305.0
2023-03-17 00:05:29        20.0    305.0
2023-03-17 00:05:32        20.0    305.0
2023-03-17 00:05:35        20.0    305.0
2023-03-17 00:05:38        20.0    305.0
2023-03-17 00:05:41        20.0    305.0
2023-03-17 00:05:44        20.0    305.0
2023-03-17 00:05:47        20.0    305.0
2023-03-17 00:05:50        20.0    305.0
2023-03-17 00:05:53        20.0    305.0
2023-03-17 00:05:56        20.0    305.0
2023-03-17 00:05:59        20.0    305.0
2023-03-17 00:06:02        20.0    305.0
2023-03-17 00:06:05        20.0    305.0
2023-03-17 00:06:08        20.0    305.0
2023-03-17 00:06:11        20.0    305.0
2023-03-17 00:06:14        20.0    305.0
2023-03-17 00:06:17        20.0    305.0
2023-03-17 00:06:20        20.0    305.0
2023-03-17 00:06:23        20.0    305.0
2023-03-17 00:06:26        20.0    305.0
2023-03-17 00:06:29        20.0    305.0
2023-03-17 00:06:32        20.0    305.0
2023-03-17 00:06:35        20.0    305.0
2023-03-17 00:06:38        20.0    305.0
2023-03-17 00:06:41        20.0    305.0
2023-03-17 00:06:44        20.0    305.0
2023-03-17 00:06:47        20.0    305.0
2023-03-17 00:06:50        20.0    305.0
2023-03-17 00:06:53        20.0    305.0
2023-03-17 00:06:56        20.0    305.0
2023-03-17 00:06:59        20.0    305.0
2023-03-17 00:07:02        20.0    305.0
2023-03-17 00:07:05        20.0    305.0
2023-03-17 00:07:08        20.0    305.0
2023-03-17 00:07:11        20.0    305.0
2023-03-17 00:07:14        20.0    305.0
2023-03-17 00:07:17        20.0    305.0
2023-03-17 00:07:20        20.0    305.0
2023-03-17 00:07:23        20.0    305.0
2023-03-17 00:07:26        20.0    305.0
2023-03-17 00:07:29        20.0    305.0
2023-03-17 00:07:32        20.0    305.0
2023-03-17 00:07:35        20.0    305.0
2023-03-17 00:07:38        20.0    305.0
2023-03-17 00:07:41        20.0    305.0
2023-03-17 00:07:44        20.0    305.0
2023-03-17 00:07:47        20.0    305.0
2023-03-17 00:07:50        20.0    305.0
2023-03-17 00:07:53        20.0    305.0
2023-03-17 00:07:56        20.0    305.0
2023-03-17 00:07:59        20.0    305.0
2023-03-17 00:08:02        20.0    305.0
2023-03-17 00:08:05        20.0    305.0
2023-03-17 00:08:08        20.0    305.0
2023-03-17 00:08:11        20.0    305.0
2023-03-17 00:08:14        20.0    305.0
2023-03-17 00:08:17        20.0    305.0
2023-03-17 00:08:20        20.0    305.0
2023-03-17 00:08:23        20.0    305.0
2023-03-17 00:08:26        20.0    305.0
2023-03-17 00:08:29        20.0    305.0
2023-03-17 00:08:32        20.0    305.0
2023-03-17 00:08:35        20.0    305.0
2023-03-17 00:08:38        20.0    305.0
2023-03-17 00:08:41        20.0    305.0
2023-03-17 00:08:44        20.0    305.0
2023-03-17 00:08:47        20.0    305.0
2023-03-17 00:08:50        20.0    305.0
2023-03-17 00:08:53        20.0    305.0
2023-03-17 00:08:56        20.0    305.0
2023-03-17 00:08:59        20.0    305.0
2023-03-17 00:09:02        20.0    305.0
2023-03-17 00:09:05        20.0    305.0
2023-03-17 00:09:08        20.0    305.0
2023-03-17 00:09:11        20.0    305.0
2023-03-17 00:09:14        20.0    305.0
2023-03-17 00:09:17        20.0    305.0
2023-03-17 00:09:20        20.0    305.0
2023-03-17 00:09:23        20.0    305.0
2023-03-17 00:09:26        20.0    305.0
2023-03-17 00:09:29        20.0    305.0
2023-03-17 00:09:32        20.0    305.0
2023-03-17 00:09:35        20.0    305.0
2023-03-17 00:09:38        20.0    305.0
2023-03-17 00:09:41        20.0    305.0
2023-03-17 00:09:44        20.0    305.0
2023-03-17 00:09:47        20.0    305.0
2023-03-17 00:09:50        20.0    305.0
2023-03-17 00:09:53        20.0    305.0
2023-03-17 00:09:56        20.0    305.0
2023-03-17 00:09:59        20.0    305.0
2023-03-17 00:10:02        20.0    305.0
2023-03-17 00:10:05        20.0    305.0
2023-03-17 00:10:08        20.0    305.0
2023-03-17 00:10:11        20.0    305.0
2023-03-17 00:10:14        20.0    305.0
2023-03-17 00:10:17        20.0    305.0
2023-03-17 00:10:20        20.0    305.0
2023-03-17 00:10:23        20.0    305.0
2023-03-17 00:10:26        20.0    305.0
2023-03-17 00:10:29        20.0    305.0
2023-03-17 00:10:32        20.0    305.0
2023-03-17 00:10:35        20.0    305.0
2023-03-17 00:10:38        20.0    305.0
2023-03-17 00:10:41        20.0    305.0
2023-03-17 00:10:44        20.0    305.0
2023-03-17 00:10:47        20.0    305.0
2023-03-17 00:10:50        20.0    305.0
2023-03-17 00:10:53        20.0    305.0
2023-03-17 00:10:56        20.0    305.0
2023-03-17 00:10:59        20.0    305.0
2023-03-17 00:11:02        20.0    305.0
2023-03-17 00:11:05        20.0    305.0
2023-03-17 00:11:08        20.0    305.0
2023-03-17 00:11:11        20.0    305.0
2023-03-17 00:11:14        20.0    305.0
2023-03-17 00:11:17        20.0    305.0
2023-03-17 00:11:20        20.0    305.0
2023-03-17 00:11:23        20.0    305.0
2023-03-17 00:11:26        20.0    305.0
2023-03-17 00:11:29        20.0    305.0
2023-03-17 00:11:32        20.0    305.0
2023-03-17 00:11:35        20.0    305.0
2023-03-17 00:11:38        20.0    305.0
2023-03-17 00:11:41        20.0    305.0
2023-03-17 00:11:44        20.0    305.0
2023-03-17 00:11:47        20.0    305.0
2023-03-17 00:11:50        20.0    305.0
2023-03-17 00:11:53        20.0    305.0
2023-03-17 00:11:56        20.0    305.0
2023-03-17 00:11:59        20.0    305.0
2023-03-17 00:12:02        20.0    305.0
2023-03-17 00:12:05        20.0    305.0
2023-03-17 00:12:08        20.0    305.0
2023-03-17 00:12:11        20.0    305.0
2023-03-17 00:12:14        20.0    305.0
2023-03-17 00:12:17        20.0    305.0
2023-03-17 00:12:20        20.0    305.0
2023-03-17 00:12:23        20.0    305.0
2023-03-17 00:12:26        20.0    305.0
2023-03-17 00:12:29        20.0    305.0
2023-03-17 00:12:32        20.0    305.0
2023-03-17 00:12:35        20.0    305.0
2023-03-17 00:12:38        20.0    305.0
2023-03-17 00:12:41        20.0    305.0
2023-03-17 00:12:44        20.0    305.0
2023-03-17 00:12:47        20.0    305.0
2023-03-17 00:12:50        20.0    305.0
2023-03-17 00:12:53        20.0    305.0
2023-03-17 00:12:56        20.0    305.0
2023-03-17 00:12:59        20.0    305.0
2023-03-17 00:13:02        20.0    305.0
2023-03-17 00:13:05        20.0    305.0
2023-03-17 00:13:08        20.0    305.0
2023-03-17 00:13:11        20.0    305.0
2023-03-17 00:13:14        20.0    305.0
2023-03-17 00:13:17        20.0    305.0
2023-03-17 00:13:20        20.0    305.0
2023-03-17 00:13:23        20.0    305.0
2023-03-17 00:13:26        20.0    305.0
2023-03-17 00:13:29        20.0    305.0
2023-03-17 00:13:32        20.0    305.0
2023-03-17 00:13:35        20.0    305.0
2023-03-17 00:13:38        20.0    305.0
2023-03-17 00:13:41        20.0    305.0
2023-03-17 00:13:44        20.0    305.0
2023-03-17 00:13:47        20.0    305.0
2023-03-17 00:13:50        20.0    305.0
2023-03-17 00:13:53        20.0    305.0
2023-03-17 00:13:56        20.0    305.0
2023-03-17 00:13:59        20.0    305.0
2023-03-17 00:14:02        20.0    305.0
2023-03-17 00:14:05        20.0    305.0
2023-03-17 00:14:08        20.0    305.0
2023-03-17 00:14:11        20.0    305.0
2023-03-17 00:14:14        20.0    305.0
2023-03-17 00:14:17        20.0    305.0
2023-03-17 00:14:20        20.0    305.0
2023-03-17 00:14:23        20.0    305.0
2023-03-17 00:14:26        20.0    305.0
2023-03-17 00:14:29        20.0    305.0
2023-03-17 00:14:32        20.0    305.0
2023-03-17 00:14:35        20.0    305.0
2023-03-17 00:14:38        20.0    305.0
2023-03-17 00:14:41        20.0    305.0
2023-03-17 00:14:44        20.0    305.0
2023-03-17 00:14:47        20.0    305.0
2023-03-17 00:14:50        20.0    305.0
2023-03-17 00:14:53        20.0    305.0
2023-03-17 00:14:56        20.0    305.0
2023-03-17 00:14:59        20.0    305.0
2023-03-17 00:15:02        20.0    305.0
2023-03-17 00:15:05        20.0    305.0
2023-03-17 00:15:08        20.0    305.0
2023-03-17 00:15:11        20.0    305.0
2023-03-17 00:15:14        20.0    305.0
2023-03-17 00:15:17        20.0    305.0
2023-03-17 00:15:20        20.0    305.0
2023-03-17 00:15:23        20.0    305.0
2023-03-17 00:15:26        20.0    305.0
2023-03-17 00:15:29        20.0    305.0
2023-03-17 00:15:32        20.0    305.0
2023-03-17 00:15:35        20.0    305.0
2023-03-17 00:15:38        20.0    305.0
2023-03-17 00:15:41        20.0    305.0
2023-03-17 00:15:44        20.0    305.0
2023-03-17 00:15:47        20.0    305.0
2023-03-17 00:15:50        20.0    305.0
2023-03-17 00:15:53        20.0    305.0
2023-03-17 00:15:56        20.0    305.0
2023-03-17 00:15:59        20.0    305.0
2023-03-17 00:16:02        20.0    305.0
2023-03-17 00:16:05        20.0    305.0
2023-03-17 00:16:08        20.0    305.0
2023-03-17 00:16:11        20.0    305.0
2023-03-17 00:16:14        20.0    305.0
2023-03-17 00:16:17        20.0    305.0
2023-03-17 00:16:20        20.0    305.0
2023-03-17 00:16:23        20.0    305.0
2023-03-17 00:16:26        20.0    305.0
2023-03-17 00:16:29        20.0    305.0
2023-03-17 00:16:32        20.0    305.0
2023-03-17 00:16:35        20.0    305.0
2023-03-17 00:16:38        20.0    305.0
2023-03-17 00:16:41        20.0    305.0
2023-03-17 00:16:44        20.0    305.0
2023-03-17 00:16:47        20.0    305.0
2023-03-17 00:16:50        20.0    305.0
2023-03-17 00:16:53        20.0    305.0
2023-03-17 00:16:56        20.0    305.0
2023-03-17 00:16:59        20.0    305.0
2023-03-17 00:17:02        20.0    305.0
2023-03-17 00:17:05        20.0    305.0
2023-03-17 00:17:08        20.0    305.0
2023-03-17 00:17:11        20.0    305.0
2023-03-17 00:17:14        20.0    305.0
2023-03-17 00:17:17        20.0    305.0
2023-03-17 00:17:20        20.0    305.0
2023-03-17 00:17:23        20.0    305.0
2023-03-17 00:17:26        20.0    305.0
2023-03-17 00:17:29        20.0    305.0
2023-03-17 00:17:32        20.0    305.0
2023-03-17 00:17:35        20.0    305.0
2023-03-17 00:17:38        20.0    305.0
2023-03-17 00:17:41        20.0    305.0
2023-03-17 00:17:44        20.0    305.0
2023-03-17 00:17:47        20.0    305.0
2023-03-17 00:17:50        20.0    305.0
2023-03-17 00:17:53        20.0    305.0
2023-03-17 00:17:56        20.0    305.0
2023-03-17 00:17:59        20.0    305.0
2023-03-17 00:18:02        20.0    305.0
2023-03-17 00:18:05        20.0    305.0
2023-03-17 00:18:08        20.0    305.0
2023-03-17 00:18:11        20.0    305.0
2023-03-17 00:18:14        20.0    305.0
2023-03-17 00:18:17        20.0    305.0
2023-03-17 00:18:20        20.0    305.0
2023-03-17 00:18:23        20.0    305.0
2023-03-17 00:18:26        20.0    305.0
2023-03-17 00:18:29        20.0    305.0
2023-03-17 00:18:32        20.0    305.0
2023-03-17 00:18:35        20.0    305.0
2023-03-17 00:18:38        20.0    305.0
2023-03-17 00:18:41        20.0    305.0
2023-03-17 00:18:44        20.0    305.0
2023-03-17 00:18:47        20.0    305.0
2023-03-17 00:18:50        20.0    305.0
2023-03-17 00:18:53        20.0    305.0
2023-03-17 00:18:56        20.0    305.0
2023-03-17 00:18:59        20.0    305.0
2023-03-17 00:19:02        20.0    305.0
2023-03-17 00:19:05        20.0    305.0
2023-03-17 00:19:08        20.0    305.0
2023-03-17 00:19:11        20.0    305.0
2023-03-17 00:19:14        20.0    305.0
2023-03-17 00:19:17        20.0    305.0
2023-03-17 00:19:20        20.0    305.0
2023-03-17 00:19:23        20.0    305.0
2023-03-17 00:19:26        20.0    305.0
2023-03-17 00:19:29        20.0    305.0
2023-03-17 00:19:32        20.0    305.0
2023-03-17 00:19:35        20.0    305.0
2023-03-17 00:19:38        20.0    305.0
2023-03-17 00:19:41        20.0    305.0
2023-03-17 00:19:44        20.0    305.0
2023-03-17 00:19:47        20.0    305.0
2023-03-17 00:19:50        20.0    305.0
2023-03-17 00:19:53        20.0    305.0
2023-03-17 00:19:56        20.0    305.0
2023-03-17 00:19:59        20.0    305.0
2023-03-17 00:20:02        20.0    305.0
2023-03-17 00:20:05        20.0    305.0
2023-03-17 00:20:08        20.0    305.0
2023-03-17 00:20:11        20.0    305.0
2023-03-17 00:20:14        20.0    305.0
2023-03-17 00:20:17        20.0    305.0
2023-03-17 00:20:20        20.0    305.0
2023-03-17 00:20:23        20.0    305.0
2023-03-17 00:20:26        20.0    305.0
2023-03-17 00:20:29        20.0    305.0
2023-03-17 00:20:32        20.0    305.0
2023-03-17 00:20:35        20.0    305.0
2023-03-17 00:20:38        20.0    305.0
2023-03-17 00:20:41        20.0    305.0
2023-03-17 00:20:44        20.0    305.0
2023-03-17 00:20:47        20.0    305.0
2023-03-17 00:20:50        20.0    305.0
2023-03-17 00:20:53        20.0    305.0
2023-03-17 00:20:56        20.0    305.0
2023-03-17 00:20:59        20.0    305.0
2023-03-17 00:21:02        20.0    305.0
2023-03-17 00:21:05        20.0    305.0
2023-03-17 00:21:08        20.0    305.0
2023-03-17 00:21:11        20.0    305.0
2023-03-17 00:21:14        20.0    305.0
2023-03-17 00:21:17        20.0    305.0
2023-03-17 00:21:20        20.0    305.0
2023-03-17 00:21:23        20.0    305.0
2023-03-17 00:21:26        20.0    305.0
2023-03-17 00:21:29        20.0    305.0
2023-03-17 00:21:32        20.0    305.0
2023-03-17 00:21:35        20.0    305.0
2023-03-17 00:21:38        20.0    305.0
2023-03-17 00:21:41        20.0    305.0
2023-03-17 00:21:44        20.0    305.0
2023-03-17 00:21:47        20.0    305.0
2023-03-17 00:21:50        20.0    305.0
2023-03-17 00:21:53        20.0    305.0
2023-03-17 00:21:56        20.0    305.0
2023-03-17 00:21:59        20.0    305.0
2023-03-17 00:22:02        20.0    305.0
2023-03-17 00:22:05        20.0    305.0
2023-03-17 00:22:08        20.0    305.0
2023-03-17 00:22:11        20.0    305.0
2023-03-17 00:22:14        20.0    305.0
2023-03-17 00:22:17        20.0    305.0
2023-03-17 00:22:20        20.0    305.0
2023-03-17 00:22:23        20.0    305.0
2023-03-17 00:22:26        20.0    305.0
2023-03-17 00:22:29        20.0    305.0
2023-03-17 00:22:32        20.0    305.0
2023-03-17 00:22:35        20.0    305.0
2023-03-17 00:22:38        20.0    305.0
2023-03-17 00:22:41        20.0    305.0
2023-03-17 00:22:44        20.0    305.0
2023-03-17 00:22:47        20.0    305.0
2023-03-17 00:22:50        20.0    305.0
2023-03-17 00:22:53        20.0    305.0
2023-03-17 00:22:56        20.0    305.0
2023-03-17 00:22:59        20.0    305.0
2023-03-17 00:23:02        20.0    305.0
2023-03-17 00:23:05        20.0    305.0
2023-03-17 00:23:08        20.0    305.0
2023-03-17 00:23:11        20.0    305.0
2023-03-17 00:23:14        20.0    305.0
