               data_ora        rad  temperatura elevazione
2023-04-07 23:30:24.652  -9.831701        40.35         20
2023-04-07 23:30:24.860  -9.074828        40.35         20
2023-04-07 23:30:25.068  -7.779735        40.35         20
2023-04-07 23:30:25.277  -6.097797        40.35         20
2023-04-07 23:30:25.485  -4.365400        40.35         20
2023-04-07 23:30:25.693  -2.044325        40.35         20
2023-04-07 23:30:25.901   1.184998        40.35         20
2023-04-07 23:30:26.119   4.229307        40.35         20
2023-04-07 23:30:26.323   8.568708        40.35         20
2023-04-07 23:30:26.542  12.874471        40.35         20
2023-04-07 23:30:26.750  17.163415        40.35         20
2023-04-07 23:30:26.958  21.519636        40.35         20
2023-04-07 23:30:27.134  25.926315        40.35         20
2023-04-07 23:30:27.334  30.635744        40.35         20
2023-04-07 23:30:27.535  34.907868        40.35         20
2023-04-07 23:30:27.743  38.524036        40.35         20
2023-04-07 23:30:27.966  41.265596        40.35         20
2023-04-07 23:30:28.159  44.057614        40.35         20
2023-04-07 23:30:28.368  46.244135        40.35         20
2023-04-07 23:30:28.576  48.010170        40.35         20
2023-04-07 23:30:28.784  47.976531        40.35         20
2023-04-07 23:30:28.992  47.959712        40.35         20
2023-04-07 23:30:29.200  45.907747        40.35         20
2023-04-07 23:30:29.407  44.309905        40.35         20
2023-04-07 23:30:29.615  42.207482        40.35         20
2023-04-07 23:30:29.825  39.095895        40.35         20
2023-04-07 23:30:30.033  35.597463        40.35         20
2023-04-07 23:30:30.241  31.325339        40.35         20
2023-04-07 23:30:30.449  27.036395        40.35         20
2023-04-07 23:30:30.669  23.184755        40.35         20
2023-04-07 23:30:30.882  19.080825        40.35         20
2023-04-07 23:30:31.090  15.716948        40.35         20
2023-04-07 23:30:31.256  12.504445        40.35         20
2023-04-07 23:30:31.458   9.594691        40.35         20
2023-04-07 23:30:31.666   7.626823        40.35         20
2023-04-07 23:30:31.874   5.978523        40.35         20
2023-04-07 23:30:32.083   5.002998        40.35         20
2023-04-07 23:30:32.291   4.599333        40.35         20
2023-04-07 23:30:32.498   4.464778        40.35         20
2023-04-07 23:30:32.707   5.120734        40.35         20
2023-04-07 23:30:32.915   6.483104        40.35         20
2023-04-07 23:30:33.123   7.155880        40.35         20
2023-04-07 23:30:33.331   8.198682        40.35         20
2023-04-07 23:30:33.539   9.964718        40.35         20
2023-04-07 23:30:33.747  10.856145        40.35         20
2023-04-07 23:30:33.956  11.865308        40.35         20
2023-04-07 23:30:34.163  12.319432        40.35         20
2023-04-07 23:30:34.371  11.848489        40.35         20
2023-04-07 23:30:34.581  12.067141        40.35         20
2023-04-07 23:30:34.798  11.343907        40.35         20
2023-04-07 23:30:35.013  10.418841        40.35         20
2023-04-07 23:30:35.177   8.804180        40.35         20
2023-04-07 23:30:35.381   7.189519        40.35         20
2023-04-07 23:30:35.589   4.683430        40.35         20
2023-04-07 23:30:35.796   2.496910        40.35         20
2023-04-07 23:30:36.006   0.226293        40.35         20
2023-04-07 23:30:36.213  -2.717100        40.35         20
2023-04-07 23:30:36.422  -5.122272        40.32         20
2023-04-07 23:30:36.631  -8.032026        40.35         20
2023-04-07 23:30:36.839 -10.689489        40.35         20
2023-04-07 23:30:37.047 -13.262856        40.32         20
2023-04-07 23:30:37.271 -15.028891        40.35         20
2023-04-07 23:30:37.479 -16.879024        40.35         20
2023-04-07 23:30:37.670 -18.308672        40.35         20
2023-04-07 23:30:37.880 -19.216918        40.35         20
2023-04-07 23:30:38.086 -19.805597        40.35         20
2023-04-07 23:30:38.295 -20.091527        40.35         20
2023-04-07 23:30:38.505 -19.805597        40.35         20
2023-04-07 23:30:38.716 -19.553306        40.35         20
2023-04-07 23:30:38.935 -18.813253        40.35         20
2023-04-07 23:30:39.097 -17.568619        40.35         20
2023-04-07 23:30:39.305 -16.811746        40.35         20
2023-04-07 23:30:39.514 -15.331640        40.35         20
2023-04-07 23:30:39.722 -13.801076        40.35         20
2023-04-07 23:30:39.929 -12.522803        40.35         20
2023-04-07 23:30:40.138 -11.059516        40.35         20
2023-04-07 23:30:40.345  -9.949436        40.35         20
2023-04-07 23:30:40.554  -8.519788        40.32         20
2023-04-07 23:30:40.760  -7.813374        40.32         20
2023-04-07 23:30:40.960  -7.073321        40.32         20
2023-04-07 23:30:41.179  -6.215533        40.32         20
2023-04-07 23:30:41.387  -5.828687        40.32         20
2023-04-07 23:30:41.595  -5.475479        40.32         20
2023-04-07 23:30:41.804  -5.223189        40.32         20
2023-04-07 23:30:42.011  -5.307286        40.32         20
2023-04-07 23:30:42.219  -5.879145        40.32         20
2023-04-07 23:30:42.427  -6.602378        40.32         20
2023-04-07 23:30:42.635  -7.325612        40.32         20
2023-04-07 23:30:42.855  -8.032026        40.32         20
2023-04-07 23:30:43.021  -8.603885        40.32         20
2023-04-07 23:30:43.229  -9.428035        40.32         20
2023-04-07 23:30:43.437 -10.420379        40.32         20
2023-04-07 23:30:43.645 -11.294987        40.32         20
2023-04-07 23:30:43.854 -12.304150        40.32         20
2023-04-07 23:30:44.061 -13.380591        40.32         20
2023-04-07 23:30:44.270 -14.507490        40.32         20
2023-04-07 23:30:44.478 -15.314821        40.32         20
2023-04-07 23:30:44.682 -15.953957        40.32         20
2023-04-07 23:30:44.882 -16.744469        40.32         20
2023-04-07 23:30:45.099 -17.820909        40.32         20
2023-04-07 23:30:45.311 -17.686354        40.32         20
2023-04-07 23:30:45.519 -18.275033        40.32         20
2023-04-07 23:30:45.727 -18.527324        40.32         20
2023-04-07 23:30:45.935 -18.577782        40.32         20
2023-04-07 23:30:46.143 -18.745976        40.32         20
2023-04-07 23:30:46.352 -18.476865        40.32         20
2023-04-07 23:30:46.560 -18.443227        40.32         20
2023-04-07 23:30:46.780 -18.493685        40.32         20
2023-04-07 23:30:46.944 -18.342310        40.32         20
2023-04-07 23:30:47.152 -17.686354        40.32         20
2023-04-07 23:30:47.360 -17.921826        40.32         20
2023-04-07 23:30:47.568 -17.467702        40.32         20
2023-04-07 23:30:47.786 -17.467702        40.32         20
2023-04-07 23:30:47.982 -17.484522        40.32         20
2023-04-07 23:30:48.191 -17.417244        40.32         20
2023-04-07 23:30:48.401 -17.299508        40.32         20
2023-04-07 23:30:48.605 -17.450883        40.32         20
2023-04-07 23:30:48.804 -17.467702        40.32         20
2023-04-07 23:30:49.023 -17.534980        40.32         20
2023-04-07 23:30:49.233 -17.568619        40.32         20
2023-04-07 23:30:49.442 -17.820909        40.32         20
2023-04-07 23:30:49.650 -18.005923        40.32         20
2023-04-07 23:30:49.858 -17.854548        40.32         20
2023-04-07 23:30:50.066 -18.022742        40.32         20
2023-04-07 23:30:50.274 -18.342310        40.32         20
2023-04-07 23:30:50.483 -18.190936        40.32         20
2023-04-07 23:30:50.699 -18.460046        40.32         20
2023-04-07 23:30:50.867 -18.611420        40.32         20
2023-04-07 23:30:51.075 -18.375949        40.32         20
2023-04-07 23:30:51.283 -18.426407        40.32         20
2023-04-07 23:30:51.492 -18.325491        40.32         20
2023-04-07 23:30:51.699 -18.544143        40.32         20
2023-04-07 23:30:51.908 -18.476865        40.32         20
2023-04-07 23:30:52.116 -18.527324        40.32         20
2023-04-07 23:30:52.324 -18.308672        40.32         20
2023-04-07 23:30:52.526 -17.972284        40.32         20
2023-04-07 23:30:52.724 -18.073200        40.32         20
2023-04-07 23:30:52.939 -18.039561        40.32         20
2023-04-07 23:30:53.158 -17.736812        40.32         20
2023-04-07 23:30:53.366 -17.417244        40.32         20
2023-04-07 23:30:53.574 -17.417244        40.32         20
2023-04-07 23:30:53.782 -17.434063        40.32         20
2023-04-07 23:30:53.990 -17.215411        40.32         20
2023-04-07 23:30:54.198 -17.064037        40.32         20
2023-04-07 23:30:54.405 -17.383605        40.32         20
2023-04-07 23:30:54.614 -17.131314        40.32         20
2023-04-07 23:30:54.833 -17.047218        40.32         20
2023-04-07 23:30:54.999 -17.114495        40.32         20
2023-04-07 23:30:55.208 -17.097676        40.32         20
2023-04-07 23:30:55.416 -17.047218        40.32         20
2023-04-07 23:30:55.624 -16.761288        40.32         20
2023-04-07 23:30:55.832 -16.946301        40.32         20
2023-04-07 23:30:56.040 -16.626733        40.32         20
2023-04-07 23:30:56.248 -16.778107        40.32         20
2023-04-07 23:30:56.450 -16.559455        40.32         20
2023-04-07 23:30:56.649 -16.660372        40.32         20
2023-04-07 23:30:56.860 -16.660372        40.32         20
2023-04-07 23:30:57.080 -16.660372        40.32         20
2023-04-07 23:30:57.305 -16.458539        40.32         20
2023-04-07 23:30:57.514 -16.811746        40.32         20
2023-04-07 23:30:57.706 -16.996759        40.32         20
2023-04-07 23:30:57.914 -16.811746        40.32         20
2023-04-07 23:30:58.121 -16.862204        40.32         20
2023-04-07 23:30:58.324 -16.979940        40.32         20
2023-04-07 23:30:58.537 -17.299508        40.32         20
2023-04-07 23:30:58.758 -17.164953        40.32         20
2023-04-07 23:30:58.922 -17.787271        40.32         20
2023-04-07 23:30:59.131 -18.325491        40.32         20
2023-04-07 23:30:59.339 -18.527324        40.32         20
2023-04-07 23:30:59.541 -18.661879        40.32         20
2023-04-07 23:30:59.755 -18.863711        40.32         20
2023-04-07 23:30:59.963 -19.015086        40.32         20
2023-04-07 23:31:00.171 -19.250557        40.32         20
2023-04-07 23:31:00.377 -19.317835        40.32         20
2023-04-07 23:31:00.576 -19.267377        40.32         20
2023-04-07 23:31:00.787 -19.317835        40.32         20
2023-04-07 23:31:01.003 -18.813253        40.32         20
2023-04-07 23:31:01.212 -18.476865        40.32         20
2023-04-07 23:31:01.420 -18.258213        40.32         20
2023-04-07 23:31:01.628 -18.308672        40.32         20
2023-04-07 23:31:01.836 -17.905006        40.32         20
2023-04-07 23:31:02.044 -17.787271        40.32         20
2023-04-07 23:31:02.252 -17.316328        40.32         20
2023-04-07 23:31:02.467 -17.316328        40.32         20
2023-04-07 23:31:02.684 -17.366786        40.32         20
2023-04-07 23:31:02.844 -17.333147        40.32         20
2023-04-07 23:31:03.052 -17.080856        40.35         20
2023-04-07 23:31:03.261 -17.484522        40.35         20
2023-04-07 23:31:03.468 -17.619077        40.35         20
2023-04-07 23:31:03.677 -17.602257        40.35         20
2023-04-07 23:31:03.886 -17.669535        40.35         20
2023-04-07 23:31:04.093 -18.325491        40.32         20
2023-04-07 23:31:04.299 -18.392768        40.32         20
2023-04-07 23:31:04.498 -18.157297        40.32         20
2023-04-07 23:31:04.713 -18.695517        40.32         20
2023-04-07 23:31:04.926 -18.762795        40.32         20
2023-04-07 23:31:05.134 -18.695517        40.35         20
2023-04-07 23:31:05.343 -18.678698        40.35         20
2023-04-07 23:31:05.551 -18.762795        40.35         20
2023-04-07 23:31:05.759 -18.930989        40.32         20
2023-04-07 23:31:05.967 -18.863711        40.35         20
2023-04-07 23:31:06.176 -19.015086        40.32         20
2023-04-07 23:31:06.392 -18.981447        40.35         20
2023-04-07 23:31:06.560 -18.796434        40.35         20
2023-04-07 23:31:06.768 -18.645059        40.35         20
2023-04-07 23:31:06.976 -18.745976        40.35         20
2023-04-07 23:31:07.185 -19.233738        40.35         20
2023-04-07 23:31:07.409 -19.048725        40.35         20
2023-04-07 23:31:07.615 -19.284196        40.35         20
2023-04-07 23:31:07.825 -19.233738        40.35         20
2023-04-07 23:31:08.033 -19.317835        40.35         20
2023-04-07 23:31:08.222 -19.250557        40.35         20
2023-04-07 23:31:08.421 -19.132821        40.35         20
2023-04-07 23:31:08.636 -19.065544        40.35         20
2023-04-07 23:31:08.851 -19.166460        40.35         20
2023-04-07 23:31:09.059 -19.132821        40.35         20
2023-04-07 23:31:09.265 -19.099183        40.35         20
2023-04-07 23:31:09.475 -19.048725        40.35         20
2023-04-07 23:31:09.683 -18.830073        40.35         20
2023-04-07 23:31:09.892 -18.762795        40.35         20
2023-04-07 23:31:10.100 -18.863711        40.35         20
2023-04-07 23:31:10.312 -18.695517        40.35         20
2023-04-07 23:31:10.529 -18.645059        40.35         20
2023-04-07 23:31:10.692 -18.611420        40.35         20
2023-04-07 23:31:10.900 -18.930989        40.35         20
2023-04-07 23:31:11.108 -19.099183        40.35         20
2023-04-07 23:31:11.317 -19.031905        40.35         20
2023-04-07 23:31:11.524 -19.166460        40.35         20
2023-04-07 23:31:11.733 -18.914169        40.35         20
2023-04-07 23:31:11.942 -19.031905        40.35         20
2023-04-07 23:31:12.143 -19.132821        40.35         20
2023-04-07 23:31:12.342 -19.267377        40.35         20
2023-04-07 23:31:12.557 -19.317835        40.35         20
2023-04-07 23:31:12.774 -18.930989        40.35         20
2023-04-07 23:31:12.983 -19.216918        40.35         20
2023-04-07 23:31:13.190 -19.435570        40.35         20
2023-04-07 23:31:13.399 -19.250557        40.35         20
2023-04-07 23:31:13.607 -19.418751        40.35         20
2023-04-07 23:31:13.815 -19.284196        40.35         20
2023-04-07 23:31:14.024 -19.334654        40.38         20
2023-04-07 23:31:14.232 -19.301015        40.38         20
2023-04-07 23:31:14.452 -19.132821        40.38         20
2023-04-07 23:31:14.616 -19.183280        40.38         20
2023-04-07 23:31:14.833 -18.947808        40.38         20
2023-04-07 23:31:15.032 -19.233738        40.38         20
2023-04-07 23:31:15.239 -18.914169        40.38         20
2023-04-07 23:31:15.449 -18.914169        40.38         20
2023-04-07 23:31:15.657 -19.216918        40.38         20
2023-04-07 23:31:15.865 -18.947808        40.38         20
2023-04-07 23:31:16.065 -19.015086        40.38         20
2023-04-07 23:31:16.266 -18.846892        40.38         20
2023-04-07 23:31:16.478 -18.678698        40.38         20
2023-04-07 23:31:16.695 -18.527324        40.38         20
2023-04-07 23:31:16.905 -18.779614        40.38         20
2023-04-07 23:31:17.113 -18.409588        40.38         20
2023-04-07 23:31:17.321 -18.493685        40.38         20
2023-04-07 23:31:17.529 -18.560962        40.38         20
2023-04-07 23:31:17.738 -18.359130        40.38         20
2023-04-07 23:31:17.947 -18.544143        40.38         20
2023-04-07 23:31:18.155 -18.291852        40.38         20
2023-04-07 23:31:18.330 -18.375949        40.38         20
2023-04-07 23:31:18.539 -18.510504        40.38         20
2023-04-07 23:31:18.747 -18.275033        40.38         20
2023-04-07 23:31:18.955 -18.308672        40.38         20
2023-04-07 23:31:19.179 -18.527324        40.38         20
2023-04-07 23:31:19.371 -18.342310        40.38         20
2023-04-07 23:31:19.580 -18.426407        40.38         20
2023-04-07 23:31:19.785 -18.560962        40.38         20
2023-04-07 23:31:19.985 -18.628240        40.38         20
2023-04-07 23:31:20.187 -18.359130        40.38         20
2023-04-07 23:31:20.396 -18.342310        40.38         20
2023-04-07 23:31:20.614 -18.190936        40.38         20
2023-04-07 23:31:20.829 -18.157297        40.38         20
2023-04-07 23:31:21.037 -18.241394        40.38         20
2023-04-07 23:31:21.245 -18.325491        40.38         20
2023-04-07 23:31:21.453 -18.308672        40.38         20
2023-04-07 23:31:21.661 -18.106839        40.38         20
2023-04-07 23:31:21.870 -18.056381        40.38         20
2023-04-07 23:31:22.078 -18.275033        40.38         20
2023-04-07 23:31:22.291 -18.174116        40.38         20
2023-04-07 23:31:22.463 -18.190936        40.38         20
2023-04-07 23:31:22.670 -18.258213        40.38         20
2023-04-07 23:31:22.879 -18.073200        40.38         20
2023-04-07 23:31:23.087 -18.073200        40.38         20
2023-04-07 23:31:23.295 -18.039561        40.38         20
2023-04-07 23:31:23.503 -18.157297        40.38         20
2023-04-07 23:31:23.707 -18.090020        40.38         20
2023-04-07 23:31:23.904 -17.820909        40.38         20
2023-04-07 23:31:24.110 -17.921826        40.38         20
2023-04-07 23:31:24.320 -17.888187        40.38         20
2023-04-07 23:31:24.535 -17.837729        40.38         20
2023-04-07 23:31:24.752 -17.787271        40.38         20
2023-04-07 23:31:24.961 -18.005923        40.38         20
2023-04-07 23:31:25.169 -17.804090        40.38         20
2023-04-07 23:31:25.377 -17.804090        40.38         20
2023-04-07 23:31:25.585 -18.073200        40.38         20
2023-04-07 23:31:25.794 -17.905006        40.38         20
2023-04-07 23:31:26.001 -17.938645        40.38         20
2023-04-07 23:31:26.208 -17.871367        40.38         20
2023-04-07 23:31:26.387 -17.837729        40.38         20
2023-04-07 23:31:26.595 -17.719993        40.38         20
2023-04-07 23:31:26.803 -17.955464        40.38         20
2023-04-07 23:31:27.012 -17.854548        40.38         20
2023-04-07 23:31:27.219 -17.787271        40.38         20
2023-04-07 23:31:27.428 -17.568619        40.38         20
2023-04-07 23:31:27.626 -17.467702        40.38         20
2023-04-07 23:31:27.828 -17.434063        40.38         20
2023-04-07 23:31:28.036 -17.366786        40.38         20
2023-04-07 23:31:28.244 -17.164953        40.38         20
2023-04-07 23:31:28.456 -17.400425        40.38         20
2023-04-07 23:31:28.674 -17.400425        40.38         20
2023-04-07 23:31:28.885 -17.148134        40.38         20
2023-04-07 23:31:29.093 -17.131314        40.38         20
2023-04-07 23:31:29.302 -17.215411        40.38         20
2023-04-07 23:31:29.510 -17.064037        40.38         20
2023-04-07 23:31:29.718 -16.929482        40.38         20
2023-04-07 23:31:29.926 -17.114495        40.38         20
2023-04-07 23:31:30.134 -17.030398        40.38         20
2023-04-07 23:31:30.308 -17.215411        40.38         20
2023-04-07 23:31:30.519 -17.366786        40.38         20
2023-04-07 23:31:30.727 -17.148134        40.38         20
2023-04-07 23:31:30.935 -17.366786        40.38         20
2023-04-07 23:31:31.143 -17.282689        40.38         20
2023-04-07 23:31:31.349 -17.434063        40.38         20
2023-04-07 23:31:31.547 -17.400425        40.38         20
2023-04-07 23:31:31.750 -17.349966        40.38         20
2023-04-07 23:31:31.959 -17.333147        40.38         20
2023-04-07 23:31:32.167 -17.299508        40.38         20
2023-04-07 23:31:32.375 -17.501341        40.38         20
2023-04-07 23:31:32.592 -17.551799        40.38         20
2023-04-07 23:31:32.807 -17.265870        40.38         20
2023-04-07 23:31:33.016 -17.417244        40.38         20
2023-04-07 23:31:33.224 -17.215411        40.38         20
2023-04-07 23:31:33.432 -17.282689        40.38         20
2023-04-07 23:31:33.640 -17.568619        40.38         20
2023-04-07 23:31:33.848 -17.719993        40.38         20
2023-04-07 23:31:34.057 -17.181773        40.38         20
2023-04-07 23:31:34.233 -17.434063        40.38         20
2023-04-07 23:31:34.441 -17.450883        40.38         20
2023-04-07 23:31:34.649 -17.602257        40.38         20
2023-04-07 23:31:34.858 -17.484522        40.38         20
2023-04-07 23:31:35.066 -17.316328        40.38         20
2023-04-07 23:31:35.270 -17.383605        40.38         20
2023-04-07 23:31:35.466 -17.400425        40.38         20
2023-04-07 23:31:35.675 -17.602257        40.38         20
2023-04-07 23:31:35.883 -17.417244        40.38         20
2023-04-07 23:31:36.091 -17.434063        40.38         20
2023-04-07 23:31:36.299 -17.686354        40.38         20
2023-04-07 23:31:36.516 -17.551799        40.38         20
2023-04-07 23:31:36.730 -17.114495        40.38         20
2023-04-07 23:31:36.940 -17.400425        40.38         20
2023-04-07 23:31:37.148 -17.282689        40.38         20
2023-04-07 23:31:37.356 -17.400425        40.38         20
2023-04-07 23:31:37.564 -17.787271        40.38         20
2023-04-07 23:31:37.774 -17.568619        40.38         20
2023-04-07 23:31:37.979 -17.383605        40.38         20
2023-04-07 23:31:38.155 -17.400425        40.38         20
2023-04-07 23:31:38.365 -17.619077        40.38         20
2023-04-07 23:31:38.574 -17.434063        40.38         20
2023-04-07 23:31:38.781 -17.652715        40.38         20
2023-04-07 23:31:38.990 -17.652715        40.38         20
2023-04-07 23:31:39.191 -17.669535        40.38         20
2023-04-07 23:31:39.390 -17.921826        40.38         20
2023-04-07 23:31:39.598 -17.518160        40.38         20
2023-04-07 23:31:39.806 -17.383605        40.38         20
2023-04-07 23:31:40.014 -17.736812        40.38         20
2023-04-07 23:31:40.223 -17.871367        40.38         20
2023-04-07 23:31:40.440 -17.955464        40.38         20
2023-04-07 23:31:40.655 -17.770451        40.38         20
2023-04-07 23:31:40.864 -17.837729        40.38         20
2023-04-07 23:31:41.072 -17.686354        40.38         20
2023-04-07 23:31:41.280 -17.484522        40.38         20
2023-04-07 23:31:41.488 -17.349966        40.38         20
2023-04-07 23:31:41.697 -17.871367        40.38         20
2023-04-07 23:31:41.904 -17.652715        40.38         20
2023-04-07 23:31:42.079 -17.787271        40.38         20
2023-04-07 23:31:42.289 -17.602257        40.38         20
2023-04-07 23:31:42.497 -17.652715        40.38         20
2023-04-07 23:31:42.705 -17.719993        40.38         20
2023-04-07 23:31:42.908 -17.719993        40.35         20
2023-04-07 23:31:43.115 -17.703174        40.35         20
2023-04-07 23:31:43.314 -17.753632        40.38         20
2023-04-07 23:31:43.522 -17.871367        40.35         20
2023-04-07 23:31:43.730 -17.703174        40.38         20
2023-04-07 23:31:43.932 -17.534980        40.35         20
2023-04-07 23:31:44.141 -17.753632        40.35         20
2023-04-07 23:31:44.362 -17.820909        40.35         20
2023-04-07 23:31:44.573 -17.736812        40.35         20
2023-04-07 23:31:44.780 -17.316328        40.35         20
2023-04-07 23:31:44.987 -17.602257        40.35         20
2023-04-07 23:31:45.197 -17.703174        40.35         20
2023-04-07 23:31:45.405 -17.854548        40.35         20
2023-04-07 23:31:45.611 -17.619077        40.35         20
2023-04-07 23:31:45.830 -17.753632        40.35         20
2023-04-07 23:31:45.997 -17.232231        40.35         20
2023-04-07 23:31:46.204 -17.602257        40.35         20
2023-04-07 23:31:46.412 -17.602257        40.35         20
2023-04-07 23:31:46.620 -17.753632        40.35         20
2023-04-07 23:31:46.827 -17.551799        40.35         20
2023-04-07 23:31:47.036 -17.349966        40.35         20
2023-04-07 23:31:47.243 -17.669535        40.35         20
2023-04-07 23:31:47.448 -17.450883        40.35         20
2023-04-07 23:31:47.643 -17.585438        40.35         20
2023-04-07 23:31:47.863 -17.366786        40.35         20
2023-04-07 23:31:48.080 -17.333147        40.35         20
2023-04-07 23:31:48.289 -17.484522        40.35         20
2023-04-07 23:31:48.497 -17.232231        40.35         20
2023-04-07 23:31:48.704 -17.434063        40.32         20
2023-04-07 23:31:48.913 -17.450883        40.32         20
2023-04-07 23:31:49.122 -17.249050        40.32         20
2023-04-07 23:31:49.330 -17.349966        40.32         20
2023-04-07 23:31:49.542 -17.417244        40.32         20
2023-04-07 23:31:49.760 -17.299508        40.35         20
2023-04-07 23:31:49.922 -17.215411        40.35         20
2023-04-07 23:31:50.131 -17.080856        40.32         20
2023-04-07 23:31:50.339 -17.030398        40.32         20
2023-04-07 23:31:50.563 -17.282689        40.32         20
2023-04-07 23:31:50.771 -16.862204        40.35         20
2023-04-07 23:31:50.979 -16.979940        40.32         20
2023-04-07 23:31:51.172 -17.114495        40.32         20
2023-04-07 23:31:51.374 -17.013579        40.35         20
2023-04-07 23:31:51.572 -17.366786        40.35         20
2023-04-07 23:31:51.787 -17.282689        40.32         20
2023-04-07 23:31:52.004 -17.434063        40.32         20
2023-04-07 23:31:52.213 -17.013579        40.32         20
2023-04-07 23:31:52.421 -17.013579        40.32         20
2023-04-07 23:31:52.629 -16.879024        40.32         20
2023-04-07 23:31:52.837 -17.080856        40.32         20
2023-04-07 23:31:53.046 -17.333147        40.32         20
2023-04-07 23:31:53.254 -17.080856        40.32         20
2023-04-07 23:31:53.462 -17.080856        40.32         20
2023-04-07 23:31:53.681 -16.979940        40.32         20
2023-04-07 23:31:53.846 -17.164953        40.32         20
2023-04-07 23:31:54.054 -16.929482        40.32         20
2023-04-07 23:31:54.263 -16.895843        40.32         20
2023-04-07 23:31:54.471 -17.080856        40.32         20
2023-04-07 23:31:54.679 -16.946301        40.32         20
2023-04-07 23:31:54.887 -16.929482        40.32         20
2023-04-07 23:31:55.096 -17.030398        40.32         20
2023-04-07 23:31:55.295 -17.249050        40.35         20
2023-04-07 23:31:55.496 -16.979940        40.35         20
2023-04-07 23:31:55.704 -17.164953        40.35         20
2023-04-07 23:31:55.922 -17.265870        40.35         20
2023-04-07 23:31:56.136 -17.282689        40.35         20
2023-04-07 23:31:56.345 -17.047218        40.35         20
2023-04-07 23:31:56.552 -16.879024        40.35         20
2023-04-07 23:31:56.761 -17.148134        40.32         20
2023-04-07 23:31:56.969 -17.114495        40.32         20
2023-04-07 23:31:57.177 -16.929482        40.32         20
2023-04-07 23:31:57.386 -16.996759        40.32         20
2023-04-07 23:31:57.600 -17.148134        40.32         20
2023-04-07 23:31:57.770 -17.299508        40.32         20
2023-04-07 23:31:57.978 -17.349966        40.32         20
2023-04-07 23:31:58.186 -17.265870        40.32         20
2023-04-07 23:31:58.395 -17.215411        40.32         20
2023-04-07 23:31:58.602 -17.434063        40.35         20
2023-04-07 23:31:58.811 -17.232231        40.35         20
2023-04-07 23:31:59.018 -17.232231        40.35         20
2023-04-07 23:31:59.217 -17.333147        40.35         20
2023-04-07 23:31:59.416 -17.265870        40.35         20
2023-04-07 23:31:59.628 -17.349966        40.35         20
2023-04-07 23:31:59.842 -17.282689        40.35         20
2023-04-07 23:32:00.054 -17.316328        40.35         20
2023-04-07 23:32:00.269 -17.249050        40.35         20
2023-04-07 23:32:00.476 -17.349966        40.35         20
2023-04-07 23:32:00.684 -17.383605        40.35         20
2023-04-07 23:32:00.893 -17.518160        40.35         20
2023-04-07 23:32:01.116 -17.450883        40.35         20
2023-04-07 23:32:01.322 -17.333147        40.35         20
2023-04-07 23:32:01.517 -17.501341        40.35         20
2023-04-07 23:32:01.693 -17.484522        40.35         20
2023-04-07 23:32:01.900 -17.602257        40.35         20
2023-04-07 23:32:02.119 -17.467702        40.35         20
2023-04-07 23:32:02.317 -17.383605        40.35         20
2023-04-07 23:32:02.526 -17.467702        40.35         20
2023-04-07 23:32:02.734 -17.434063        40.35         20
2023-04-07 23:32:02.940 -17.602257        40.35         20
2023-04-07 23:32:03.139 -17.669535        40.35         20
2023-04-07 23:32:03.342 -17.349966        40.35         20
2023-04-07 23:32:03.549 -17.383605        40.35         20
2023-04-07 23:32:03.759 -17.501341        40.35         20
2023-04-07 23:32:03.977 -17.534980        40.35         20
2023-04-07 23:32:04.191 -17.400425        40.35         20
2023-04-07 23:32:04.399 -17.383605        40.35         20
2023-04-07 23:32:04.607 -17.333147        40.35         20
2023-04-07 23:32:04.815 -17.501341        40.35         20
2023-04-07 23:32:05.023 -17.148134        40.35         20
2023-04-07 23:32:05.232 -17.080856        40.35         20
2023-04-07 23:32:05.439 -17.148134        40.32         20
2023-04-07 23:32:05.615 -17.333147        40.32         20
2023-04-07 23:32:05.825 -17.114495        40.32         20
2023-04-07 23:32:06.033 -17.148134        40.32         20
2023-04-07 23:32:06.241 -17.249050        40.32         20
2023-04-07 23:32:06.449 -17.265870        40.32         20
2023-04-07 23:32:06.657 -17.181773        40.32         20
2023-04-07 23:32:06.862 -17.299508        40.32         20
2023-04-07 23:32:07.061 -16.879024        40.35         20
2023-04-07 23:32:07.265 -17.282689        40.35         20
2023-04-07 23:32:07.473 -17.114495        40.35         20
2023-04-07 23:32:07.682 -16.979940        40.35         20
2023-04-07 23:32:07.900 -17.030398        40.35         20
2023-04-07 23:32:08.114 -16.979940        40.35         20
2023-04-07 23:32:08.321 -17.097676        40.35         20
2023-04-07 23:32:08.531 -16.895843        40.35         20
2023-04-07 23:32:08.739 -17.148134        40.35         20
2023-04-07 23:32:08.947 -17.047218        40.35         20
2023-04-07 23:32:09.156 -16.946301        40.35         20
2023-04-07 23:32:09.363 -16.996759        40.35         20
2023-04-07 23:32:09.539 -16.996759        40.35         20
2023-04-07 23:32:09.748 -16.912662        40.35         20
2023-04-07 23:32:09.956 -16.879024        40.35         20
2023-04-07 23:32:10.164 -17.064037        40.35         20
2023-04-07 23:32:10.373 -17.030398        40.35         20
2023-04-07 23:32:10.580 -16.845385        40.35         20
2023-04-07 23:32:10.784 -16.929482        40.35         20
2023-04-07 23:32:10.980 -16.761288        40.35         20
2023-04-07 23:32:11.189 -16.845385        40.35         20
2023-04-07 23:32:11.397 -16.694010        40.35         20
2023-04-07 23:32:11.606 -16.609913        40.35         20
