               data_ora        rad  temperatura elevazione
2023-04-07 23:21:50.117 -19.149641        40.35         20
2023-04-07 23:21:50.325 -19.267377        40.35         20
2023-04-07 23:21:50.534 -18.762795        40.35         20
2023-04-07 23:21:50.742 -18.947808        40.35         20
2023-04-07 23:21:50.950 -19.031905        40.35         20
2023-04-07 23:21:51.158 -18.846892        40.35         20
2023-04-07 23:21:51.364 -18.830073        40.35         20
2023-04-07 23:21:51.575 -19.015086        40.35         20
2023-04-07 23:21:51.793 -18.964628        40.35         20
2023-04-07 23:21:52.023 -18.897350        40.35         20
2023-04-07 23:21:52.230 -18.476865        40.35         20
2023-04-07 23:21:52.423 -18.964628        40.38         20
2023-04-07 23:21:52.631 -19.906513        40.38         20
2023-04-07 23:21:52.840 -19.755139        40.38         20
2023-04-07 23:21:53.016 -19.536487        40.38         20
2023-04-07 23:21:53.224 -19.637403        40.38         20
2023-04-07 23:21:53.432 -19.687861        40.38         20
2023-04-07 23:21:53.639 -19.452390        40.38         20
2023-04-07 23:21:53.838 -19.401932        40.38         20
2023-04-07 23:21:54.040 -19.435570        40.38         20
2023-04-07 23:21:54.249 -19.418751        40.38         20
2023-04-07 23:21:54.455 -19.654222        40.38         20
2023-04-07 23:21:54.665 -19.637403        40.35         20
2023-04-07 23:21:54.873 -19.704681        40.38         20
2023-04-07 23:21:55.081 -19.603764        40.38         20
2023-04-07 23:21:55.289 -19.519667        40.38         20
2023-04-07 23:21:55.497 -19.385112        40.38         20
2023-04-07 23:21:55.712 -19.250557        40.38         20
2023-04-07 23:21:55.929 -19.452390        40.38         20
2023-04-07 23:21:56.138 -19.317835        40.38         20
2023-04-07 23:21:56.347 -19.452390        40.35         20
2023-04-07 23:21:56.554 -19.401932        40.35         20
2023-04-07 23:21:56.762 -19.418751        40.35         20
2023-04-07 23:21:56.938 -19.385112        40.38         20
2023-04-07 23:21:57.147 -19.586945        40.38         20
2023-04-07 23:21:57.356 -19.401932        40.35         20
2023-04-07 23:21:57.558 -19.452390        40.38         20
2023-04-07 23:21:57.755 -19.654222        40.38         20
2023-04-07 23:21:57.963 -19.452390        40.38         20
2023-04-07 23:21:58.172 -19.603764        40.38         20
2023-04-07 23:21:58.380 -19.553306        40.35         20
2023-04-07 23:21:58.587 -19.788778        40.38         20
2023-04-07 23:21:58.797 -19.418751        40.38         20
2023-04-07 23:21:59.005 -19.620584        40.38         20
2023-04-07 23:21:59.213 -19.351474        40.38         20
2023-04-07 23:21:59.422 -19.570126        40.38         20
2023-04-07 23:21:59.629 -19.216918        40.38         20
2023-04-07 23:21:59.847 -19.284196        40.38         20
2023-04-07 23:22:00.057 -19.486029        40.38         20
2023-04-07 23:22:00.270 -19.284196        40.38         20
2023-04-07 23:22:00.479 -19.351474        40.38         20
2023-04-07 23:22:00.687 -19.452390        40.38         20
2023-04-07 23:22:00.862 -19.250557        40.38         20
2023-04-07 23:22:01.071 -19.334654        40.38         20
2023-04-07 23:22:01.277 -19.250557        40.38         20
2023-04-07 23:22:01.477 -19.502848        40.38         20
2023-04-07 23:22:01.689 -19.435570        40.38         20
2023-04-07 23:22:01.888 -19.418751        40.38         20
2023-04-07 23:22:02.095 -19.553306        40.38         20
2023-04-07 23:22:02.304 -19.334654        40.38         20
2023-04-07 23:22:02.512 -19.385112        40.38         20
2023-04-07 23:22:02.720 -19.469209        40.38         20
2023-04-07 23:22:02.929 -19.435570        40.38         20
2023-04-07 23:22:03.153 -19.334654        40.38         20
2023-04-07 23:22:03.345 -19.570126        40.38         20
2023-04-07 23:22:03.554 -19.469209        40.38         20
2023-04-07 23:22:03.769 -19.351474        40.38         20
2023-04-07 23:22:03.986 -19.216918        40.38         20
2023-04-07 23:22:04.195 -19.149641        40.38         20
2023-04-07 23:22:04.402 -19.418751        40.38         20
2023-04-07 23:22:04.610 -19.486029        40.38         20
2023-04-07 23:22:04.786 -19.452390        40.38         20
2023-04-07 23:22:04.995 -19.570126        40.38         20
2023-04-07 23:22:05.200 -19.351474        40.38         20
2023-04-07 23:22:05.399 -19.553306        40.38         20
2023-04-07 23:22:05.602 -19.536487        40.38         20
2023-04-07 23:22:05.810 -19.317835        40.38         20
2023-04-07 23:22:06.019 -19.385112        40.38         20
2023-04-07 23:22:06.228 -19.519667        40.35         20
2023-04-07 23:22:06.435 -19.233738        40.35         20
2023-04-07 23:22:06.644 -19.284196        40.35         20
2023-04-07 23:22:06.853 -19.317835        40.38         20
2023-04-07 23:22:07.072 -19.183280        40.38         20
2023-04-07 23:22:07.269 -19.301015        40.38         20
2023-04-07 23:22:07.477 -19.486029        40.38         20
2023-04-07 23:22:07.683 -19.603764        40.38         20
2023-04-07 23:22:07.906 -19.603764        40.38         20
2023-04-07 23:22:08.117 -19.233738        40.38         20
2023-04-07 23:22:08.325 -19.284196        40.38         20
2023-04-07 23:22:08.534 -19.469209        40.38         20
2023-04-07 23:22:08.710 -19.301015        40.38         20
2023-04-07 23:22:08.918 -19.200099        40.38         20
2023-04-07 23:22:09.122 -19.132821        40.38         20
2023-04-07 23:22:09.318 -19.536487        40.38         20
2023-04-07 23:22:09.525 -19.015086        40.38         20
2023-04-07 23:22:09.734 -19.216918        40.38         20
2023-04-07 23:22:09.942 -19.301015        40.38         20
2023-04-07 23:22:10.148 -19.015086        40.38         20
2023-04-07 23:22:10.358 -18.981447        40.35         20
2023-04-07 23:22:10.566 -19.216918        40.35         20
2023-04-07 23:22:10.774 -19.351474        40.35         20
2023-04-07 23:22:10.983 -19.284196        40.35         20
2023-04-07 23:22:11.192 -19.301015        40.35         20
2023-04-07 23:22:11.415 -19.031905        40.38         20
2023-04-07 23:22:11.608 -19.183280        40.38         20
2023-04-07 23:22:11.825 -19.216918        40.38         20
2023-04-07 23:22:12.040 -19.284196        40.35         20
2023-04-07 23:22:12.248 -19.082363        40.35         20
2023-04-07 23:22:12.456 -19.116002        40.35         20
2023-04-07 23:22:12.632 -19.216918        40.35         20
2023-04-07 23:22:12.840 -19.200099        40.35         20
2023-04-07 23:22:13.042 -19.284196        40.38         20
2023-04-07 23:22:13.241 -19.048725        40.35         20
2023-04-07 23:22:13.449 -19.317835        40.38         20
2023-04-07 23:22:13.656 -19.435570        40.38         20
2023-04-07 23:22:13.866 -19.149641        40.35         20
2023-04-07 23:22:14.073 -19.553306        40.38         20
2023-04-07 23:22:14.282 -19.284196        40.38         20
2023-04-07 23:22:14.490 -19.536487        40.38         20
2023-04-07 23:22:14.698 -19.519667        40.38         20
2023-04-07 23:22:14.906 -19.486029        40.38         20
2023-04-07 23:22:15.114 -19.351474        40.38         20
2023-04-07 23:22:15.323 -19.452390        40.38         20
2023-04-07 23:22:15.531 -19.452390        40.38         20
2023-04-07 23:22:15.743 -19.486029        40.38         20
2023-04-07 23:22:15.961 -19.452390        40.38         20
2023-04-07 23:22:16.172 -19.452390        40.38         20
2023-04-07 23:22:16.380 -19.401932        40.38         20
2023-04-07 23:22:16.556 -19.334654        40.38         20
2023-04-07 23:22:16.763 -19.200099        40.38         20
2023-04-07 23:22:16.961 -19.284196        40.38         20
2023-04-07 23:22:17.165 -19.418751        40.38         20
2023-04-07 23:22:17.373 -19.385112        40.38         20
2023-04-07 23:22:17.579 -19.267377        40.38         20
2023-04-07 23:22:17.790 -19.250557        40.38         20
2023-04-07 23:22:17.998 -19.401932        40.38         20
2023-04-07 23:22:18.206 -19.267377        40.38         20
2023-04-07 23:22:18.428 -19.216918        40.38         20
2023-04-07 23:22:18.638 -19.301015        40.38         20
2023-04-07 23:22:18.830 -19.132821        40.38         20
2023-04-07 23:22:19.038 -19.065544        40.38         20
2023-04-07 23:22:19.247 -19.250557        40.38         20
2023-04-07 23:22:19.456 -19.166460        40.38         20
2023-04-07 23:22:19.664 -19.065544        40.38         20
2023-04-07 23:22:19.880 -19.116002        40.38         20
2023-04-07 23:22:20.096 -19.082363        40.41         20
2023-04-07 23:22:20.304 -19.031905        40.41         20
2023-04-07 23:22:20.513 -18.981447        40.41         20
2023-04-07 23:22:20.684 -19.082363        40.41         20
2023-04-07 23:22:20.881 -19.048725        40.41         20
2023-04-07 23:22:21.089 -18.998266        40.41         20
2023-04-07 23:22:21.296 -18.796434        40.38         20
2023-04-07 23:22:21.505 -18.897350        40.38         20
2023-04-07 23:22:21.714 -18.897350        40.38         20
2023-04-07 23:22:21.921 -18.947808        40.41         20
2023-04-07 23:22:22.130 -19.267377        40.41         20
2023-04-07 23:22:22.338 -19.031905        40.41         20
2023-04-07 23:22:22.546 -18.846892        40.41         20
2023-04-07 23:22:22.754 -19.166460        40.41         20
2023-04-07 23:22:22.963 -19.301015        40.41         20
2023-04-07 23:22:23.171 -19.267377        40.41         20
2023-04-07 23:22:23.379 -19.065544        40.41         20
2023-04-07 23:22:23.587 -18.930989        40.41         20
2023-04-07 23:22:23.799 -18.830073        40.41         20
2023-04-07 23:22:24.016 -18.998266        40.38         20
2023-04-07 23:22:24.227 -19.166460        40.38         20
2023-04-07 23:22:24.435 -19.116002        40.38         20
2023-04-07 23:22:24.603 -18.897350        40.38         20
2023-04-07 23:22:24.803 -19.015086        40.38         20
2023-04-07 23:22:25.012 -19.132821        40.38         20
2023-04-07 23:22:25.220 -18.880531        40.41         20
2023-04-07 23:22:25.428 -18.914169        40.38         20
2023-04-07 23:22:25.636 -19.250557        40.38         20
2023-04-07 23:22:25.845 -19.048725        40.38         20
2023-04-07 23:22:26.053 -19.267377        40.38         20
2023-04-07 23:22:26.261 -19.116002        40.38         20
2023-04-07 23:22:26.469 -19.233738        40.38         20
2023-04-07 23:22:26.677 -19.233738        40.38         20
2023-04-07 23:22:26.886 -19.031905        40.38         20
2023-04-07 23:22:27.093 -18.947808        40.38         20
2023-04-07 23:22:27.302 -19.082363        40.38         20
2023-04-07 23:22:27.510 -18.813253        40.38         20
2023-04-07 23:22:27.719 -19.149641        40.38         20
2023-04-07 23:22:27.936 -19.183280        40.38         20
2023-04-07 23:22:28.151 -19.200099        40.38         20
2023-04-07 23:22:28.359 -19.401932        40.38         20
2023-04-07 23:22:28.524 -19.216918        40.38         20
2023-04-07 23:22:28.728 -19.250557        40.38         20
2023-04-07 23:22:28.935 -19.183280        40.38         20
2023-04-07 23:22:29.144 -18.998266        40.38         20
2023-04-07 23:22:29.351 -19.015086        40.38         20
2023-04-07 23:22:29.560 -19.216918        40.38         20
2023-04-07 23:22:29.768 -19.200099        40.38         20
2023-04-07 23:22:29.976 -19.048725        40.38         20
2023-04-07 23:22:30.185 -19.317835        40.38         20
2023-04-07 23:22:30.393 -19.200099        40.38         20
2023-04-07 23:22:30.618 -19.031905        40.38         20
2023-04-07 23:22:30.825 -19.166460        40.38         20
2023-04-07 23:22:31.017 -19.015086        40.38         20
2023-04-07 23:22:31.225 -19.216918        40.38         20
2023-04-07 23:22:31.434 -19.216918        40.38         20
2023-04-07 23:22:31.641 -19.200099        40.38         20
2023-04-07 23:22:31.857 -19.031905        40.38         20
2023-04-07 23:22:32.074 -19.183280        40.38         20
2023-04-07 23:22:32.283 -19.216918        40.38         20
2023-04-07 23:22:32.442 -19.132821        40.38         20
2023-04-07 23:22:32.650 -19.082363        40.38         20
2023-04-07 23:22:32.859 -19.065544        40.38         20
2023-04-07 23:22:33.068 -19.401932        40.38         20
2023-04-07 23:22:33.276 -19.200099        40.38         20
2023-04-07 23:22:33.484 -19.031905        40.38         20
2023-04-07 23:22:33.693 -18.998266        40.38         20
2023-04-07 23:22:33.900 -19.183280        40.38         20
2023-04-07 23:22:34.106 -19.317835        40.38         20
2023-04-07 23:22:34.317 -18.998266        40.38         20
2023-04-07 23:22:34.526 -19.183280        40.38         20
2023-04-07 23:22:34.734 -19.183280        40.38         20
2023-04-07 23:22:34.942 -18.897350        40.38         20
2023-04-07 23:22:35.150 -19.216918        40.38         20
2023-04-07 23:22:35.358 -19.183280        40.38         20
2023-04-07 23:22:35.565 -19.301015        40.38         20
2023-04-07 23:22:35.774 -19.065544        40.38         20
2023-04-07 23:22:35.989 -19.216918        40.38         20
2023-04-07 23:22:36.207 -19.284196        40.38         20
2023-04-07 23:22:36.367 -19.401932        40.38         20
2023-04-07 23:22:36.575 -19.267377        40.38         20
2023-04-07 23:22:36.784 -19.250557        40.38         20
2023-04-07 23:22:36.992 -19.553306        40.38         20
2023-04-07 23:22:37.198 -19.099183        40.38         20
2023-04-07 23:22:37.409 -19.048725        40.38         20
2023-04-07 23:22:37.616 -19.065544        40.38         20
2023-04-07 23:22:37.824 -19.183280        40.38         20
2023-04-07 23:22:38.027 -19.233738        40.38         20
2023-04-07 23:22:38.234 -19.065544        40.38         20
2023-04-07 23:22:38.465 -18.846892        40.38         20
2023-04-07 23:22:38.673 -18.981447        40.38         20
2023-04-07 23:22:38.880 -18.981447        40.38         20
2023-04-07 23:22:39.073 -18.964628        40.38         20
2023-04-07 23:22:39.281 -18.930989        40.38         20
2023-04-07 23:22:39.488 -18.981447        40.38         20
2023-04-07 23:22:39.697 -18.779614        40.38         20
2023-04-07 23:22:39.904 -18.712337        40.38         20
2023-04-07 23:22:40.125 -18.830073        40.38         20
2023-04-07 23:22:40.290 -19.082363        40.38         20
2023-04-07 23:22:40.498 -18.527324        40.38         20
2023-04-07 23:22:40.705 -18.544143        40.38         20
2023-04-07 23:22:40.914 -18.342310        40.35         20
2023-04-07 23:22:41.123 -18.628240        40.35         20
2023-04-07 23:22:41.331 -18.762795        40.38         20
2023-04-07 23:22:41.538 -18.460046        40.35         20
2023-04-07 23:22:41.747 -18.594601        40.35         20
2023-04-07 23:22:41.946 -18.712337        40.35         20
2023-04-07 23:22:42.146 -18.964628        40.35         20
2023-04-07 23:22:42.365 -19.065544        40.35         20
2023-04-07 23:22:42.580 -18.880531        40.35         20
2023-04-07 23:22:42.787 -18.930989        40.35         20
2023-04-07 23:22:42.997 -18.745976        40.35         20
2023-04-07 23:22:43.205 -18.695517        40.35         20
2023-04-07 23:22:43.413 -18.628240        40.35         20
2023-04-07 23:22:43.621 -18.762795        40.35         20
2023-04-07 23:22:43.829 -19.149641        40.35         20
2023-04-07 23:22:44.041 -19.082363        40.35         20
2023-04-07 23:22:44.213 -18.880531        40.35         20
2023-04-07 23:22:44.422 -19.284196        40.35         20
2023-04-07 23:22:44.630 -18.947808        40.35         20
2023-04-07 23:22:44.838 -19.116002        40.35         20
2023-04-07 23:22:45.047 -18.930989        40.35         20
2023-04-07 23:22:45.255 -18.493685        40.35         20
2023-04-07 23:22:45.463 -18.560962        40.35         20
2023-04-07 23:22:45.667 -18.409588        40.35         20
2023-04-07 23:22:45.867 -18.224575        40.35         20
2023-04-07 23:22:46.071 -18.190936        40.35         20
2023-04-07 23:22:46.287 -18.258213        40.35         20
2023-04-07 23:22:46.504 -18.056381        40.35         20
2023-04-07 23:22:46.712 -18.392768        40.35         20
2023-04-07 23:22:46.920 -18.325491        40.35         20
2023-04-07 23:22:47.129 -18.392768        40.35         20
2023-04-07 23:22:47.337 -18.577782        40.35         20
2023-04-07 23:22:47.546 -18.661879        40.35         20
2023-04-07 23:22:47.769 -18.745976        40.35         20
2023-04-07 23:22:47.976 -18.897350        40.35         20
2023-04-07 23:22:48.152 -18.813253        40.35         20
2023-04-07 23:22:48.345 -18.611420        40.35         20
2023-04-07 23:22:48.553 -18.964628        40.35         20
2023-04-07 23:22:48.762 -18.914169        40.35         20
2023-04-07 23:22:48.969 -18.846892        40.35         20
2023-04-07 23:22:49.178 -18.998266        40.35         20
2023-04-07 23:22:49.387 -18.964628        40.35         20
2023-04-07 23:22:49.588 -19.216918        40.35         20
2023-04-07 23:22:49.787 -18.897350        40.35         20
2023-04-07 23:22:49.995 -18.813253        40.35         20
2023-04-07 23:22:50.207 -19.301015        40.35         20
2023-04-07 23:22:50.425 -19.132821        40.35         20
2023-04-07 23:22:50.635 -18.914169        40.35         20
2023-04-07 23:22:50.845 -18.762795        40.35         20
2023-04-07 23:22:51.052 -19.166460        40.35         20
2023-04-07 23:22:51.261 -18.678698        40.35         20
2023-04-07 23:22:51.469 -18.914169        40.35         20
2023-04-07 23:22:51.677 -19.065544        40.35         20
2023-04-07 23:22:51.885 -18.930989        40.35         20
2023-04-07 23:22:52.061 -19.149641        40.35         20
2023-04-07 23:22:52.269 -18.796434        40.35         20
2023-04-07 23:22:52.476 -18.779614        40.35         20
2023-04-07 23:22:52.686 -18.729156        40.35         20
2023-04-07 23:22:52.893 -18.678698        40.35         20
2023-04-07 23:22:53.102 -18.914169        40.35         20
2023-04-07 23:22:53.308 -18.594601        40.35         20
2023-04-07 23:22:53.508 -18.729156        40.35         20
2023-04-07 23:22:53.711 -18.611420        40.35         20
2023-04-07 23:22:53.919 -18.695517        40.35         20
2023-04-07 23:22:54.127 -18.863711        40.35         20
2023-04-07 23:22:54.346 -18.930989        40.35         20
2023-04-07 23:22:54.559 -18.981447        40.35         20
2023-04-07 23:22:54.767 -19.048725        40.35         20
2023-04-07 23:22:54.975 -18.846892        40.35         20
2023-04-07 23:22:55.182 -18.947808        40.35         20
2023-04-07 23:22:55.392 -19.233738        40.35         20
2023-04-07 23:22:55.600 -19.099183        40.35         20
2023-04-07 23:22:55.808 -19.099183        40.35         20
2023-04-07 23:22:55.984 -19.149641        40.35         20
2023-04-07 23:22:56.192 -19.132821        40.35         20
2023-04-07 23:22:56.401 -19.048725        40.35         20
2023-04-07 23:22:56.609 -19.015086        40.35         20
2023-04-07 23:22:56.817 -19.267377        40.35         20
2023-04-07 23:22:57.025 -19.082363        40.35         20
2023-04-07 23:22:57.230 -19.065544        40.35         20
2023-04-07 23:22:57.426 -19.200099        40.35         20
2023-04-07 23:22:57.634 -19.048725        40.35         20
2023-04-07 23:22:57.842 -18.947808        40.35         20
2023-04-07 23:22:58.066 -19.132821        40.35         20
2023-04-07 23:22:58.266 -18.745976        40.35         20
2023-04-07 23:22:58.482 -18.762795        40.35         20
2023-04-07 23:22:58.690 -19.183280        40.35         20
2023-04-07 23:22:58.898 -19.015086        40.35         20
2023-04-07 23:22:59.107 -19.082363        40.35         20
2023-04-07 23:22:59.315 -19.233738        40.35         20
2023-04-07 23:22:59.523 -18.930989        40.35         20
2023-04-07 23:22:59.732 -18.964628        40.35         20
2023-04-07 23:22:59.908 -18.947808        40.35         20
2023-04-07 23:23:00.114 -19.099183        40.35         20
2023-04-07 23:23:00.324 -18.712337        40.35         20
2023-04-07 23:23:00.532 -19.149641        40.35         20
2023-04-07 23:23:00.740 -19.317835        40.35         20
