               data_ora         rad  temperatura elevazione
2023-02-15 03:00:12.106   41.019380        40.35         20
2023-02-15 03:00:12.323   41.271656        40.35         20
2023-02-15 03:00:12.532   41.271656        40.35         20
2023-02-15 03:00:12.739   41.187564        40.35         20
2023-02-15 03:00:12.948   41.187564        40.35         20
2023-02-15 03:00:13.155   41.305293        40.35         20
2023-02-15 03:00:13.364   41.187564        40.35         20
2023-02-15 03:00:13.572   41.221201        40.35         20
2023-02-15 03:00:13.749   41.490295        40.35         20
2023-02-15 03:00:13.957   41.322111        40.35         20
2023-02-15 03:00:14.164   41.103472        40.35         20
2023-02-15 03:00:14.385   41.086653        40.35         20
2023-02-15 03:00:14.581   41.238019        40.35         20
2023-02-15 03:00:14.788   41.473477        40.35         20
2023-02-15 03:00:14.993   41.053017        40.35         20
2023-02-15 03:00:15.195   41.305293        40.35         20
2023-02-15 03:00:15.398   41.069835        40.35         20
2023-02-15 03:00:15.605   40.834377        40.35         20
2023-02-15 03:00:15.814   40.851196        40.35         20
2023-02-15 03:00:16.027   41.053017        40.35         20
2023-02-15 03:00:16.245   40.716648        40.35         20
2023-02-15 03:00:16.452   40.952106        40.35         20
2023-02-15 03:00:16.661   41.036198        40.35         20
2023-02-15 03:00:16.868   40.817559        40.35         20
2023-02-15 03:00:17.078   41.019380        40.35         20
2023-02-15 03:00:17.286   40.615738        40.35         20
2023-02-15 03:00:17.495   40.582101        40.35         20
2023-02-15 03:00:17.703   40.817559        40.35         20
2023-02-15 03:00:17.880   40.531646        40.35         20
2023-02-15 03:00:18.087   40.649375        40.35         20
2023-02-15 03:00:18.294   40.716648        40.35         20
2023-02-15 03:00:18.503   40.447554        40.35         20
2023-02-15 03:00:18.711   40.800740        40.35         20
2023-02-15 03:00:18.919   40.750285        40.35         20
2023-02-15 03:00:19.120   40.733467        40.35         20
2023-02-15 03:00:19.318   40.548464        40.35         20
2023-02-15 03:00:19.528   40.531646        40.35         20
2023-02-15 03:00:19.736   40.598920        40.35         20
2023-02-15 03:00:19.944   40.481191        40.35         20
2023-02-15 03:00:20.160   40.800740        40.35         20
2023-02-15 03:00:20.376   40.598920        40.35         20
2023-02-15 03:00:20.584   40.699830        40.35         20
2023-02-15 03:00:20.793   40.783922        40.35         20
2023-02-15 03:00:21.001   40.582101        40.35         20
2023-02-15 03:00:21.209   40.649375        40.35         20
2023-02-15 03:00:21.418   40.868014        40.35         20
2023-02-15 03:00:21.625   40.750285        40.35         20
2023-02-15 03:00:21.801   40.918469        40.35         20
2023-02-15 03:00:22.009   40.783922        40.35         20
2023-02-15 03:00:22.216   40.884832        40.35         20
2023-02-15 03:00:22.425   40.918469        40.35         20
2023-02-15 03:00:22.632   40.666193        40.35         20
2023-02-15 03:00:22.841   40.868014        40.35         20
2023-02-15 03:00:23.044   40.783922        40.35         20
2023-02-15 03:00:23.242   40.952106        40.35         20
2023-02-15 03:00:23.451   40.985743        40.35         20
2023-02-15 03:00:23.659   40.834377        40.35         20
2023-02-15 03:00:23.867   40.968924        40.35         20
2023-02-15 03:00:24.075   40.716648        40.35         20
2023-02-15 03:00:24.293   41.019380        40.35         20
2023-02-15 03:00:24.506   41.036198        40.35         20
2023-02-15 03:00:24.715   40.918469        40.35         20
2023-02-15 03:00:24.924   41.120290        40.35         20
2023-02-15 03:00:25.146   41.187564        40.35         20
2023-02-15 03:00:25.355   41.221201        40.35         20
2023-02-15 03:00:25.547   41.305293        40.35         20
2023-02-15 03:00:25.756   41.153927        40.35         20
2023-02-15 03:00:25.932   41.137109        40.35         20
2023-02-15 03:00:26.140   41.221201        40.35         20
2023-02-15 03:00:26.347   41.002561        40.35         20
2023-02-15 03:00:26.555   41.288474        40.35         20
2023-02-15 03:00:26.763   41.019380        40.35         20
2023-02-15 03:00:26.970   40.716648        40.35         20
2023-02-15 03:00:27.167   40.901651        40.35         20
2023-02-15 03:00:27.372   40.935288        40.35         20
2023-02-15 03:00:27.580   40.952106        40.35         20
2023-02-15 03:00:27.789   40.767104        40.35         20
2023-02-15 03:00:27.996   40.851196        40.35         20
2023-02-15 03:00:28.208   40.868014        40.35         20
2023-02-15 03:00:28.423   40.851196        40.35         20
2023-02-15 03:00:28.635   40.666193        40.35         20
2023-02-15 03:00:28.844   40.464372        40.35         20
2023-02-15 03:00:29.053   40.498009        40.35         20
2023-02-15 03:00:29.261   40.262551        40.35         20
2023-02-15 03:00:29.468   40.666193        40.35         20
2023-02-15 03:00:29.677   40.447554        40.35         20
2023-02-15 03:00:29.886   40.481191        40.35         20
2023-02-15 03:00:30.062   40.144823        40.35         20
2023-02-15 03:00:30.269   40.430735        40.35         20
2023-02-15 03:00:30.478   40.195278        40.35         20
2023-02-15 03:00:30.684   40.329825        40.35         20
2023-02-15 03:00:30.894   40.262551        40.35         20
2023-02-15 03:00:31.093   40.430735        40.35         20
2023-02-15 03:00:31.293   40.262551        40.35         20
2023-02-15 03:00:31.502   40.447554        40.35         20
2023-02-15 03:00:31.711   40.380280        40.35         20
2023-02-15 03:00:31.919   40.279370        40.35         20
2023-02-15 03:00:32.127   40.363462        40.35         20
2023-02-15 03:00:32.335   40.481191        40.35         20
2023-02-15 03:00:32.554   40.397099        40.35         20
2023-02-15 03:00:32.767   40.531646        40.35         20
2023-02-15 03:00:32.971   40.363462        40.35         20
2023-02-15 03:00:33.183   40.228915        40.35         20
2023-02-15 03:00:33.391   40.313007        40.35         20
2023-02-15 03:00:33.597   40.397099        40.35         20
2023-02-15 03:00:33.808   40.632556        40.35         20
2023-02-15 03:00:33.983   40.413917        40.35         20
2023-02-15 03:00:34.193   40.565283        40.35         20
2023-02-15 03:00:34.401   40.514827        40.35         20
2023-02-15 03:00:34.608   40.397099        40.35         20
2023-02-15 03:00:34.816   40.346643        40.35         20
2023-02-15 03:00:35.018   40.582101        40.32         20
2023-02-15 03:00:35.216   40.447554        40.35         20
2023-02-15 03:00:35.425   40.346643        40.32         20
2023-02-15 03:00:35.633   40.531646        40.32         20
2023-02-15 03:00:35.841   40.699830        40.32         20
2023-02-15 03:00:36.048   40.531646        40.32         20
2023-02-15 03:00:36.257   40.397099        40.32         20
2023-02-15 03:00:36.470   40.481191        40.32         20
2023-02-15 03:00:36.690   40.262551        40.32         20
2023-02-15 03:00:36.897   40.666193        40.32         20
2023-02-15 03:00:37.106   40.699830        40.32         20
2023-02-15 03:00:37.312   40.783922        40.32         20
2023-02-15 03:00:37.522   40.800740        40.32         20
2023-02-15 03:00:37.730   40.666193        40.32         20
2023-02-15 03:00:37.938   40.531646        40.32         20
2023-02-15 03:00:38.115   40.817559        40.32         20
2023-02-15 03:00:38.320   41.002561        40.32         20
2023-02-15 03:00:38.528   40.783922        40.32         20
2023-02-15 03:00:38.737   40.632556        40.32         20
2023-02-15 03:00:38.944   40.901651        40.32         20
2023-02-15 03:00:39.143   40.800740        40.32         20
2023-02-15 03:00:39.347   40.817559        40.32         20
2023-02-15 03:00:39.556   40.901651        40.32         20
2023-02-15 03:00:39.763   40.952106        40.32         20
2023-02-15 03:00:39.972   40.767104        40.32         20
