               data_ora   rad  temperatura elevazione
2023-01-19 04:40:00.123  3767        40.29         25
2023-01-19 04:40:00.325  3749        40.29         25
2023-01-19 04:40:00.534  3744        40.29         25
2023-01-19 04:40:00.743  3752        40.29         25
2023-01-19 04:40:00.951  3739        40.29         25
2023-01-19 04:40:01.163  3725        40.29         25
2023-01-19 04:40:01.380  3704        40.29         25
2023-01-19 04:40:01.591  3691        40.29         25
2023-01-19 04:40:01.800  3701        40.29         25
2023-01-19 04:40:02.008  3667        40.29         25
2023-01-19 04:40:02.216  3678        40.29         25
2023-01-19 04:40:02.423  3672        40.29         25
2023-01-19 04:40:02.630  3675        40.29         25
2023-01-19 04:40:02.808  3691        40.29         25
2023-01-19 04:40:03.017  3657        40.29         25
2023-01-19 04:40:03.224  3655        40.29         25
2023-01-19 04:40:03.433  3669        40.29         25
2023-01-19 04:40:03.641  3684        40.29         25
2023-01-19 04:40:03.845  3667        40.29         25
2023-01-19 04:40:04.045  3660        40.29         25
2023-01-19 04:40:04.248  3663        40.29         25
2023-01-19 04:40:04.456  3670        40.29         25
2023-01-19 04:40:04.664  3673        40.29         25
2023-01-19 04:40:04.873  3654        40.29         25
2023-01-19 04:40:05.080  3660        40.29         25
2023-01-19 04:40:05.288  3652        40.29         25
2023-01-19 04:40:05.506  3644        40.29         25
2023-01-19 04:40:05.719  3637        40.29         25
2023-01-19 04:40:05.930  3643        40.29         25
2023-01-19 04:40:06.138  3660        40.29         25
2023-01-19 04:40:06.344  3642        40.29         25
2023-01-19 04:40:06.554  3651        40.29         25
2023-01-19 04:40:06.762  3668        40.29         25
2023-01-19 04:40:06.938  3702        40.29         25
2023-01-19 04:40:07.145  3719        40.29         25
2023-01-19 04:40:07.354  3717        40.29         25
2023-01-19 04:40:07.563  3735        40.29         25
2023-01-19 04:40:07.765  3748        40.29         25
2023-01-19 04:40:07.963  3752        40.29         25
2023-01-19 04:40:08.171  3747        40.29         25
2023-01-19 04:40:08.377  3772        40.29         25
2023-01-19 04:40:08.586  3755        40.29         25
2023-01-19 04:40:08.795  3743        40.29         25
2023-01-19 04:40:09.003  3757        40.29         25
2023-01-19 04:40:09.210  3725        40.29         25
2023-01-19 04:40:09.419  3722        40.29         25
2023-01-19 04:40:09.638  3711        40.29         25
2023-01-19 04:40:09.850  3703        40.29         25
2023-01-19 04:40:10.058  3706        40.29         25
2023-01-19 04:40:10.268  3705        40.29         25
2023-01-19 04:40:10.477  3713        40.29         25
2023-01-19 04:40:10.684  3731        40.29         25
2023-01-19 04:40:10.860  3705        40.29         25
2023-01-19 04:40:11.068  3710        40.29         25
2023-01-19 04:40:11.277  3707        40.29         25
2023-01-19 04:40:11.485  3715        40.29         25
2023-01-19 04:40:11.685  3723        40.29         25
2023-01-19 04:40:11.885  3730        40.29         25
2023-01-19 04:40:12.093  3745        40.29         25
2023-01-19 04:40:12.302  3740        40.29         25
2023-01-19 04:40:12.509  3745        40.29         25
2023-01-19 04:40:12.717  3753        40.29         25
2023-01-19 04:40:12.925  3762        40.29         25
2023-01-19 04:40:13.134  3765        40.29         25
2023-01-19 04:40:13.341  3770        40.29         25
2023-01-19 04:40:13.550  3746        40.29         25
2023-01-19 04:40:13.765  3744        40.29         25
2023-01-19 04:40:13.981  3744        40.29         25
2023-01-19 04:40:14.190  3759        40.29         25
2023-01-19 04:40:14.414  3774        40.29         25
2023-01-19 04:40:14.623  3777        40.29         25
2023-01-19 04:40:14.831  3761        40.29         25
2023-01-19 04:40:15.007  3764        40.29         25
2023-01-19 04:40:15.200  3753        40.29         25
2023-01-19 04:40:15.405  3764        40.29         25
2023-01-19 04:40:15.605  3756        40.29         25
2023-01-19 04:40:15.807  3795        40.29         25
2023-01-19 04:40:16.015  3777        40.29         25
2023-01-19 04:40:16.223  3789        40.29         25
2023-01-19 04:40:16.432  3789        40.29         25
2023-01-19 04:40:16.639  3775        40.29         25
2023-01-19 04:40:16.848  3783        40.29         25
2023-01-19 04:40:17.056  3800        40.29         25
2023-01-19 04:40:17.265  3816        40.29         25
2023-01-19 04:40:17.472  3806        40.29         25
2023-01-19 04:40:17.681  3801        40.29         25
2023-01-19 04:40:17.893  3790        40.29         25
2023-01-19 04:40:18.113  3801        40.29         25
2023-01-19 04:40:18.318  3784        40.29         25
2023-01-19 04:40:18.528  3801        40.29         25
2023-01-19 04:40:18.737  3772        40.29         25
2023-01-19 04:40:18.913  3768        40.29         25
2023-01-19 04:40:19.120  3756        40.29         25
2023-01-19 04:40:19.325  3724        40.29         25
2023-01-19 04:40:19.528  3718        40.29         25
2023-01-19 04:40:19.730  3712        40.29         25
2023-01-19 04:40:19.937  3701        40.29         25
2023-01-19 04:40:20.145  3708        40.29         25
2023-01-19 04:40:20.354  3714        40.29         25
2023-01-19 04:40:20.562  3712        40.29         25
2023-01-19 04:40:20.770  3695        40.29         25
2023-01-19 04:40:20.978  3698        40.29         25
2023-01-19 04:40:21.187  3720        40.29         25
2023-01-19 04:40:21.393  3713        40.29         25
2023-01-19 04:40:21.602  3734        40.29         25
2023-01-19 04:40:21.809  3744        40.29         25
2023-01-19 04:40:22.017  3749        40.29         25
2023-01-19 04:40:22.236  3762        40.29         25
2023-01-19 04:40:22.450  3772        40.29         25
2023-01-19 04:40:22.658  3775        40.29         25
2023-01-19 04:40:22.868  3762        40.29         25
2023-01-19 04:40:23.044  3764        40.29         25
2023-01-19 04:40:23.245  3762        40.29         25
2023-01-19 04:40:23.443  3762        40.29         25
2023-01-19 04:40:23.652  3751        40.29         25
2023-01-19 04:40:23.859  3764        40.29         25
2023-01-19 04:40:24.067  3763        40.29         25
2023-01-19 04:40:24.275  3752        40.29         25
2023-01-19 04:40:24.483  3739        40.29         25
2023-01-19 04:40:24.692  3747        40.29         25
2023-01-19 04:40:24.901  3739        40.29         25
2023-01-19 04:40:25.107  3737        40.29         25
2023-01-19 04:40:25.317  3728        40.29         25
2023-01-19 04:40:25.524  3734        40.29         25
2023-01-19 04:40:25.733  3717        40.29         25
2023-01-19 04:40:25.941  3730        40.29         25
2023-01-19 04:40:26.149  3722        40.29         25
2023-01-19 04:40:26.357  3724        40.29         25
2023-01-19 04:40:26.573  3730        40.29         25
2023-01-19 04:40:26.789  3734        40.29         25
2023-01-19 04:40:26.998  3767        40.29         25
2023-01-19 04:40:27.165  3736        40.29         25
2023-01-19 04:40:27.365  3726        40.29         25
2023-01-19 04:40:27.573  3716        40.29         25
2023-01-19 04:40:27.780  3696        40.29         25
2023-01-19 04:40:27.990  3700        40.29         25
2023-01-19 04:40:28.197  3693        40.29         25
2023-01-19 04:40:28.407  3702        40.29         25
2023-01-19 04:40:28.616  3706        40.29         25
2023-01-19 04:40:28.823  3706        40.29         25
2023-01-19 04:40:29.026  3702        40.29         25
2023-01-19 04:40:29.246  3704        40.29         25
2023-01-19 04:40:29.448  3696        40.29         25
2023-01-19 04:40:29.656  3702        40.29         25
2023-01-19 04:40:29.863  3696        40.29         25
2023-01-19 04:40:30.071  3712        40.29         25
2023-01-19 04:40:30.280  3719        40.29         25
2023-01-19 04:40:30.488  3720        40.29         25
2023-01-19 04:40:30.695  3721        40.29         25
2023-01-19 04:40:30.912  3737        40.29         25
2023-01-19 04:40:31.128  3730        40.29         25
2023-01-19 04:40:31.289  3745        40.29         25
2023-01-19 04:40:31.497  3749        40.29         25
2023-01-19 04:40:31.705  3771        40.29         25
2023-01-19 04:40:31.912  3765        40.29         25
2023-01-19 04:40:32.119  3754        40.29         25
2023-01-19 04:40:32.328  3767        40.29         25
2023-01-19 04:40:32.535  3770        40.29         25
2023-01-19 04:40:32.744  3768        40.29         25
2023-01-19 04:40:32.943  3766        40.32         25
2023-01-19 04:40:33.145  3778        40.29         25
2023-01-19 04:40:33.365  3757        40.29         25
2023-01-19 04:40:33.577  3739        40.29         25
2023-01-19 04:40:33.785  3751        40.29         25
2023-01-19 04:40:33.993  3731        40.29         25
2023-01-19 04:40:34.201  3734        40.29         25
2023-01-19 04:40:34.410  3731        40.29         25
2023-01-19 04:40:34.617  3715        40.29         25
2023-01-19 04:40:34.826  3707        40.29         25
2023-01-19 04:40:35.034  3695        40.29         25
2023-01-19 04:40:35.253  3683        40.29         25
2023-01-19 04:40:35.418  3675        40.32         25
2023-01-19 04:40:35.627  3684        40.32         25
2023-01-19 04:40:35.834  3660        40.32         25
2023-01-19 04:40:36.043  3671        40.32         25
2023-01-19 04:40:36.250  3672        40.29         25
2023-01-19 04:40:36.459  3672        40.29         25
2023-01-19 04:40:36.666  3668        40.29         25
2023-01-19 04:40:36.864  3673        40.29         25
2023-01-19 04:40:37.068  3670        40.29         25
2023-01-19 04:40:37.276  3688        40.29         25
2023-01-19 04:40:37.489  3701        40.29         25
2023-01-19 04:40:37.708  3684        40.29         25
2023-01-19 04:40:37.930  3680        40.29         25
2023-01-19 04:40:38.139  3688        40.29         25
2023-01-19 04:40:38.347  3683        40.29         25
2023-01-19 04:40:38.556  3684        40.29         25
2023-01-19 04:40:38.748  3674        40.29         25
2023-01-19 04:40:38.962  3694        40.29         25
2023-01-19 04:40:39.164  3670        40.29         25
2023-01-19 04:40:39.341  3676        40.29         25
2023-01-19 04:40:39.548  3676        40.29         25
2023-01-19 04:40:39.756  3690        40.29         25
2023-01-19 04:40:39.964  3692        40.29         25
2023-01-19 04:40:40.173  3711        40.29         25
2023-01-19 04:40:40.381  3726        40.29         25
2023-01-19 04:40:40.586  3726        40.29         25
2023-01-19 04:40:40.785  3758        40.29         25
2023-01-19 04:40:40.989  3756        40.29         25
2023-01-19 04:40:41.197  3776        40.29         25
2023-01-19 04:40:41.406  3756        40.29         25
2023-01-19 04:40:41.623  3785        40.29         25
2023-01-19 04:40:41.838  3774        40.29         25
2023-01-19 04:40:42.045  3782        40.29         25
2023-01-19 04:40:42.254  3776        40.29         25
2023-01-19 04:40:42.462  3778        40.29         25
2023-01-19 04:40:42.671  3761        40.29         25
2023-01-19 04:40:42.879  3759        40.29         25
2023-01-19 04:40:43.087  3780        40.29         25
2023-01-19 04:40:43.264  3776        40.29         25
2023-01-19 04:40:43.471  3799        40.29         25
2023-01-19 04:40:43.680  3767        40.29         25
2023-01-19 04:40:43.888  3781        40.29         25
2023-01-19 04:40:44.096  3763        40.29         25
2023-01-19 04:40:44.304  3766        40.29         25
2023-01-19 04:40:44.506  3776        40.29         25
2023-01-19 04:40:44.704  3761        40.29         25
2023-01-19 04:40:44.911  3772        40.29         25
2023-01-19 04:40:45.121  3784        40.32         25
2023-01-19 04:40:45.329  3780        40.32         25
2023-01-19 04:40:45.537  3778        40.32         25
2023-01-19 04:40:45.748  3797        40.32         25
2023-01-19 04:40:45.964  3816        40.32         25
2023-01-19 04:40:46.177  3787        40.32         25
2023-01-19 04:40:46.383  3779        40.32         25
2023-01-19 04:40:46.593  3782        40.32         25
2023-01-19 04:40:46.800  3775        40.32         25
2023-01-19 04:40:47.009  3768        40.32         25
2023-01-19 04:40:47.217  3761        40.32         25
2023-01-19 04:40:47.393  3761        40.32         25
2023-01-19 04:40:47.601  3770        40.32         25
2023-01-19 04:40:47.809  3777        40.32         25
2023-01-19 04:40:48.017  3759        40.32         25
2023-01-19 04:40:48.226  3754        40.32         25
2023-01-19 04:40:48.425  3732        40.32         25
2023-01-19 04:40:48.633  3734        40.32         25
2023-01-19 04:40:48.833  3720        40.32         25
2023-01-19 04:40:49.042  3731        40.32         25
2023-01-19 04:40:49.250  3727        40.32         25
2023-01-19 04:40:49.459  3732        40.32         25
2023-01-19 04:40:49.666  3718        40.32         25
2023-01-19 04:40:49.875  3727        40.32         25
2023-01-19 04:40:50.093  3751        40.32         25
2023-01-19 04:40:50.307  3753        40.32         25
2023-01-19 04:40:50.514  3741        40.32         25
2023-01-19 04:40:50.723  3742        40.32         25
2023-01-19 04:40:50.931  3732        40.32         25
2023-01-19 04:40:51.141  3714        40.29         25
2023-01-19 04:40:51.348  3754        40.29         25
2023-01-19 04:40:51.525  3738        40.32         25
2023-01-19 04:40:51.748  3770        40.29         25
2023-01-19 04:40:51.956  3767        40.29         25
2023-01-19 04:40:52.145  3793        40.29         25
2023-01-19 04:40:52.344  3790        40.32         25
2023-01-19 04:40:52.548  3780        40.32         25
2023-01-19 04:40:52.756  3781        40.29         25
2023-01-19 04:40:52.963  3800        40.29         25
2023-01-19 04:40:53.173  3807        40.29         25
2023-01-19 04:40:53.380  3810        40.29         25
2023-01-19 04:40:53.590  3799        40.29         25
2023-01-19 04:40:53.798  3812        40.29         25
2023-01-19 04:40:54.007  3831        40.29         25
2023-01-19 04:40:54.213  3845        40.29         25
2023-01-19 04:40:54.433  3857        40.29         25
2023-01-19 04:40:54.646  3846        40.29         25
2023-01-19 04:40:54.854  3864        40.32         25
2023-01-19 04:40:55.061  3845        40.32         25
2023-01-19 04:40:55.269  3851        40.32         25
2023-01-19 04:40:55.446  3849        40.32         25
2023-01-19 04:40:55.654  3862        40.32         25
2023-01-19 04:40:55.862  3853        40.32         25
2023-01-19 04:40:56.065  3869        40.32         25
2023-01-19 04:40:56.262  3869        40.32         25
2023-01-19 04:40:56.469  3896        40.32         25
2023-01-19 04:40:56.678  3890        40.32         25
2023-01-19 04:40:56.885  3879        40.32         25
2023-01-19 04:40:57.095  3881        40.32         25
2023-01-19 04:40:57.302  3857        40.32         25
2023-01-19 04:40:57.510  3872        40.32         25
2023-01-19 04:40:57.719  3850        40.32         25
2023-01-19 04:40:57.928  3834        40.32         25
2023-01-19 04:40:58.135  3847        40.32         25
2023-01-19 04:40:58.343  3839        40.32         25
2023-01-19 04:40:58.562  3831        40.32         25
2023-01-19 04:40:58.775  3821        40.32         25
2023-01-19 04:40:58.984  3813        40.32         25
2023-01-19 04:40:59.191  3785        40.32         25
2023-01-19 04:40:59.400  3809        40.32         25
2023-01-19 04:40:59.577  3795        40.29         25
2023-01-19 04:40:59.784  3776        40.29         25
2023-01-19 04:40:59.986  3762        40.29         25
2023-01-19 04:41:00.184  3760        40.29         25
2023-01-19 04:41:00.392  3754        40.29         25
2023-01-19 04:41:00.600  3722        40.32         25
2023-01-19 04:41:00.807  3739        40.32         25
2023-01-19 04:41:01.016  3724        40.32         25
2023-01-19 04:41:01.223  3721        40.32         25
2023-01-19 04:41:01.433  3717        40.32         25
2023-01-19 04:41:01.639  3705        40.32         25
2023-01-19 04:41:01.850  3729        40.32         25
2023-01-19 04:41:02.056  3729        40.32         25
2023-01-19 04:41:02.265  3759        40.32         25
2023-01-19 04:41:02.474  3761        40.32         25
2023-01-19 04:41:02.689  3794        40.32         25
2023-01-19 04:41:02.906  3804        40.32         25
2023-01-19 04:41:03.114  3814        40.32         25
2023-01-19 04:41:03.322  3830        40.32         25
2023-01-19 04:41:03.497  3831        40.32         25
2023-01-19 04:41:03.705  3841        40.32         25
2023-01-19 04:41:03.903  3861        40.32         25
2023-01-19 04:41:04.108  3873        40.32         25
2023-01-19 04:41:04.331  3883        40.32         25
2023-01-19 04:41:04.538  3894        40.32         25
2023-01-19 04:41:04.747  3883        40.32         25
2023-01-19 04:41:04.939  3888        40.32         25
2023-01-19 04:41:05.146  3883        40.32         25
2023-01-19 04:41:05.354  3899        40.32         25
2023-01-19 04:41:05.564  3883        40.32         25
2023-01-19 04:41:05.771  3908        40.32         25
2023-01-19 04:41:05.979  3871        40.32         25
2023-01-19 04:41:06.188  3857        40.32         25
2023-01-19 04:41:06.396  3844        40.32         25
2023-01-19 04:41:06.605  3853        40.32         25
2023-01-19 04:41:06.812  3832        40.32         25
2023-01-19 04:41:07.031  3812        40.32         25
2023-01-19 04:41:07.244  3813        40.32         25
2023-01-19 04:41:07.453  3787        40.35         25
2023-01-19 04:41:07.625  3785        40.32         25
2023-01-19 04:41:07.825  3771        40.32         25
2023-01-19 04:41:08.030  3734        40.32         25
2023-01-19 04:41:08.235  3743        40.35         25
2023-01-19 04:41:08.445  3734        40.32         25
2023-01-19 04:41:08.654  3731        40.32         25
2023-01-19 04:41:08.860  3715        40.32         25
2023-01-19 04:41:09.069  3740        40.32         25
2023-01-19 04:41:09.278  3730        40.32         25
2023-01-19 04:41:09.485  3709        40.32         25
2023-01-19 04:41:09.694  3703        40.32         25
2023-01-19 04:41:09.902  3692        40.32         25
2023-01-19 04:41:10.109  3701        40.32         25
2023-01-19 04:41:10.318  3700        40.32         25
2023-01-19 04:41:10.526  3693        40.32         25
2023-01-19 04:41:10.733  3712        40.32         25
2023-01-19 04:41:10.943  3720        40.32         25
2023-01-19 04:41:11.160  3731        40.32         25
2023-01-19 04:41:11.374  3760        40.32         25
2023-01-19 04:41:11.583  3739        40.32         25
2023-01-19 04:41:11.742  3744        40.32         25
2023-01-19 04:41:11.951  3747        40.32         25
2023-01-19 04:41:12.159  3752        40.32         25
2023-01-19 04:41:12.367  3759        40.32         25
2023-01-19 04:41:12.576  3752        40.32         25
2023-01-19 04:41:12.784  3763        40.32         25
2023-01-19 04:41:12.991  3756        40.32         25
2023-01-19 04:41:13.200  3773        40.32         25
2023-01-19 04:41:13.406  3780        40.32         25
2023-01-19 04:41:13.610  3772        40.32         25
2023-01-19 04:41:13.824  3795        40.32         25
2023-01-19 04:41:14.032  3796        40.32         25
2023-01-19 04:41:14.239  3782        40.32         25
2023-01-19 04:41:14.449  3789        40.32         25
2023-01-19 04:41:14.656  3789        40.32         25
2023-01-19 04:41:14.864  3776        40.32         25
2023-01-19 04:41:15.072  3783        40.32         25
2023-01-19 04:41:15.279  3805        40.32         25
2023-01-19 04:41:15.497  3786        40.32         25
2023-01-19 04:41:15.665  3798        40.32         25
2023-01-19 04:41:15.873  3820        40.32         25
2023-01-19 04:41:16.081  3816        40.32         25
2023-01-19 04:41:16.289  3821        40.32         25
