               data_ora   rad  temperatura elevazione
2023-01-19 03:22:30.107  3063        40.32         35
2023-01-19 03:22:30.335  3058        40.29         35
2023-01-19 03:22:30.543  3036        40.29         35
2023-01-19 03:22:30.751  3045        40.32         35
2023-01-19 03:22:30.944  3055        40.32         35
2023-01-19 03:22:31.152  3064        40.32         35
2023-01-19 03:22:31.361  3076        40.32         35
2023-01-19 03:22:31.569  3063        40.32         35
2023-01-19 03:22:31.777  3074        40.32         35
2023-01-19 03:22:31.996  3067        40.32         35
2023-01-19 03:22:32.209  3068        40.32         35
2023-01-19 03:22:32.368  3057        40.32         35
2023-01-19 03:22:32.576  3043        40.32         35
2023-01-19 03:22:32.784  3024        40.32         35
2023-01-19 03:22:32.994  3035        40.32         35
2023-01-19 03:22:33.202  3023        40.32         35
2023-01-19 03:22:33.409  3027        40.32         35
2023-01-19 03:22:33.616  3012        40.32         35
2023-01-19 03:22:33.826  2989        40.32         35
2023-01-19 03:22:34.026  3008        40.32         35
2023-01-19 03:22:34.234  3015        40.32         35
2023-01-19 03:22:34.449  3030        40.32         35
2023-01-19 03:22:34.658  3012        40.32         35
2023-01-19 03:22:34.866  3009        40.29         35
2023-01-19 03:22:35.074  3023        40.32         35
2023-01-19 03:22:35.281  3013        40.29         35
2023-01-19 03:22:35.490  3021        40.32         35
2023-01-19 03:22:35.699  3013        40.32         35
2023-01-19 03:22:35.906  3000        40.32         35
2023-01-19 03:22:36.118  2994        40.32         35
2023-01-19 03:22:36.290  3003        40.32         35
2023-01-19 03:22:36.498  2996        40.32         35
2023-01-19 03:22:36.705  2988        40.32         35
2023-01-19 03:22:36.914  2987        40.32         35
2023-01-19 03:22:37.122  2989        40.32         35
2023-01-19 03:22:37.331  2991        40.32         35
2023-01-19 03:22:37.538  3020        40.32         35
2023-01-19 03:22:37.748  3004        40.32         35
2023-01-19 03:22:37.947  2996        40.32         35
2023-01-19 03:22:38.147  2995        40.32         35
2023-01-19 03:22:38.356  2994        40.32         35
2023-01-19 03:22:38.573  2995        40.32         35
2023-01-19 03:22:38.788  2998        40.32         35
